53,13462173,43,17.990000,16.990000
95,13462173,48,17.990000,16.990000
763,13462173,55,17.990000,16.990000
1130,13462173,55,17.990000,16.990000
1172,13462173,61,17.990000,16.990000
957,13462173,67,17.990000,16.990000
999,13462173,69,17.990000,16.990000
1080,13462173,75,17.990000,16.990000
349,13462173,78,17.990000,16.990000
1338,13462173,79,17.990000,16.990000
918,13462173,80,17.990000,16.990000
1284,13462173,80,17.990000,16.990000
1143,13462173,85,17.990000,16.990000
1140,13462173,86,17.990000,16.990000
445,13462173,111,17.990000,16.990000
61,13462173,137,16.990000,15.990000
119,13462173,139,17.990000,16.990000
372,13462173,147,17.990000,16.990000
727,13462173,147,17.990000,16.990000
987,13462173,154,17.990000,16.990000
1023,13462173,154,17.990000,16.990000
56,13462173,158,17.990000,16.990000
45,13462173,158,17.990000,16.990000
358,13462173,167,17.990000,16.990000
245,13462173,171,16.990000,15.990000
315,13462173,176,17.990000,16.990000
483,13462173,176,17.990000,16.990000
833,13462173,184,17.990000,16.990000
1208,13462173,188,17.990000,16.990000
1178,13462173,192,17.990000,16.990000
1316,13462173,193,17.990000,16.990000
1041,13462173,198,17.990000,16.990000
12,13462173,199,17.990000,16.990000
821,13462173,200,17.990000,16.990000
1161,13462173,201,17.990000,16.990000
1349,13462173,203,17.990000,16.990000
431,13462173,222,17.990000,16.990000
452,13462173,223,17.990000,16.990000
598,13462173,226,17.990000,16.990000
767,13462173,227,17.990000,16.990000
225,13462173,229,17.990000,16.990000
446,13462173,230,17.990000,16.990000
683,13462173,233,17.990000,16.990000
504,13462173,238,17.990000,16.990000
547,13462173,238,17.990000,16.990000
1333,13462173,239,17.990000,16.990000
954,13462173,239,17.990000,16.990000
1129,13462173,245,17.990000,16.990000
1177,13462173,246,17.990000,16.990000
1337,13462173,249,17.990000,16.990000
1180,13462173,251,17.990000,16.990000
388,13462173,251,17.990000,16.990000
1191,13462173,253,17.990000,16.990000
410,13462173,254,17.990000,16.990000
59,13462173,255,17.990000,16.990000
908,13462173,256,17.990000,16.990000
9,13462173,257,17.990000,16.990000
949,13462173,259,17.990000,16.990000
571,13462173,264,17.990000,16.990000
642,13462173,265,17.990000,16.990000
280,13462173,271,17.990000,16.990000
1045,13462173,273,17.990000,16.990000
257,13462173,274,17.990000,16.990000
339,13462173,275,17.990000,16.990000
893,13462173,278,17.990000,16.990000
780,13462173,279,17.990000,16.990000
1281,13462173,279,17.990000,16.990000
215,13462173,280,17.990000,16.990000
1119,13462173,282,17.990000,16.990000
62,13462173,288,17.990000,16.990000
935,13462173,289,17.990000,16.990000
1048,13462173,290,17.990000,16.990000
1241,13462173,291,17.990000,16.990000
1344,13462173,293,17.990000,16.990000
427,13462173,298,17.990000,16.990000
4,13462173,299,0.000000,0.000000
730,13462173,300,17.990000,16.990000
486,13462173,301,17.990000,16.990000
761,13462173,302,17.990000,16.990000
1286,13462173,303,17.990000,16.990000
424,13462173,307,17.990000,16.990000
73,13462173,307,17.990000,16.990000
357,13462173,309,17.990000,16.990000
696,13462173,310,17.990000,16.990000
952,13462173,311,17.990000,16.990000
511,13462173,313,17.990000,16.990000
543,13462173,314,17.990000,16.990000
22,13462173,318,17.990000,16.990000
202,13462173,319,17.990000,16.990000
836,13462173,320,17.990000,16.990000
1088,13462173,321,17.990000,16.990000
359,13462173,323,17.990000,16.990000
587,13462173,324,17.990000,16.990000
635,13462173,328,17.990000,16.990000
28,13462173,331,17.990000,16.990000
534,13462173,336,17.990000,16.990000
1188,13462173,337,17.990000,16.990000
181,13462173,338,17.990000,16.990000
81,13462173,338,17.990000,16.990000
1106,13462173,339,17.990000,16.990000
1190,13462173,339,17.990000,16.990000
1320,13462173,341,17.990000,16.990000
899,13462173,341,17.990000,16.990000
227,13462173,342,17.990000,16.990000
46,13462173,344,17.990000,16.990000
773,13462173,344,17.990000,16.990000
130,13462173,346,17.990000,16.990000
708,13462173,346,17.990000,16.990000
937,13462173,347,17.990000,16.990000
1121,13462173,347,17.990000,16.990000
316,13462173,348,17.990000,16.990000
457,13462173,348,17.990000,16.990000
570,13462173,349,17.990000,16.990000
810,13462173,350,17.990000,16.990000
1008,13462173,350,17.990000,16.990000
58,13462173,353,17.990000,16.990000
299,13462173,353,17.990000,16.990000
584,13462173,354,17.990000,16.990000
694,13462173,354,17.990000,16.990000
951,13462173,358,17.990000,16.990000
792,13462173,359,17.990000,16.990000
497,13462173,361,17.990000,16.990000
605,13462173,361,17.990000,16.990000
1038,13462173,362,17.990000,16.990000
688,13462173,362,17.990000,16.990000
289,13462173,364,17.990000,16.990000
752,13462173,364,17.990000,16.990000
772,13462173,365,17.990000,16.990000
1196,13462173,366,17.990000,16.990000
433,13462173,373,17.990000,16.990000
1301,13462173,373,18.990000,16.990000
1325,13462173,397,17.990000,16.990000
240,13462173,530,17.990000,16.990000
649,13462173,530,17.990000,16.990000
1151,13462173,532,17.990000,16.990000
1235,13462173,606,17.990000,16.990000
83,13462173,608,17.990000,16.990000
857,13462173,608,17.990000,16.990000
712,13462173,610,17.990000,16.990000
1012,13462173,612,17.990000,16.990000
878,13462173,613,17.990000,16.990000
975,13462173,613,17.990000,16.990000
1142,13462173,614,17.990000,16.990000
538,13462173,615,17.990000,16.990000
565,13462173,616,17.990000,16.990000
599,13462173,616,17.990000,16.990000
685,13462173,617,17.990000,16.990000
1025,13462173,618,17.990000,16.990000
1330,13462173,619,17.990000,16.990000
620,13462173,626,17.990000,16.990000
609,13462173,627,17.990000,16.990000
23,13462173,628,17.990000,16.990000
871,13462173,632,17.990000,16.990000
759,13462173,636,17.990000,16.990000
1229,13462173,638,17.990000,16.990000
1352,13462173,639,17.990000,16.990000
1128,13462173,641,17.990000,16.990000
964,13462173,645,17.990000,16.990000
109,13462173,647,17.990000,16.990000
262,13462173,647,17.990000,16.990000
344,13462173,649,17.990000,16.990000
1300,13462173,650,17.990000,16.990000
101,13462173,650,17.990000,16.990000
583,13462173,652,17.990000,16.990000
320,13462173,655,16.990000,15.990000
1285,13462173,655,17.990000,16.990000
1152,13462173,656,17.990000,16.990000
720,13462173,660,17.990000,16.990000
853,13462173,664,17.990000,16.990000
128,13462173,665,17.990000,16.990000
1086,13462173,665,17.990000,16.990000
972,13462173,670,17.990000,16.990000
1006,13462173,671,17.990000,16.990000
377,13462173,672,17.990000,16.990000
550,13462173,672,17.990000,16.990000
716,13462173,673,17.990000,16.990000
1011,13462173,675,17.990000,16.990000
177,13462173,677,17.990000,16.990000
532,13462173,679,17.990000,16.990000
123,13462173,680,17.990000,16.990000
658,13462173,681,17.990000,16.990000
726,13462173,681,17.990000,16.990000
197,13462173,686,17.990000,16.990000
765,13462173,687,17.990000,16.990000
52,13462173,688,17.990000,16.990000
93,13462173,688,17.990000,16.990000
341,13462173,689,17.990000,16.990000
522,13462173,689,17.990000,16.990000
1069,13462173,690,17.990000,16.990000
165,13462173,696,17.990000,16.990000
374,13462173,696,17.990000,16.990000
31,13462173,699,17.990000,16.990000
266,13462173,700,17.990000,16.990000
744,13462173,700,17.990000,16.990000
595,13462173,731,17.990000,16.990000
829,13462173,732,17.990000,16.990000
345,13462173,733,17.990000,16.990000
610,13462173,734,17.990000,16.990000
775,13462173,734,17.990000,16.990000
1094,13462173,736,17.990000,16.990000
325,13462173,739,17.990000,16.990000
90,13462173,746,17.990000,16.990000
559,13462173,749,17.990000,16.990000
769,13462173,749,17.990000,16.990000
116,13462173,751,17.990000,16.990000
124,13462173,752,17.990000,16.990000
1173,13462173,752,17.990000,16.990000
579,13462173,753,17.990000,16.990000
149,13462173,755,17.990000,16.990000
1174,13462173,755,17.990000,16.990000
448,13462173,757,17.990000,16.990000
589,13462173,758,17.990000,16.990000
663,13462173,759,17.990000,16.990000
929,13462173,759,17.990000,16.990000
1193,13462173,760,17.990000,16.990000
114,13462173,766,17.990000,16.990000
766,13462173,771,17.990000,16.990000
966,13462173,774,17.990000,16.990000
208,13462173,775,17.990000,16.990000
941,13462173,778,17.990000,16.990000
1199,13462173,779,17.990000,16.990000
17,13462173,780,17.990000,16.990000
25,13462173,797,16.990000,15.990000
1331,13462173,797,17.990000,16.990000
439,13462173,798,17.990000,16.990000
776,13462173,798,17.990000,16.990000
926,13462173,799,17.990000,16.990000
1058,13462173,800,17.990000,16.990000
1276,13462173,801,17.990000,16.990000
539,13462173,804,17.990000,16.990000
885,13462173,805,17.990000,16.990000
956,13462173,805,17.990000,16.990000
826,13462173,807,17.990000,16.990000
967,13462173,808,17.990000,16.990000
224,13462173,810,17.990000,16.990000
284,13462173,811,17.990000,16.990000
444,13462173,811,17.990000,16.990000
623,13462173,812,17.990000,16.990000
650,13462173,813,17.990000,16.990000
882,13462173,815,17.990000,16.990000
891,13462173,816,17.990000,16.990000
789,13462173,817,17.990000,16.990000
188,13462173,818,17.990000,16.990000
689,13462173,819,17.990000,16.990000
797,13462173,822,17.990000,16.990000
261,13462173,823,17.990000,16.990000
803,13462173,823,17.990000,16.990000
235,13462173,824,17.990000,16.990000
850,13462173,826,17.990000,16.990000
1160,13462173,827,17.990000,16.990000
754,13462173,833,17.990000,16.990000
876,13462173,835,17.990000,16.990000
99,13462173,836,17.990000,16.990000
393,13462173,837,17.990000,16.990000
437,13462173,838,17.990000,16.990000
923,13462173,839,17.990000,16.990000
194,13462173,841,17.990000,16.990000
442,13462173,842,17.990000,16.990000
1292,13462173,843,17.990000,16.990000
98,13462173,844,17.990000,16.990000
513,13462173,844,17.990000,16.990000
525,13462173,845,17.990000,16.990000
1239,13462173,845,17.990000,16.990000
332,13462173,850,17.990000,16.990000
456,13462173,851,17.990000,16.990000
542,13462173,852,17.990000,16.990000
