f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,y
0.006362,0.004055,0.000000,0.000000,0.047619,0.002602,0.000000,0.000000,0.000000,0.000000,0.045455,0.090909,0.114286,0.004796,1.000000,0.020334,0.704082,0.043478,0.363636,0.500000,0
0.017458,0.002124,0.000000,0.000000,0.214545,0.001611,0.052632,0.019231,0.000000,0.000000,0.045455,0.000000,0.114286,0.016670,0.818200,0.306048,0.653061,0.086957,0.181818,1.000000,1
0.126780,0.000000,0.000000,1.000000,0.000000,0.005328,0.381579,0.096154,0.087571,0.054054,0.034091,0.090909,0.057143,0.177994,0.866700,0.000000,0.608163,0.782609,0.727273,0.500000,0
0.018284,0.000579,0.000000,0.000000,0.200000,0.001487,0.065789,0.038462,0.000000,0.027027,0.079545,0.000000,0.200000,0.014971,0.933300,0.076642,0.693878,0.304348,0.090909,1.000000,1
0.008328,0.000579,0.000000,0.000000,0.053333,0.001115,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.028571,0.004168,1.000000,0.006778,0.677551,1.000000,0.636364,0.500000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.325238,0.026316,0.096154,0.101695,0.135135,0.000000,0.000000,0.000000,0.000000,0.583300,0.000000,0.434694,0.000000,0.909091,0.500000,0
0.008328,0.000000,0.000000,0.000000,0.000000,0.125759,0.000000,0.000000,0.000000,0.081081,0.022727,0.000000,0.057143,0.004168,1.000000,0.000000,0.610204,0.826087,0.545455,0.500000,1
0.043873,0.000579,0.000000,0.000000,0.333333,0.002850,0.000000,0.000000,0.028249,0.000000,0.034091,0.090909,0.057143,0.061302,0.666700,0.502086,0.483673,0.086957,1.000000,0.500000,0
0.038104,0.000989,0.000000,0.000000,0.179688,0.005452,0.013158,0.019231,0.000000,0.189189,0.011364,0.000000,0.000000,0.019068,0.958300,0.063087,0.618367,0.434783,0.636364,1.000000,1
0.058953,0.004151,0.000000,0.000000,0.158140,0.003345,0.000000,0.000000,0.000000,0.054054,0.159091,0.181818,0.200000,0.064539,1.000000,0.119917,0.644898,0.739130,0.727273,0.500000,0
0.076673,0.017764,0.000000,1.000000,0.010870,0.001487,0.000000,0.000000,0.000000,0.000000,0.079545,0.000000,0.028571,0.084841,1.000000,0.015641,0.695918,0.739130,0.454545,1.000000,0
0.023204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045455,0.000000,0.114286,0.012037,1.000000,0.000000,0.663265,0.173913,0.272727,1.000000,0
0.014553,0.021626,0.008977,0.000000,0.038571,0.001982,0.013158,0.019231,0.090395,0.108108,0.056818,0.090909,0.114286,0.020814,0.818200,0.019291,0.500000,0.956522,0.272727,1.000000,0
0.004955,0.001352,0.000000,0.000000,0.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.022727,0.090909,0.057143,0.004098,1.000000,0.056830,0.706122,0.217391,0.000000,1.000000,0
0.022518,0.016606,0.000000,0.000000,0.072093,0.002354,0.026316,0.019231,0.016949,0.216216,0.159091,0.454545,0.314286,0.072152,0.972200,0.106361,0.589796,0.695652,0.181818,1.000000,1
0.003274,0.000000,0.000000,0.000000,0.000000,0.005080,0.000000,0.000000,0.000000,0.000000,0.090909,0.545455,0.228571,0.002375,1.000000,0.000000,0.640816,1.000000,0.090909,1.000000,0
0.035607,0.025874,0.000000,0.000000,0.041791,0.002602,0.000000,0.000000,0.000000,0.000000,0.068182,0.090909,0.114286,0.056087,1.000000,0.126173,0.710204,0.043478,0.363636,1.000000,1
0.001628,0.000386,0.000000,0.000000,0.500000,0.000991,0.000000,0.000000,0.000000,0.027027,0.011364,0.090909,0.028571,0.000815,1.000000,0.151199,0.653061,0.652174,0.636364,0.500000,0
0.013585,0.001160,0.000000,0.000000,0.000000,0.003593,0.000000,0.000000,0.031073,0.000000,0.011364,0.000000,0.028571,0.006798,0.666700,0.000000,0.691837,0.478261,0.454545,1.000000,1
0.034374,0.007530,0.000000,0.000000,0.281026,0.002106,0.000000,0.000000,0.000000,0.297297,0.136364,0.090909,0.285714,0.075668,1.000000,0.371220,0.463265,0.695652,0.363636,1.000000,1
0.160721,0.069705,0.000000,0.000000,0.006759,0.004956,0.000000,0.000000,0.011299,0.189189,0.147727,0.000000,0.028571,0.157133,0.840000,0.029718,0.769388,0.913043,0.000000,1.000000,1
0.066437,0.000000,0.000000,0.000000,0.000000,0.023789,0.000000,0.038462,0.048023,0.162162,0.011364,0.000000,0.000000,0.033247,0.727300,0.000000,0.363265,0.956522,0.090909,1.000000,0
0.007258,0.000869,0.000000,0.000000,0.462222,0.003098,0.000000,0.000000,0.000000,0.216216,0.022727,0.000000,0.057143,0.003632,1.000000,0.319604,0.679592,0.739130,1.000000,0.500000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.043489,0.052632,0.038462,0.005650,0.054054,0.000000,0.000000,0.000000,0.000000,0.777800,0.000000,0.626531,0.565217,0.545455,0.500000,1
0.013056,0.009461,0.000000,0.000000,0.077551,0.001859,0.131579,0.000000,0.016949,0.081081,0.090909,0.181818,0.200000,0.026100,0.869600,0.085506,0.604082,0.130435,0.090909,1.000000,1
0.028783,0.000965,0.000000,0.000000,0.600000,0.003593,0.000000,0.019231,0.008475,0.081081,0.034091,0.000000,0.057143,0.031012,0.900000,0.586027,0.383673,0.608696,0.818182,0.500000,1
0.024891,0.000000,0.000000,0.000000,0.000000,0.005452,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.028571,0.012456,1.000000,0.000000,0.648980,0.956522,1.000000,0.500000,1
0.075401,0.047306,0.000000,1.000000,0.060245,0.002850,0.000000,0.000000,0.000000,0.000000,0.034091,0.000000,0.057143,0.097111,1.000000,0.468196,0.716327,0.739130,0.636364,0.500000,1
0.037898,0.000967,0.000000,0.000000,0.199601,0.001982,0.013158,0.000000,0.000000,0.000000,0.159091,0.272727,0.171429,0.039394,0.944400,0.406674,0.577551,0.086957,0.272727,1.000000,1
0.029412,0.050396,0.000000,1.000000,0.002299,0.001115,0.026316,0.000000,0.000000,0.000000,0.125000,0.000000,0.228571,0.025937,0.866700,0.005735,0.628571,0.652174,0.545455,1.000000,0
0.135829,0.000000,0.000000,1.000000,0.000000,0.004337,0.000000,0.000000,0.028249,0.000000,0.022727,0.000000,0.000000,0.081255,0.800000,0.000000,0.628571,0.695652,0.181818,1.000000,0
0.003024,0.000386,0.000000,0.000000,0.000000,0.001982,0.000000,0.000000,0.000000,0.000000,0.011364,0.090909,0.028571,0.001513,1.000000,0.000000,0.665306,0.869565,0.909091,0.500000,1
0.031618,0.015881,0.000000,0.000000,0.071976,0.002106,0.013158,0.000000,0.000000,0.027027,0.113636,0.000000,0.200000,0.049498,0.956500,0.187174,0.628571,0.652174,0.545455,0.500000,1
0.046095,0.021201,0.000000,0.000000,0.026230,0.002230,0.013158,0.038462,0.011299,0.000000,0.147727,0.000000,0.200000,0.066075,0.833300,0.344108,0.593878,0.086957,0.636364,0.500000,1
0.056388,0.000579,0.000000,0.000000,0.333333,0.003965,0.039474,0.000000,0.279661,0.297297,0.034091,0.000000,0.028571,0.050430,0.520000,0.462461,0.430612,0.521739,0.363636,1.000000,1
0.066298,0.000000,0.000000,0.000000,0.000000,0.002726,0.026316,0.038462,0.011299,0.027027,0.011364,0.000000,0.000000,0.033177,0.833300,0.000000,0.667347,0.173913,0.727273,1.000000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.040020,0.039474,0.057692,0.022599,0.162162,0.000000,0.000000,0.000000,0.000000,0.866700,0.000000,0.228571,0.173913,0.727273,0.500000,0
0.023821,0.014482,0.000000,1.000000,0.018667,0.001735,0.092105,0.076923,0.000000,0.054054,0.034091,0.000000,0.057143,0.017066,0.823500,0.237226,0.685714,0.217391,0.636364,1.000000,1
0.059482,0.000579,0.000000,0.000000,0.333333,0.003098,0.039474,0.057692,0.011299,0.000000,0.022727,0.000000,0.028571,0.057135,0.666700,0.538582,0.342857,0.260870,0.363636,1.000000,1
0.142730,0.008361,0.000000,0.000000,0.145958,0.003221,0.368421,0.134615,0.008475,0.000000,0.068182,0.000000,0.000000,0.149589,0.571400,0.299270,0.610204,0.869565,0.363636,0.500000,1
0.151205,0.000000,0.000000,0.000000,0.000000,0.117458,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.000000,0.075668,1.000000,0.000000,0.597959,0.173913,0.636364,1.000000,0
0.185742,0.002414,0.000000,0.000000,0.105600,0.009540,0.000000,0.000000,0.000000,0.000000,0.034091,0.000000,0.028571,0.148937,1.000000,0.267987,0.648980,0.652174,0.818182,1.000000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.092554,0.026316,0.038462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.355102,0.565217,0.636364,0.500000,0
0.099470,0.007337,0.000000,1.000000,0.046316,0.003221,0.000000,0.000000,0.000000,0.297297,0.045455,0.090909,0.028571,0.101371,1.000000,0.077685,0.712245,0.086957,0.545455,1.000000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.025028,0.000000,0.019231,0.468927,0.054054,0.000000,0.000000,0.000000,0.000000,0.595200,0.000000,0.444898,0.304348,0.272727,1.000000,0
0.032381,0.000000,0.000000,0.000000,0.000000,0.011151,0.000000,0.000000,0.000000,0.027027,0.011364,0.000000,0.028571,0.016205,1.000000,0.000000,0.677551,0.086957,0.727273,1.000000,1
0.046943,0.002221,0.000000,0.000000,0.173913,0.004708,0.026316,0.038462,0.008475,0.000000,0.022727,0.000000,0.028571,0.042746,0.500000,0.365485,0.689796,0.913043,0.636364,1.000000,1
0.083037,0.044989,0.000000,0.000000,0.010129,0.002106,0.013158,0.000000,0.000000,0.000000,0.056818,0.181818,0.114286,0.179926,0.857100,0.074557,0.702041,0.826087,0.727273,0.500000,1
0.036041,0.009270,0.000000,0.000000,0.022495,0.003841,0.000000,0.000000,0.000000,0.000000,0.034091,0.090909,0.028571,0.028544,1.000000,0.058916,0.828571,0.086957,0.636364,1.000000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027027,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.244898,0.869565,0.818182,1.000000,0
0.100633,0.000000,0.000000,0.000000,0.000000,0.001611,0.078947,0.038462,0.005650,0.000000,0.011364,0.000000,0.000000,0.050360,0.333300,0.000000,0.275510,0.956522,0.636364,0.500000,1
0.024518,0.001931,0.000000,0.000000,0.116000,0.003469,0.078947,0.134615,0.014124,0.054054,0.034091,0.000000,0.057143,0.024307,0.615400,0.498957,0.646939,1.000000,0.818182,0.500000,1
0.214230,0.000000,0.000000,1.000000,0.000000,0.004089,0.013158,0.019231,0.005650,0.027027,0.034091,0.000000,0.028571,0.159391,0.750000,0.000000,0.638776,0.739130,0.000000,1.000000,1
0.070660,0.033018,0.000000,0.000000,0.086550,0.004337,0.000000,0.000000,0.000000,0.027027,0.193182,0.090909,0.171429,0.063770,1.000000,0.366006,0.671429,0.565217,0.000000,0.500000,1
0.029574,0.019405,0.005498,0.000000,0.160398,0.001859,0.078947,0.076923,0.005650,0.054054,0.204545,0.000000,0.371429,0.059091,0.853700,0.498957,0.387755,0.826087,0.636364,0.500000,0
0.135278,0.003572,0.000000,0.000000,0.054054,0.003098,0.105263,0.038462,0.163842,0.027027,0.034091,0.000000,0.000000,0.093781,0.538500,0.018248,0.651020,0.913043,0.727273,1.000000,0
0.074207,0.000579,0.000000,0.000000,0.360000,0.003098,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.000000,0.037135,1.000000,0.057351,0.610204,0.739130,0.272727,1.000000,1
0.030512,0.027225,0.000000,0.000000,0.035177,0.001982,0.000000,0.000000,0.000000,0.054054,0.136364,0.000000,0.171429,0.029848,1.000000,0.070386,0.481633,0.000000,0.727273,0.500000,0
0.005760,0.002896,0.000000,0.000000,0.117333,0.002726,0.171053,0.076923,0.005650,0.054054,0.056818,0.090909,0.142857,0.003702,0.764700,0.043274,0.644898,0.130435,0.000000,1.000000,0
0.031462,0.017474,0.000000,0.000000,0.072044,0.001735,0.000000,0.000000,0.000000,0.000000,0.045455,0.090909,0.085714,0.054155,1.000000,0.215850,0.700000,0.956522,0.454545,1.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.173832,0.000000,0.000000,0.000000,0.027027,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.355102,0.304348,0.636364,0.500000,0
0.017188,0.027901,0.000000,0.000000,0.054533,0.001239,0.013158,0.019231,0.002825,0.027027,0.159091,0.090909,0.371429,0.017252,0.941200,0.111575,0.669388,0.739130,0.545455,1.000000,0
0.023914,0.007144,0.000000,0.000000,0.054054,0.001611,0.000000,0.000000,0.000000,0.000000,0.022727,0.000000,0.028571,0.017415,1.000000,0.068300,0.659184,0.956522,0.272727,1.000000,1
0.050572,0.000000,0.000000,0.000000,0.000000,0.006319,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.000000,0.025308,1.000000,0.000000,0.702041,0.869565,0.636364,1.000000,1
0.032242,0.000000,0.000000,0.000000,0.000000,0.026019,0.092105,0.038462,0.022599,0.027027,0.011364,0.000000,0.028571,0.016135,0.892900,0.000000,0.326531,0.565217,0.181818,1.000000,1
0.013104,0.000579,0.006228,0.000000,0.333333,0.000000,0.013158,0.019231,0.005650,0.000000,0.034091,0.000000,0.085714,0.006985,0.666700,0.770073,0.483673,0.173913,0.636364,0.500000,0
0.009010,0.001931,0.000000,0.000000,0.360000,0.001363,0.013158,0.019231,0.000000,0.000000,0.034091,0.090909,0.085714,0.006333,0.750000,0.069864,0.542857,0.782609,0.727273,1.000000,1
0.059164,0.000000,0.000000,0.000000,0.000000,0.007682,0.105263,0.019231,0.079096,0.027027,0.034091,0.000000,0.000000,0.032246,0.500000,0.000000,0.293878,0.217391,0.727273,0.500000,0
0.099107,0.006662,0.000000,0.000000,0.160000,0.001239,0.144737,0.096154,0.008475,0.243243,0.227273,0.000000,0.085714,0.102489,0.976700,0.499479,0.436735,0.086957,0.727273,0.500000,0
0.033010,0.052771,0.000000,0.000000,0.073911,0.002850,0.000000,0.000000,0.000000,0.000000,0.215909,0.090909,0.428571,0.088263,1.000000,0.350886,0.526531,0.869565,0.000000,1.000000,1
0.088423,0.008689,0.000000,1.000000,0.124444,0.002726,0.078947,0.019231,0.064972,0.054054,0.079545,0.000000,0.057143,0.080976,0.920000,0.133472,0.622449,0.521739,0.636364,0.500000,0
0.089402,0.002703,0.000000,1.000000,0.214286,0.004584,0.223684,0.038462,0.000000,0.000000,0.056818,0.090909,0.057143,0.156667,0.777800,0.419187,0.675510,0.652174,0.454545,0.500000,0
0.012585,0.000965,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022727,0.090909,0.057143,0.011199,1.000000,0.417101,0.644898,0.173913,0.818182,1.000000,1
0.036586,0.004576,0.001456,0.000000,0.231224,0.004213,0.013158,0.134615,0.011299,0.027027,0.090909,0.000000,0.142857,0.062071,0.769200,0.417101,0.448980,0.913043,0.818182,0.500000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.393012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.675510,0.086957,0.181818,1.000000,1
0.035219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034091,0.000000,0.028571,0.026286,1.000000,0.000000,0.614286,0.130435,0.818182,0.500000,0
0.017323,0.001931,0.000000,0.000000,0.184000,0.004337,0.000000,0.000000,0.000000,0.000000,0.034091,0.000000,0.057143,0.017695,1.000000,0.519812,0.616327,0.956522,0.818182,0.500000,0
0.036661,0.003089,0.000000,0.000000,0.000000,0.004089,0.000000,0.000000,0.000000,0.297297,0.011364,0.000000,0.000000,0.018346,1.000000,0.000000,0.673469,0.956522,0.636364,1.000000,1
0.017214,0.005600,0.000000,0.000000,0.153103,0.001982,0.000000,0.000000,0.000000,0.081081,0.045455,0.272727,0.085714,0.030709,1.000000,0.245047,0.479592,0.913043,0.545455,0.500000,0
0.055067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.113636,0.000000,0.085714,0.041303,1.000000,0.000000,0.687755,0.782609,0.454545,1.000000,0
0.073683,0.001931,0.000000,0.000000,0.100000,0.002974,0.013158,0.000000,0.000000,0.135135,0.136364,0.363636,0.114286,0.068380,0.947400,0.127216,0.620408,0.782609,0.727273,1.000000,0
0.034196,0.002993,0.000000,0.000000,0.090323,0.003717,0.013158,0.000000,0.000000,0.027027,0.022727,0.000000,0.028571,0.022374,0.833300,0.274765,0.622449,0.956522,0.454545,1.000000,0
0.154567,0.000000,0.000000,0.000000,0.000000,0.009912,0.184211,0.057692,0.132768,0.243243,0.170455,0.000000,0.000000,0.145841,0.513500,0.000000,0.412245,0.956522,0.727273,0.500000,0
0.102804,0.000483,0.000000,0.000000,0.000000,0.002478,0.013158,0.038462,0.008475,0.108108,0.034091,0.000000,0.000000,0.113664,0.888900,0.000000,0.608163,0.869565,0.636364,1.000000,0
0.032939,0.000386,0.000000,0.000000,0.400000,0.002106,0.000000,0.000000,0.025424,0.000000,0.068182,0.000000,0.142857,0.056087,0.833300,0.106882,0.655102,0.130435,0.454545,1.000000,0
0.062983,0.004827,0.000000,0.000000,0.080000,0.001735,0.000000,0.115385,0.000000,0.027027,0.227273,0.000000,0.057143,0.052409,0.714300,0.229406,0.522449,0.869565,0.181818,1.000000,1
0.009975,0.000386,0.000000,0.000000,0.400000,0.004956,0.000000,0.000000,0.000000,0.000000,0.056818,0.181818,0.142857,0.009732,1.000000,0.070386,0.710204,0.608696,0.727273,1.000000,0
0.040663,0.000000,0.000000,0.000000,0.000000,0.005576,0.026316,0.019231,0.008475,0.054054,0.011364,0.000000,0.000000,0.020349,0.900000,0.000000,0.597959,0.826087,0.272727,1.000000,0
0.004141,0.009654,0.000000,0.000000,0.020000,0.001115,0.000000,0.000000,0.000000,0.081081,0.011364,0.090909,0.028571,0.002072,1.000000,0.024505,0.600000,0.304348,0.818182,1.000000,0
0.096740,0.019695,0.000000,1.000000,0.038431,0.002602,0.052632,0.038462,0.093220,0.297297,0.068182,0.000000,0.028571,0.088263,0.945900,0.099583,0.608163,0.086957,0.000000,1.000000,1
0.040453,0.000000,0.000000,1.000000,0.000000,0.003345,0.000000,0.000000,0.000000,0.000000,0.022727,0.000000,0.028571,0.034551,1.000000,0.000000,0.693878,0.695652,0.636364,1.000000,1
0.178887,0.003862,0.000000,0.000000,0.090000,0.003841,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.000000,0.089521,1.000000,0.521376,0.665306,0.086957,0.000000,1.000000,1
0.108240,0.006179,0.000000,0.000000,0.077500,0.001735,0.000000,0.000000,0.000000,0.000000,0.022727,0.000000,0.028571,0.104421,1.000000,0.125652,0.685714,0.304348,0.818182,0.500000,0
0.072408,0.005310,0.000000,1.000000,0.036364,0.001859,0.000000,0.000000,0.000000,0.081081,0.034091,0.000000,0.028571,0.060301,1.000000,0.016163,0.657143,1.000000,0.818182,0.500000,1
0.169313,0.052134,0.000000,1.000000,0.057481,0.001859,0.013158,0.096154,0.033898,0.000000,0.102273,0.000000,0.057143,0.144188,0.769200,0.355579,0.604082,0.695652,0.272727,1.000000,1
0.102622,0.000579,0.050106,0.000000,0.333333,0.002974,0.039474,0.269231,0.364407,0.324324,0.045455,0.090909,0.057143,0.101907,0.684200,0.521376,0.340816,0.913043,0.636364,0.500000,0
0.019447,0.000579,0.000000,0.000000,0.000000,0.004708,0.000000,0.000000,0.000000,0.027027,0.022727,0.090909,0.028571,0.017974,1.000000,0.000000,0.610204,0.608696,0.818182,1.000000,0
0.049585,0.014868,0.000000,0.000000,0.045714,0.003098,0.000000,0.000000,0.000000,0.000000,0.102273,0.000000,0.057143,0.040698,1.000000,0.094369,0.673469,0.695652,0.454545,1.000000,1
0.023099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045455,0.000000,0.114286,0.015576,1.000000,0.000000,0.536735,0.739130,0.545455,0.500000,1
0.001535,0.000000,0.000000,0.000000,0.000000,0.004089,0.000000,0.000000,0.000000,0.000000,0.011364,0.090909,0.028571,0.000768,1.000000,0.000000,0.622449,0.652174,0.636364,0.500000,0
0.158114,0.000965,0.000000,1.000000,0.000000,0.004956,0.092105,0.000000,0.000000,0.000000,0.022727,0.000000,0.000000,0.080766,0.666700,0.000000,0.630612,0.652174,0.000000,1.000000,1
0.019457,0.000386,0.000000,0.000000,0.500000,0.004956,0.000000,0.000000,0.000000,0.081081,0.056818,0.000000,0.142857,0.016111,1.000000,0.406674,0.628571,0.652174,0.818182,1.000000,1
0.039174,0.001352,0.003261,0.000000,0.142857,0.003717,0.236842,0.096154,0.059322,0.081081,0.022727,0.000000,0.028571,0.028637,0.666700,0.509385,0.202041,0.782609,0.636364,0.500000,0
0.001954,0.000965,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011364,0.090909,0.028571,0.000978,1.000000,0.224192,0.663265,0.130435,0.727273,0.500000,1
0.002791,0.000386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011364,0.090909,0.028571,0.001397,1.000000,0.000000,0.675510,0.565217,0.818182,1.000000,0
0.044552,0.001159,0.000442,0.000000,0.513333,0.006938,0.000000,0.000000,0.084746,0.054054,0.113636,0.000000,0.114286,0.041745,0.500000,0.599583,0.324490,0.652174,0.636364,0.500000,0
0.009365,0.007241,0.000000,0.000000,0.109867,0.000620,0.000000,0.000000,0.000000,0.054054,0.113636,0.181818,0.285714,0.006100,1.000000,0.113139,0.567347,0.913043,0.727273,0.500000,0
0.022107,0.006430,0.000000,0.000000,0.163363,0.001239,0.000000,0.000000,0.000000,0.027027,0.068182,0.000000,0.171429,0.013061,1.000000,0.343587,0.487755,0.565217,0.636364,0.500000,0
0.047230,0.002800,0.000000,0.000000,0.217931,0.002106,0.000000,0.000000,0.028249,0.081081,0.068182,0.181818,0.114286,0.073037,0.944400,0.247132,0.675510,0.130435,0.909091,0.500000,0
0.045222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.000000,0.022630,1.000000,0.000000,0.608163,0.826087,0.636364,1.000000,1
0.164569,0.019309,0.000000,0.000000,0.000000,0.003717,0.000000,0.000000,0.000000,0.000000,0.045455,0.000000,0.000000,0.096738,1.000000,0.000000,0.714286,0.695652,0.909091,0.500000,1
0.124314,0.022012,0.000000,0.000000,0.031930,0.002230,0.065789,0.038462,0.053672,0.054054,0.034091,0.090909,0.028571,0.166608,0.692300,0.132430,0.328571,0.347826,0.818182,0.500000,0
0.014376,0.000579,0.000000,0.000000,0.000000,0.007062,0.013158,0.000000,0.000000,0.000000,0.034091,0.000000,0.085714,0.011152,0.750000,0.000000,0.618367,0.695652,0.363636,1.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.440218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.651020,0.043478,0.454545,1.000000,1
0.032823,0.000000,0.000000,1.000000,0.000000,0.049932,0.000000,0.000000,0.000000,0.000000,0.090909,0.090909,0.114286,0.033806,1.000000,0.000000,0.681633,0.739130,0.636364,0.500000,1
0.133045,0.005020,0.000000,0.000000,0.000000,0.067402,0.013158,0.000000,0.000000,0.162162,0.034091,0.090909,0.028571,0.127750,0.947400,0.000000,0.683673,0.956522,0.181818,1.000000,0
0.017377,0.003669,0.000000,0.000000,0.000000,0.004089,0.000000,0.038462,0.000000,0.027027,0.068182,0.181818,0.171429,0.015716,0.888900,0.000000,0.700000,0.130435,0.818182,1.000000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.132202,0.000000,0.000000,0.000000,0.108108,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.310204,0.913043,0.545455,0.500000,0
0.038439,0.014288,0.000000,0.000000,0.100000,0.003221,0.000000,0.000000,0.000000,0.000000,0.056818,0.000000,0.085714,0.042979,1.000000,0.430657,0.657143,0.434783,0.818182,1.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027027,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.432653,0.652174,0.636364,0.500000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.103705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.700000,1.000000,0.636364,1.000000,1
0.022623,0.013130,0.000000,0.000000,0.191765,0.001735,0.000000,0.000000,0.000000,0.000000,0.045455,0.000000,0.085714,0.020209,1.000000,0.155892,0.553061,0.000000,0.545455,0.500000,1
0.071637,0.084283,0.000000,0.000000,0.085498,0.000991,0.013158,0.000000,0.000000,0.000000,0.340909,0.090909,0.314286,0.095481,0.981500,0.307612,0.502041,0.173913,0.727273,0.500000,0
0.024705,0.002414,0.000000,0.000000,0.096000,0.004832,0.013158,0.019231,0.000000,0.000000,0.022727,0.000000,0.057143,0.016763,0.800000,0.497914,0.626531,0.347826,0.000000,0.500000,1
0.031427,0.002896,0.000000,0.000000,0.066667,0.004337,0.000000,0.000000,0.000000,0.000000,0.045455,0.090909,0.085714,0.055715,1.000000,0.099583,0.612245,0.782609,0.454545,1.000000,0
0.208105,0.012937,0.000000,0.000000,0.036418,0.005947,0.000000,0.000000,0.045198,0.108108,0.022727,0.000000,0.000000,0.178110,0.900000,0.004692,0.614286,0.826087,0.636364,1.000000,1
0.132913,0.000000,0.000000,0.000000,0.000000,0.001982,0.000000,0.000000,0.011299,0.027027,0.136364,0.000000,0.028571,0.088729,0.916700,0.000000,0.693878,1.000000,0.909091,0.500000,1
0.029087,0.006372,0.000000,0.000000,0.087273,0.000867,0.000000,0.000000,0.000000,0.000000,0.056818,0.000000,0.085714,0.021210,1.000000,0.390511,0.655102,0.130435,0.090909,1.000000,0
0.059377,0.005793,0.000000,0.000000,0.144000,0.002602,0.000000,0.000000,0.000000,0.000000,0.045455,0.000000,0.000000,0.059836,1.000000,0.491137,0.685714,1.000000,0.636364,1.000000,1
0.029481,0.046341,0.000000,0.000000,0.013667,0.004337,0.000000,0.000000,0.000000,0.000000,0.034091,0.000000,0.057143,0.021280,1.000000,0.079771,0.685714,0.217391,0.818182,0.500000,0
0.004466,0.001931,0.000000,0.000000,0.100000,0.001982,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.028571,0.002235,1.000000,0.277894,0.646939,0.478261,0.363636,1.000000,0
0.035679,0.019116,0.000000,0.000000,0.106263,0.003345,0.013158,0.000000,0.000000,0.027027,0.181818,0.090909,0.285714,0.067705,0.950000,0.198123,0.655102,0.956522,0.363636,0.500000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.172316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.438776,0.130435,0.727273,0.500000,1
0.055976,0.022302,0.000000,0.000000,0.051602,0.001982,0.013158,0.000000,0.000000,0.000000,0.079545,0.000000,0.142857,0.115900,0.888900,0.181960,0.622449,0.347826,0.636364,1.000000,0
0.014311,0.009847,0.000000,0.000000,0.061961,0.003345,0.000000,0.000000,0.000000,0.000000,0.056818,0.000000,0.142857,0.012200,1.000000,0.180396,0.791837,0.130435,0.909091,0.500000,1
0.010794,0.001931,0.000000,0.000000,0.040000,0.003345,0.000000,0.019231,0.025424,0.000000,0.011364,0.000000,0.028571,0.005402,0.800000,0.005214,0.714286,0.739130,0.545455,1.000000,1
