f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,y
0.047676,0.026936,0.000000,0.000000,0.037563,0.005328,0.000000,0.000000,0.000000,0.000000,0.045455,0.000000,0.057143,0.059510,1.000000,0.150678,0.848980,0.782609,0.727273,0.500000,1
0.043239,0.019289,0.000000,0.000000,0.172172,0.001735,0.013158,0.000000,0.000000,0.000000,0.090909,0.000000,0.142857,0.046867,0.909100,0.386861,0.532653,0.347826,0.636364,0.500000,1
0.006083,0.000386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045455,0.181818,0.114286,0.006170,1.000000,0.000000,0.706122,0.956522,0.909091,0.500000,1
0.001489,0.000386,0.000000,0.000000,0.500000,0.000496,0.000000,0.000000,0.000000,0.000000,0.011364,0.090909,0.028571,0.000745,1.000000,0.075600,0.697959,0.695652,0.272727,1.000000,0
0.021718,0.006951,0.000000,0.000000,0.116667,0.002974,0.000000,0.000000,0.000000,0.027027,0.056818,0.272727,0.114286,0.048683,1.000000,0.436913,0.608163,0.043478,0.727273,0.500000,0
0.033312,0.001352,0.000000,0.000000,0.114286,0.002230,0.052632,0.000000,0.000000,0.000000,0.011364,0.000000,0.028571,0.016670,0.000000,0.253389,0.689796,0.739130,0.090909,1.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.167389,0.000000,0.019231,0.070621,0.054054,0.000000,0.000000,0.000000,0.000000,0.850000,0.000000,0.451020,0.478261,1.000000,0.500000,1
0.035876,0.060726,0.000000,0.000000,0.073895,0.000991,0.026316,0.076923,0.064972,0.108108,0.090909,0.090909,0.057143,0.028963,0.750000,0.255996,0.540816,0.608696,0.818182,0.500000,0
0.109193,0.000000,0.000000,1.000000,0.000000,0.004584,0.171053,0.057692,0.002825,0.027027,0.045455,0.000000,0.028571,0.096738,0.750000,0.000000,0.428571,0.217391,0.545455,1.000000,1
0.013073,0.000965,0.000000,0.000000,0.000000,0.400942,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.028571,0.006542,1.000000,0.000000,0.671429,0.913043,1.000000,0.000000,0
0.070531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.000000,0.035296,1.000000,0.000000,0.610204,0.173913,0.363636,1.000000,0
0.072121,0.008322,0.000000,0.000000,0.023202,0.002106,0.078947,0.038462,0.002825,0.000000,0.068182,0.000000,0.028571,0.084236,0.705900,0.099062,0.651020,0.739130,0.636364,0.500000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.157477,0.000000,0.000000,0.000000,0.054054,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.495918,0.869565,0.636364,0.500000,0
0.135666,0.000193,0.000000,0.000000,0.000000,0.053029,0.315789,0.096154,0.036723,0.027027,0.011364,0.000000,0.000000,0.067891,0.631600,0.000000,0.469388,0.130435,0.727273,0.500000,1
0.005234,0.001545,0.000000,0.000000,0.300000,0.002230,0.000000,0.000000,0.000000,0.000000,0.045455,0.090909,0.114286,0.003562,1.000000,0.349322,0.477551,0.130435,0.727273,0.500000,0
0.059249,0.000000,0.000000,0.000000,0.000000,0.001239,0.000000,0.000000,0.124294,0.000000,0.022727,0.000000,0.000000,0.039231,1.000000,0.000000,0.663265,0.260870,1.000000,0.500000,0
0.042686,0.000000,0.000000,0.000000,0.000000,0.004956,0.000000,0.000000,0.000000,0.000000,0.022727,0.000000,0.000000,0.023841,1.000000,0.000000,0.673469,1.000000,0.909091,0.500000,1
0.081313,0.002703,0.000000,1.000000,0.071429,0.002230,0.065789,0.000000,0.000000,0.054054,0.045455,0.000000,0.028571,0.104375,0.800000,0.193952,0.634694,0.130435,0.818182,1.000000,1
0.003815,0.000000,0.000000,0.000000,0.000000,0.006815,0.000000,0.000000,0.000000,0.000000,0.011364,0.090909,0.028571,0.001909,1.000000,0.000000,0.673469,1.000000,0.363636,1.000000,0
0.013823,0.005889,0.002851,0.000000,0.384262,0.009788,0.065789,0.038462,0.000000,0.135135,0.102273,0.090909,0.257143,0.010198,0.821400,0.662669,0.253061,0.260870,0.363636,0.500000,0
0.006095,0.000000,0.000000,0.000000,0.000000,0.005823,0.000000,0.000000,0.000000,0.027027,0.011364,0.000000,0.028571,0.003050,1.000000,0.000000,0.385714,0.826087,0.727273,0.500000,0
0.050456,0.000000,0.000000,0.000000,0.000000,0.003965,0.197368,0.076923,0.005650,0.027027,0.045455,0.090909,0.057143,0.061163,0.800000,0.000000,0.608163,0.826087,0.272727,1.000000,1
0.019680,0.006662,0.000000,0.000000,0.114783,0.001363,0.000000,0.000000,0.000000,0.270270,0.079545,0.000000,0.171429,0.033317,1.000000,0.523462,0.377551,0.869565,0.727273,0.500000,1
0.077909,0.021915,0.000000,0.000000,0.114890,0.002354,0.065789,0.000000,0.000000,0.000000,0.079545,0.000000,0.028571,0.070965,0.785700,0.427529,0.628571,0.695652,0.909091,0.500000,1
0.007537,0.000000,0.000000,0.000000,0.000000,0.004956,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.028571,0.003772,1.000000,0.000000,0.628571,0.913043,0.545455,1.000000,1
0.005118,0.003862,0.000000,0.000000,0.150000,0.002106,0.000000,0.000000,0.000000,0.000000,0.045455,0.181818,0.114286,0.005262,1.000000,0.119395,0.602041,0.608696,0.363636,1.000000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.032090,0.000000,0.000000,0.000000,0.054054,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.267347,0.173913,0.727273,0.500000,0
0.003233,0.005406,0.000000,0.000000,0.000000,0.001363,0.000000,0.000000,0.000000,0.000000,0.022727,0.090909,0.057143,0.003003,1.000000,0.000000,0.620408,0.913043,1.000000,0.500000,1
0.037902,0.002896,0.000000,0.000000,0.160000,0.004337,0.078947,0.096154,0.000000,0.000000,0.034091,0.000000,0.028571,0.023352,0.714300,0.406674,0.602041,0.739130,0.818182,1.000000,1
0.018234,0.008813,0.000000,0.000000,0.354075,0.003221,0.000000,0.000000,0.000000,0.000000,0.136364,0.000000,0.342857,0.014808,1.000000,0.549531,0.393878,0.130435,0.727273,0.500000,0
0.164457,0.000000,0.000000,0.000000,0.000000,0.004460,0.078947,0.211538,0.079096,0.054054,0.068182,0.000000,0.000000,0.106656,0.741900,0.000000,0.548980,0.043478,0.181818,1.000000,0
0.047691,0.086503,0.000000,0.000000,0.041518,0.001115,0.000000,0.000000,0.000000,0.000000,0.170455,0.000000,0.171429,0.047356,1.000000,0.214807,0.602041,0.043478,0.818182,0.500000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.394375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.589796,0.521739,0.000000,1.000000,1
0.011026,0.002510,0.000000,0.000000,0.116923,0.001611,0.000000,0.000000,0.000000,0.000000,0.022727,0.000000,0.057143,0.008801,1.000000,0.031283,0.767347,0.086957,0.636364,1.000000,1
0.042663,0.000000,0.000000,0.000000,0.000000,0.068393,0.052632,0.038462,0.016949,0.000000,0.011364,0.000000,0.000000,0.021350,0.714300,0.000000,0.634694,0.913043,0.636364,1.000000,1
0.070613,0.100599,0.000000,0.000000,0.059040,0.002354,0.039474,0.019231,0.011299,0.027027,0.227273,0.272727,0.314286,0.194221,0.911800,0.261731,0.712245,0.956522,0.000000,1.000000,0
0.087086,0.009268,0.000000,1.000000,0.000000,0.002230,0.381579,0.019231,0.005650,0.054054,0.068182,0.000000,0.057143,0.079858,0.750000,0.000000,0.610204,0.695652,0.000000,1.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.036675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.651020,1.000000,0.636364,0.500000,1
0.089653,0.009654,0.000000,1.000000,0.043200,0.003221,0.092105,0.038462,0.005650,0.000000,0.079545,0.000000,0.114286,0.128239,0.684200,0.154327,0.628571,0.043478,0.818182,1.000000,1
0.029279,0.003918,0.000000,0.000000,0.128142,0.002106,0.000000,0.000000,0.000000,0.108108,0.034091,0.000000,0.057143,0.018207,1.000000,0.112617,0.704082,1.000000,0.363636,1.000000,0
0.060836,0.000772,0.000000,1.000000,0.270000,0.002974,0.250000,0.019231,0.002825,0.081081,0.056818,0.090909,0.057143,0.057414,0.884600,0.264859,0.444898,0.260870,0.818182,0.500000,0
0.005583,0.000386,0.000000,0.000000,0.000000,0.003593,0.013158,0.000000,0.000000,0.054054,0.011364,0.000000,0.028571,0.002794,0.800000,0.000000,0.626531,0.913043,0.454545,1.000000,1
0.065792,0.003476,0.000000,0.000000,0.226667,0.001859,0.026316,0.230769,0.059322,0.000000,0.090909,0.000000,0.028571,0.083071,0.750000,0.357664,0.626531,0.000000,0.636364,0.500000,1
0.026953,0.006275,0.000000,0.000000,0.084923,0.002726,0.013158,0.019231,0.000000,0.000000,0.034091,0.000000,0.057143,0.017252,0.750000,0.442127,0.640816,0.695652,1.000000,0.500000,1
0.016935,0.004344,0.000000,0.000000,0.183111,0.002230,0.000000,0.000000,0.000000,0.000000,0.034091,0.000000,0.085714,0.008777,1.000000,0.526069,0.383673,0.217391,1.000000,0.500000,0
0.006560,0.001931,0.000000,0.000000,0.088000,0.003221,0.000000,0.000000,0.039548,0.000000,0.011364,0.000000,0.028571,0.003283,1.000000,0.556830,0.385714,0.434783,0.727273,0.500000,0
0.008253,0.006855,0.000000,0.000000,0.050704,0.001735,0.000000,0.000000,0.000000,0.000000,0.056818,0.090909,0.142857,0.008405,1.000000,0.067779,0.659184,0.956522,0.272727,1.000000,1
0.049766,0.000965,0.000000,0.000000,0.200000,0.001363,0.052632,0.000000,0.000000,0.027027,0.034091,0.000000,0.028571,0.041186,0.750000,0.411887,0.604082,0.782609,0.181818,1.000000,1
0.000744,0.000965,0.000000,0.000000,0.272000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011364,0.090909,0.028571,0.000373,1.000000,0.491137,0.438776,0.217391,0.545455,0.500000,0
0.014151,0.002703,0.000000,1.000000,0.402857,0.001487,0.000000,0.000000,0.000000,0.027027,0.068182,0.181818,0.142857,0.019697,1.000000,0.471324,0.522449,0.521739,0.727273,0.500000,1
0.021048,0.015833,0.000000,0.000000,0.067317,0.003098,0.000000,0.000000,0.000000,0.000000,0.056818,0.090909,0.114286,0.020395,1.000000,0.195516,0.591837,0.043478,0.000000,1.000000,1
0.007134,0.000000,0.000000,0.000000,0.000000,0.006319,0.026316,0.019231,0.000000,0.000000,0.034091,0.000000,0.085714,0.004750,0.800000,0.000000,0.600000,0.130435,0.636364,0.500000,0
0.289057,0.000000,0.000000,1.000000,0.000000,0.006071,0.092105,0.076923,0.011299,0.000000,0.011364,0.000000,0.000000,0.144653,0.500000,0.000000,0.685714,0.913043,0.090909,1.000000,1
0.051549,0.003862,0.000000,0.000000,0.134000,0.011894,0.000000,0.000000,0.000000,0.000000,0.056818,0.000000,0.028571,0.034062,1.000000,0.563087,0.600000,0.130435,0.818182,0.500000,0
0.070206,0.004827,0.000000,0.000000,0.000000,0.004213,0.000000,0.000000,0.000000,0.027027,0.022727,0.000000,0.028571,0.066518,1.000000,0.000000,0.675510,0.956522,0.818182,1.000000,0
0.131148,0.000000,0.000000,0.000000,0.000000,0.001735,0.092105,0.211538,0.090395,0.000000,0.102273,0.000000,0.028571,0.084096,0.388900,0.000000,0.659184,0.826087,0.545455,1.000000,1
0.010220,0.002029,0.000000,1.000000,0.102759,0.003469,0.013158,0.019231,0.008475,0.000000,0.034091,0.090909,0.085714,0.008451,0.750000,0.052659,0.634694,0.130435,0.818182,0.500000,1
0.093445,0.020853,0.000000,0.000000,0.014074,0.002106,0.065789,0.076923,0.028249,0.027027,0.045455,0.000000,0.028571,0.059975,0.666700,0.003128,0.612245,0.956522,0.545455,1.000000,1
0.069694,0.001257,0.000000,0.000000,0.153610,0.002478,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.000000,0.034877,1.000000,0.061001,0.661224,0.913043,0.454545,1.000000,1
0.003936,0.000965,0.000000,0.000000,0.360000,0.003098,0.000000,0.000000,0.000000,0.000000,0.056818,0.363636,0.142857,0.005658,1.000000,0.296142,0.563265,0.913043,0.818182,1.000000,0
0.016888,0.005793,0.000000,0.000000,0.066667,0.003345,0.000000,0.000000,0.000000,0.081081,0.022727,0.000000,0.057143,0.009383,1.000000,0.056309,0.402041,0.086957,0.000000,0.500000,1
0.020820,0.003862,0.000000,0.000000,0.050000,0.004460,0.000000,0.000000,0.000000,0.000000,0.022727,0.000000,0.057143,0.011455,1.000000,0.133994,0.655102,0.304348,0.363636,1.000000,1
0.025627,0.000000,0.000000,0.000000,0.000000,0.002230,0.000000,0.000000,0.000000,0.000000,0.068182,0.000000,0.114286,0.023352,1.000000,0.000000,0.632653,0.130435,0.454545,1.000000,0
0.260476,0.021819,0.000000,1.000000,0.036106,0.001239,0.328947,0.288462,0.053672,0.000000,0.068182,0.000000,0.000000,0.298177,0.736800,0.043796,0.695918,0.173913,0.727273,1.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.304299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.826531,0.652174,0.363636,0.500000,0
0.020895,0.006082,0.000000,0.000000,0.138413,0.001735,0.078947,0.000000,0.000000,0.000000,0.102273,0.272727,0.171429,0.023958,0.806500,0.298749,0.663265,0.956522,0.363636,1.000000,1
0.152182,0.066615,0.000000,0.000000,0.000000,0.000991,0.026316,0.000000,0.000000,0.000000,0.022727,0.000000,0.000000,0.132989,0.666700,0.000000,0.648980,0.739130,0.818182,0.500000,1
0.035289,0.001159,0.000000,0.000000,0.166667,0.002230,0.000000,0.000000,0.000000,0.027027,0.113636,0.000000,0.142857,0.028521,1.000000,0.064129,0.659184,0.043478,0.545455,1.000000,1
0.039639,0.000000,0.000000,0.000000,0.000000,0.008921,0.000000,0.000000,0.000000,0.000000,0.022727,0.000000,0.028571,0.023585,1.000000,0.000000,0.644898,0.652174,0.818182,1.000000,1
0.017098,0.000579,0.000000,0.000000,0.000000,0.004708,0.000000,0.000000,0.000000,0.000000,0.045455,0.090909,0.114286,0.015157,1.000000,0.000000,0.673469,0.652174,0.636364,0.500000,0
0.047001,0.002124,0.000145,0.000000,0.250909,0.003717,0.026316,0.000000,0.000000,0.000000,0.045455,0.090909,0.085714,0.079160,0.750000,0.320646,0.418367,0.956522,0.818182,1.000000,0
0.018510,0.003476,0.000000,0.000000,0.188889,0.002602,0.263158,0.000000,0.000000,0.027027,0.079545,0.090909,0.171429,0.030290,0.941200,0.391032,0.616327,0.608696,0.272727,1.000000,0
0.012329,0.000965,0.000000,0.000000,0.200000,0.004832,0.000000,0.000000,0.000000,0.027027,0.011364,0.000000,0.028571,0.006170,1.000000,0.135558,0.679592,0.739130,0.454545,1.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.240367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.642857,0.956522,0.818182,1.000000,1
0.034358,0.002896,0.000000,0.000000,0.157333,0.005576,0.013158,0.000000,0.000000,0.027027,0.045455,0.000000,0.028571,0.031897,0.944400,0.204901,0.653061,0.956522,0.272727,1.000000,0
0.088658,0.005600,0.000000,0.000000,0.048276,0.000743,0.000000,0.000000,0.056497,0.000000,0.090909,0.181818,0.085714,0.071942,0.545500,0.013556,0.616327,0.130435,0.181818,1.000000,1
0.008681,0.006662,0.000000,0.000000,0.077681,0.001363,0.000000,0.000000,0.000000,0.000000,0.056818,0.181818,0.142857,0.009639,1.000000,0.190824,0.665306,0.434783,0.545455,1.000000,1
0.019377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022727,0.000000,0.057143,0.009709,1.000000,0.000000,0.620408,0.652174,0.818182,0.500000,1
0.145343,0.032632,0.000000,0.000000,0.026509,0.001735,0.000000,0.230769,0.302260,0.297297,0.045455,0.090909,0.028571,0.176806,0.692300,0.168926,0.610204,0.695652,0.636364,1.000000,0
0.014725,0.005793,0.000000,0.000000,0.053333,0.003098,0.000000,0.000000,0.000000,0.270270,0.068182,0.090909,0.171429,0.016740,1.000000,0.038060,0.618367,0.434783,0.363636,0.500000,0
0.004583,0.002703,0.000000,0.000000,0.142857,0.003717,0.000000,0.000000,0.000000,0.000000,0.022727,0.090909,0.057143,0.003166,1.000000,0.448384,0.579592,0.130435,0.636364,0.500000,1
0.080664,0.000000,0.000000,0.000000,0.000000,0.004337,0.000000,0.000000,0.000000,0.000000,0.056818,0.000000,0.000000,0.057601,1.000000,0.000000,0.695918,1.000000,0.454545,1.000000,1
0.100708,0.092103,0.000000,0.000000,0.063648,0.001115,0.013158,0.000000,0.000000,0.000000,0.090909,0.181818,0.085714,0.164210,0.888900,0.436913,0.634694,0.000000,0.363636,1.000000,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.201586,0.000000,0.000000,0.000000,0.027027,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.620408,0.260870,0.909091,0.500000,0
0.072660,0.000965,0.021189,0.000000,0.200000,0.004089,0.131579,0.038462,0.067797,0.027027,0.090909,0.000000,0.085714,0.065377,0.642900,0.207508,0.340816,0.086957,0.636364,0.500000,1
0.004094,0.000000,0.000000,0.000000,0.000000,0.007186,0.000000,0.000000,0.000000,0.000000,0.011364,0.090909,0.028571,0.002049,1.000000,0.000000,0.581633,0.173913,0.636364,0.500000,1
0.161185,0.030894,0.000000,0.000000,0.018000,0.002850,0.394737,0.038462,0.008475,0.027027,0.045455,0.000000,0.028571,0.179134,0.777800,0.084463,0.591837,0.391304,0.727273,0.500000,0
0.019195,0.001159,0.000000,1.000000,0.240000,0.001611,0.078947,0.076923,0.025424,0.000000,0.079545,0.181818,0.171429,0.019534,0.705900,0.116267,0.606122,0.782609,0.454545,1.000000,1
0.050662,0.000000,0.000000,0.000000,0.000000,0.002726,0.000000,0.000000,0.000000,0.000000,0.170455,0.090909,0.114286,0.041675,1.000000,0.000000,0.683673,0.565217,0.545455,1.000000,1
0.024658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.028571,0.012340,1.000000,0.000000,0.648980,0.086957,0.272727,1.000000,0
0.056178,0.000000,0.000000,0.000000,0.000000,0.005080,0.368421,0.000000,0.000000,0.054054,0.022727,0.000000,0.000000,0.028870,0.666700,0.000000,0.273469,0.826087,0.636364,0.500000,0
0.023934,0.000386,0.000000,0.000000,0.500000,0.001982,0.263158,0.019231,0.000000,0.000000,0.102273,0.181818,0.142857,0.026309,0.888900,0.417101,0.508163,0.521739,0.727273,1.000000,0
0.007937,0.005406,0.000000,0.000000,0.071429,0.002850,0.000000,0.000000,0.000000,0.000000,0.056818,0.090909,0.142857,0.006077,1.000000,0.127737,0.677551,0.739130,0.363636,1.000000,0
0.058656,0.017764,0.000000,0.000000,0.081739,0.003221,0.000000,0.000000,0.000000,0.054054,0.045455,0.000000,0.085714,0.086308,1.000000,0.484880,0.459184,0.000000,0.363636,1.000000,0
0.052347,0.013226,0.000000,0.000000,0.103358,0.003469,0.000000,0.019231,0.019774,0.027027,0.079545,0.272727,0.114286,0.093548,0.933300,0.359750,0.618367,0.000000,0.000000,0.500000,0
0.090041,0.000000,0.000000,1.000000,0.000000,0.002850,0.065789,0.019231,0.002825,0.216216,0.034091,0.090909,0.028571,0.089032,0.928600,0.000000,0.651020,0.956522,0.545455,0.500000,0
0.144291,0.006565,0.000000,0.000000,0.041176,0.002478,0.131579,0.076923,0.005650,0.000000,0.056818,0.000000,0.000000,0.190636,0.611100,0.152763,0.702041,0.956522,0.545455,0.500000,1
0.144421,0.091330,0.000000,1.000000,0.090655,0.001611,0.013158,0.000000,0.000000,0.000000,0.125000,0.000000,0.028571,0.116272,0.941200,0.462982,0.614286,0.347826,0.909091,0.500000,0
0.023495,0.000000,0.000000,1.000000,0.000000,0.003841,0.000000,0.000000,0.000000,0.027027,0.022727,0.000000,0.028571,0.019278,1.000000,0.000000,0.638776,0.478261,0.000000,1.000000,1
0.198102,0.000000,0.000000,0.000000,0.000000,0.002230,0.000000,0.000000,0.000000,0.054054,0.045455,0.000000,0.000000,0.110871,1.000000,0.000000,0.606122,0.913043,0.909091,0.500000,1
0.048532,0.005213,0.000000,1.000000,0.124444,0.004089,0.013158,0.019231,0.050847,0.054054,0.079545,0.000000,0.085714,0.041745,0.909100,0.157977,0.610204,0.000000,0.818182,0.500000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.076075,0.368421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.548980,0.173913,0.636364,1.000000,0
0.098832,0.045665,0.000000,0.000000,0.010148,0.001859,0.000000,0.000000,0.059322,0.000000,0.113636,0.181818,0.142857,0.139182,0.647100,0.088634,0.675510,0.130435,0.454545,1.000000,1
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027027,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.357143,0.478261,0.727273,0.500000,0
0.033060,0.002993,0.000000,0.000000,0.198710,0.003841,0.039474,0.057692,0.008475,0.000000,0.056818,0.000000,0.114286,0.042467,0.800000,0.363399,0.667347,0.826087,0.454545,1.000000,1
0.126966,0.000000,0.000000,1.000000,0.000000,0.007806,0.144737,0.000000,0.000000,0.000000,0.011364,0.000000,0.000000,0.063538,0.500000,0.000000,0.630612,0.739130,0.000000,1.000000,1
0.045811,0.002510,0.000000,0.000000,0.083077,0.002974,0.026316,0.019231,0.002825,0.000000,0.034091,0.000000,0.057143,0.046146,0.750000,0.046924,0.651020,0.652174,0.636364,1.000000,1
0.052003,0.025584,0.000000,0.000000,0.015698,0.004956,0.000000,0.000000,0.000000,0.000000,0.045455,0.272727,0.085714,0.099672,1.000000,0.037018,0.697959,0.869565,1.000000,0.000000,1
0.074067,0.077042,0.000000,0.000000,0.000000,0.013629,0.000000,0.000000,0.000000,0.000000,0.022727,0.000000,0.028571,0.059952,1.000000,0.000000,0.695918,0.913043,0.000000,0.500000,0
0.123231,0.018343,0.000000,0.000000,0.115789,0.001239,0.000000,0.000000,0.000000,0.216216,0.409091,0.000000,0.085714,0.149938,1.000000,0.411887,0.642857,0.782609,0.000000,1.000000,1
0.017644,0.007530,0.000000,0.000000,0.027692,0.003345,0.000000,0.000000,0.000000,0.000000,0.045455,0.090909,0.085714,0.023585,1.000000,0.064651,0.836735,0.652174,0.818182,1.000000,1
0.015437,0.000579,0.000000,1.000000,0.826667,0.005328,0.000000,0.000000,0.000000,0.054054,0.056818,0.000000,0.142857,0.014388,1.000000,0.472888,0.612245,0.000000,0.636364,1.000000,0
0.055075,0.024039,0.000000,0.000000,0.116627,0.002478,0.000000,0.000000,0.000000,0.000000,0.159091,0.000000,0.114286,0.048008,1.000000,0.430657,0.473469,0.521739,0.727273,1.000000,0
0.115077,0.003188,0.000000,0.000000,0.000000,0.003965,0.052632,0.653846,0.463277,0.081081,0.147727,0.000000,0.028571,0.069055,0.638900,0.000000,0.695918,0.260870,0.545455,0.500000,1
0.018028,0.004827,0.000000,0.000000,0.094400,0.002974,0.000000,0.000000,0.000000,0.000000,0.068182,0.000000,0.171429,0.015599,1.000000,0.405631,0.689796,0.652174,0.636364,1.000000,0
0.073187,0.099247,0.000000,1.000000,0.047704,0.001611,0.026316,0.000000,0.000000,0.000000,0.159091,0.090909,0.114286,0.098391,0.920000,0.209072,0.638776,0.739130,0.818182,0.500000,1
0.063739,0.001738,0.000000,0.000000,0.137778,0.001239,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.000000,0.031897,1.000000,0.525026,0.451020,0.782609,0.636364,0.500000,0
0.051084,0.000000,0.000000,0.000000,0.000000,0.004956,0.000000,0.000000,0.000000,0.000000,0.045455,0.000000,0.028571,0.033620,1.000000,0.000000,0.712245,1.000000,0.545455,0.500000,1
0.028585,0.005795,0.000000,1.000000,0.033322,0.000867,0.736842,0.076923,0.000000,0.027027,0.056818,0.000000,0.085714,0.031198,0.615400,0.070386,0.675510,0.608696,0.545455,0.500000,1
0.058702,0.000000,0.000000,0.000000,0.000000,0.078925,0.000000,0.000000,0.000000,0.027027,0.272727,0.090909,0.228571,0.061023,1.000000,0.000000,0.610204,0.260870,0.818182,1.000000,0
0.029031,0.000965,0.000000,0.000000,0.200000,0.002850,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.028571,0.014528,1.000000,0.252346,0.708163,0.739130,0.454545,1.000000,1
0.040743,0.001352,0.000000,0.000000,0.285714,0.000991,0.065789,0.192308,0.144068,0.054054,0.125000,0.181818,0.171429,0.056995,0.750000,0.415537,0.500000,0.652174,0.636364,0.500000,0
0.058357,0.003746,0.000000,0.000000,0.117526,0.004956,0.000000,0.000000,0.000000,0.000000,0.034091,0.000000,0.028571,0.050453,1.000000,0.145985,0.622449,0.521739,0.545455,0.500000,1
0.025356,0.002510,0.000000,0.000000,0.138462,0.001859,0.013158,0.000000,0.000000,0.000000,0.034091,0.000000,0.057143,0.026006,0.800000,0.092805,0.667347,0.608696,0.636364,1.000000,1
0.003908,0.001931,0.000000,0.000000,0.000000,0.004213,0.000000,0.000000,0.000000,0.000000,0.011364,0.090909,0.028571,0.001956,1.000000,0.000000,0.732653,0.956522,0.272727,1.000000,1
0.032544,0.038231,0.000000,0.000000,0.044242,0.002230,0.000000,0.000000,0.000000,0.000000,0.045455,0.000000,0.085714,0.026216,1.000000,0.224713,0.669388,0.000000,0.181818,1.000000,1
0.042685,0.024619,0.000000,0.000000,0.041098,0.003469,0.118421,0.019231,0.019774,0.351351,0.193182,0.000000,0.285714,0.059929,0.953500,0.056309,0.651020,0.913043,0.818182,0.500000,1
0.143172,0.006758,0.000179,0.000000,0.078857,0.005204,0.013158,0.000000,0.000000,0.027027,0.034091,0.000000,0.028571,0.104561,0.923100,0.183003,0.504082,0.695652,0.818182,0.500000,0
0.009910,0.001448,0.000000,0.000000,0.133333,0.000620,0.000000,0.019231,0.115819,0.000000,0.011364,0.000000,0.028571,0.004959,0.500000,0.217414,0.606122,0.000000,0.363636,0.500000,1
0.074724,0.000965,0.000000,0.000000,0.400000,0.004460,0.026316,0.000000,0.000000,0.135135,0.181818,0.090909,0.114286,0.075574,0.965500,0.320125,0.612245,0.826087,0.818182,1.000000,1
0.054850,0.081290,0.000000,1.000000,0.017862,0.002726,0.000000,0.000000,0.000000,0.000000,0.181818,0.000000,0.171429,0.049871,1.000000,0.100104,0.691837,0.043478,0.272727,1.000000,1
0.025860,0.005986,0.000000,0.000000,0.104516,0.001735,0.078947,0.019231,0.005650,0.000000,0.068182,0.000000,0.114286,0.034109,0.833300,0.117831,0.661224,0.913043,0.181818,1.000000,1
0.015105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034091,0.000000,0.085714,0.007776,1.000000,0.000000,0.616327,0.739130,0.545455,1.000000,0
0.057039,0.001352,0.000000,0.000000,0.000000,0.003098,0.013158,0.038462,0.307910,0.324324,0.034091,0.000000,0.057143,0.071407,0.628600,0.000000,0.644898,0.782609,0.000000,1.000000,1
0.086954,0.000000,0.000000,0.000000,0.000000,0.017470,0.000000,0.000000,0.000000,0.000000,0.011364,0.000000,0.000000,0.043515,1.000000,0.000000,0.679592,0.869565,0.181818,1.000000,0
0.032629,0.000000,0.000000,0.000000,0.000000,0.001239,0.013158,0.019231,0.005650,0.027027,0.034091,0.090909,0.028571,0.024237,0.857100,0.000000,0.487755,0.521739,0.727273,0.500000,0
