alpha,f1_score,f1_score_sd,accuracy,accuracy_sd,mcc,mcc_sd,precision,precision_sd,payout,payout_sd,recall,recall_sd
0.2,0.1943,0,67.7997,0,0,0,0.5332,0,0.1599,0,0.1188,0
