x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y
37800,18.02,3.56,3.56,7.58,7.58,5.38,5.38,-7.35,7.35,5393037.00,29.99,326810000,118.87,0
1243700,12.25,5.6,5.6,5.97,5.97,9.77,9.77,-20.76,20.76,5393037.00,29.99,849330000,118.87,1
474200,21.85,1.86,1.86,3.8,3.8,4.8,4.8,16.84,16.84,1722380.00,7.18,919450000,118.88,1
549200,12.58,2.61,2.61,4.83,4.83,9.2,9.2,38.24,38.24,257664.00,28.69,4520000000,118.93,0
1007500,12.79,-2.14,2.14,3.06,3.06,4.41,4.41,14.81,14.81,14934780.00,6.49,4520000000,118.93,0
3785200,26.3,5.75,5.75,8.63,8.63,13.12,13.12,27.18,27.18,5393037.00,29.99,909220000,118.93,0
1087500,30.65,1.66,1.66,9.27,9.27,9.66,9.66,32.97,32.97,5393037.00,29.99,757930000,118.95,0
924900,11.1,4.52,4.52,5.92,5.92,4.23,4.23,12.12,12.12,251247.00,0,1520000000,118.97,0
1650300,39.8,2.98,2.98,17.4,17.4,22.27,22.27,28.18,28.18,0.00,0,3880000000,118.98,0
1654900,19.07,-3.78,3.78,3.92,3.92,5.3,5.3,3.47,3.47,67820000000.00,22.84,39430000000,119.01,0
2211100,15.31,1.46,1.46,12.99,12.99,6.69,6.69,3.24,3.24,1893200.00,0,553400000,119.01,1
3293400,26.95,2.71,2.71,5.03,5.03,-7,7,1.66,1.66,853826.00,88.7,5890000000,119.03,0
305100,39.45,3.79,3.79,3.25,3.25,8.29,8.29,-10.26,10.26,123954.00,36.8,1360000000,119.08,1
171900,11.85,1.28,1.28,6.18,6.18,8.92,8.92,11.79,11.79,2056007.00,39.53,4350000000,119.1,0
3888400,14.9,22.53,22.53,28.23,28.23,25.32,25.32,33.63,33.63,5393037.00,29.99,849330000,119.1,1
168400,26.05,5.68,5.68,14.51,14.51,13.76,13.76,23.17,23.17,47034.00,36.43,249280000,119.11,0
752200,14.68,-2.2,2.2,14.96,14.96,28.88,28.88,-10.49,10.49,2038.00,87.83,117030000,119.12,1
316400,17.15,-1.44,1.44,3.94,3.94,2.08,2.08,0,0,343374.00,3.62,636870000,119.14,0
15876500,17.04,-1.45,1.45,8.6,8.6,8.33,8.33,-0.93,0.93,7243000.00,-13.51,37910000000,119.14,0
1004100,38.95,1.83,1.83,4.85,4.85,6.28,6.28,18.57,18.57,1821592.00,4.4,303980000,119.2,0
1469100,12.74,8.43,8.43,7.87,7.87,5.38,5.38,-8.21,8.21,5393037.00,29.99,2990000000,119.22,0
3197100,22.2,10.67,10.67,7.98,7.98,4.27,4.27,-3.18,3.18,109333.00,-14.83,301640000,119.23,0
1221500,19.4,2.65,2.65,5.15,5.15,9.3,9.3,12.14,12.14,5393037.00,29.99,919250000,119.26,0
1823600,26.02,1.84,1.84,5.73,5.73,4.62,4.62,7.25,7.25,5393037.00,29.99,2240000000,119.31,0
193000,25.1,-1.76,1.76,3.51,3.51,1.41,1.41,14.87,14.87,686084.00,7.07,504540000,119.31,1
675900,22.88,-2.6,2.6,3.48,3.48,-1.46,1.46,8.44,8.44,250821.00,22.73,596610000,119.33,0
1145100,10.11,1.3,1.3,6.31,6.31,6.98,6.98,11.96,11.96,16085094.00,10.11,9490000000,119.34,0
1852100,36.19,3.7,3.7,8.29,8.29,7.74,7.74,23.81,23.81,1379988.00,50.67,10600000000,119.36,0
783300,36.85,1.8,1.8,5.74,5.74,4.69,4.69,9.67,9.67,417907.00,79.14,8620000000,119.39,0
414400,13.91,6.02,6.02,11.64,11.64,23.21,23.21,47.2,47.2,0.00,0,186590000,119.4,0
7828800,35.55,5.84,5.84,38.98,38.98,44.34,44.34,40.79,40.79,1084636.00,5.41,235990000,119.4,0
776000,13.66,2.55,2.55,10.16,10.16,12.06,12.06,31.6,31.6,759981.00,43.47,2460000000,119.44,0
178500,23.57,2.88,2.88,7.53,7.53,9.12,9.12,-8.22,8.22,201246.00,-13.48,493050000,119.44,1
5525600,12.66,3.94,3.94,3.18,3.18,1.28,1.28,10.37,10.37,84523948.00,15.93,8500000000,119.46,1
15374000,12.52,-4.94,4.94,19.92,19.92,24.21,24.21,45.58,45.58,91245.00,147.08,2510000000,119.5,0
1538600,13.9,5.54,5.54,3.42,3.42,-3.34,3.34,-9.56,9.56,5393037.00,29.99,2990000000,119.5,0
3773000,19.23,4.17,4.17,3.22,3.22,9.76,9.76,20.04,20.04,2161190.00,0,597120000,119.5,0
1754000,22.06,3.71,3.71,8.83,8.83,13.83,13.83,15.62,15.62,10063000.00,23.17,9740000000,119.5,0
1370500,13.12,4.13,4.13,14.69,14.69,5.98,5.98,2.1,2.1,759981.00,43.47,2460000000,119.51,0
47300,20.15,9.27,9.27,19.09,19.09,20.66,20.66,17.56,17.56,4931.00,12.81,311520000,119.52,0
1140000,15.82,2.06,2.06,3.67,3.67,5.96,5.96,32.72,32.72,759981.00,43.47,2460000000,119.55,0
2845700,38.8,19.38,19.38,14.79,14.79,19.2,19.2,33.1,33.1,937237.00,54.39,6470000000,119.59,0
265100,33,4.8,4.8,14.27,14.27,10.74,10.74,39.12,39.12,2383010.00,7.57,1540000000,119.6,0
260500,17.15,2.08,2.08,5.86,5.86,3.94,3.94,1.78,1.78,816164.00,15.42,585580000,119.61,0
515000,11.99,3.99,3.99,24.64,24.64,26.21,26.21,78.96,78.96,5393037.00,29.99,133800000,119.62,0
132300,25.04,3.17,3.17,4.59,4.59,5.34,5.34,20.27,20.27,102932.00,12.19,375200000,119.64,0
844100,14.6,-3.95,3.95,8.79,8.79,15.69,15.69,36.83,36.83,1037667.00,8.32,391150000,119.65,0
499400,17.02,3.59,3.59,3.59,3.59,9.59,9.59,2.47,2.47,1610600.00,21.17,232670000,119.65,1
97500,21.75,-1.58,1.58,12.4,12.4,21.17,21.17,28.7,28.7,5393037.00,29.99,553030000,119.68,0
429900,19.93,-1.29,1.29,18.42,18.42,17.93,17.93,16.14,16.14,1015752.00,10.68,633980000,119.7,0
942200,19.04,-1.3,1.3,0.95,0.95,0.74,0.74,14.15,14.15,181743.00,8.79,373440000,119.7,0
144200,24.73,3.26,3.26,8.04,8.04,20.63,20.63,18.38,18.38,102932.00,12.19,375200000,119.72,0
989000,32.33,-1.58,1.58,3.56,3.56,3.42,3.42,-4.8,4.8,5393037.00,29.99,1950000000,119.73,0
3331200,14.11,8.29,8.29,14.81,14.81,7.96,7.96,23.34,23.34,759981.00,43.47,2460000000,119.73,1
991500,25.15,2.44,2.44,7.48,7.48,6.57,6.57,16.44,16.44,627063.00,44.17,867050000,119.79,0
482400,35.16,1.88,1.88,10.84,10.84,9.46,9.46,8.08,8.08,123954.00,36.8,1360000000,119.81,0
82600,23.9,5.05,5.05,9.13,9.13,13.81,13.81,2.14,2.14,47034.00,36.43,249280000,119.81,0
301400,12.24,-4,4,19.77,19.77,5.25,5.25,2.09,2.09,0.00,0,186590000,119.83,0
323900,11.53,14.27,14.27,13.71,13.71,16.46,16.46,4.06,4.06,34416.00,1.55,164710000,119.83,1
1376400,30.03,23.73,23.73,29.27,29.27,30.62,30.62,37.5,37.5,671797.00,17.74,741630000,119.84,0
431200,20.57,-1.72,1.72,12.71,12.71,12.28,12.28,20.93,20.93,257664.00,28.69,4520000000,119.85,1
2781500,17.18,6.31,6.31,15.92,15.92,19.64,19.64,-5.34,5.34,1893200.00,0,553400000,119.86,0
564900,20.8,3.48,3.48,5.32,5.32,11.23,11.23,23.81,23.81,1722380.00,7.18,919450000,119.91,0
9520900,15.86,4.82,4.82,6.8,6.8,17.74,17.74,32.28,32.28,110412000.00,-0.47,23620000000,119.91,0
80800,12.5,6.84,6.84,6.84,6.84,3.73,3.73,5.93,5.93,440.00,0.69,236290000,119.92,1
1329200,20.22,3.53,3.53,11.22,11.22,9.12,9.12,14.56,14.56,1088205.00,6.32,2350000000,119.93,0
585800,19.06,1.6,1.6,3.76,3.76,-1.35,1.35,15.24,15.24,276741.00,7.01,3080000000,119.93,1
532100,15.94,2.51,2.51,9.86,9.86,3.64,3.64,48.97,48.97,11284.00,-13.91,2380000000,119.94,0
169500,27.08,1.92,1.92,7.16,7.16,8.84,8.84,6.03,6.03,3471263.00,-15.1,1400000000,119.95,0
28728200,24.75,2.65,2.65,3.25,3.25,12.7,12.7,12.91,12.91,23406000.00,-22.98,57880000000,119.98,0
972400,21.86,2.97,2.97,3.8,3.8,4.59,4.59,-7.96,7.96,1096523.00,18.63,806860000,120,0
698500,12.95,2.37,2.37,9.75,9.75,28.22,28.22,30.15,30.15,975146.00,5.74,1080000000,120,0
123300,13.36,2.93,2.93,5.2,5.2,9.33,9.33,14.19,14.19,719067.00,75.36,250400000,120,1
651500,11.97,5.84,5.84,4.18,4.18,-2.6,2.6,0.84,0.84,1661900.00,-3.88,1180000000,120.04,0
269900,10.96,1.86,1.86,8.19,8.19,-1.26,1.26,7.45,7.45,5393037.00,29.99,107350000,120.04,1
1021700,16.94,3.61,3.61,4.7,4.7,7.69,7.69,16.91,16.91,4388000.00,5.03,1700000000,120.05,0
94500,39.8,2.42,2.42,4.33,4.33,3.08,3.08,16.75,16.75,129.00,0,3830000000,120.05,0
327100,36.26,2.98,2.98,6.99,6.99,-4.6,4.6,-22.85,22.85,123954.00,36.8,1360000000,120.06,0
363000,10.21,1.29,1.29,5.15,5.15,6.35,6.35,-7.77,7.77,651561.00,96.27,787440000,120.09,0
715800,25.19,-2.59,2.59,10.39,10.39,12.46,12.46,-0.94,0.94,627063.00,44.17,867050000,120.09,1
490900,22.94,2.69,2.69,7.75,7.75,4.94,4.94,9.08,9.08,5393037.00,29.99,2580000000,120.1,1
167300,36.21,1.49,1.49,3.81,3.81,2.64,2.64,7.32,7.32,89232.00,0.16,586400000,120.11,0
159900,19.21,4.52,4.52,8.35,8.35,7.8,7.8,1.59,1.59,31789.00,26.33,212800000,120.12,0
1117900,20.3,12.47,12.47,14.04,14.04,12.78,12.78,15.01,15.01,5393037.00,29.99,326810000,120.12,0
1049800,17.75,1.43,1.43,10.25,10.25,1.43,1.43,5.97,5.97,5393037.00,29.99,324960000,120.13,1
334400,25.45,3.04,3.04,5.38,5.38,2.41,2.41,8.53,8.53,417907.00,79.14,8620000000,120.14,0
3254400,29.76,4.13,4.13,10.71,10.71,3.19,3.19,-8.15,8.15,10063000.00,23.17,9740000000,120.18,1
2593800,37.4,-4.59,4.59,4.32,4.32,15.25,15.25,-22.89,22.89,1821592.00,4.4,303980000,120.22,0
665800,30.36,3.02,3.02,6.34,6.34,12.9,12.9,31.83,31.83,10250000.00,19.6,3570000000,120.25,0
1085700,27.66,2.94,2.94,2.56,2.56,0.04,0.04,12.3,12.3,843281.00,14.01,21310000,120.25,0
173700,16.58,1.72,1.72,13.72,13.72,-11.57,11.57,-8.3,8.3,0.00,0,1090000000,120.27,0
912700,25.25,-1.94,1.94,5.21,5.21,11.23,11.23,19.39,19.39,24016907.00,38.96,1130000000,120.27,0
632100,20.84,-3.96,3.96,9.45,9.45,10.56,10.56,25.39,25.39,2044312.00,-0.8,674720000,120.3,0
558900,12.93,2.78,2.78,3.27,3.27,12.24,12.24,42.09,42.09,257664.00,28.69,4520000000,120.32,0
506000,27.2,1.68,1.68,9.02,9.02,10.34,10.34,20.35,20.35,5393037.00,29.99,1690000000,120.35,0
3618900,14.1,13.25,13.25,7.14,7.14,36.89,36.89,109.82,109.82,655407.00,-4.26,372230000,120.35,1
1096100,19.27,4.11,4.11,4.44,4.44,-2.13,2.13,1,1,1819000.00,7.13,1010000000,120.36,1
1344600,38.15,5.24,5.24,7.46,7.46,2.55,2.55,3.67,3.67,1821592.00,4.4,303980000,120.36,1
981900,30.6,4.01,4.01,3.03,3.03,3.2,3.2,19.07,19.07,2056007.00,39.53,4350000000,120.37,0
184400,24.49,2.9,2.9,3.07,3.07,2.17,2.17,15.08,15.08,5393037.00,29.99,704420000,120.37,0
2459500,25,5.04,5.04,16.01,16.01,23.46,23.46,11.36,11.36,248069.00,40.13,7920000000,120.37,1
1077600,19.26,4.16,4.16,8.81,8.81,7.12,7.12,12.24,12.24,5393037.00,29.99,2640000000,120.38,0
515200,22.4,-2.18,2.18,6.41,6.41,8.21,8.21,5.66,5.66,5393037.00,29.99,919250000,120.4,0
217200,11.2,3.7,3.7,3.23,3.23,15.46,15.46,19.79,19.79,3756000.00,0,250020000,120.41,0
419000,32.25,3.04,3.04,5.05,5.05,12.17,12.17,46.59,46.59,1114074.00,32.04,681920000,120.42,0
2787400,11.25,18.42,18.42,17.19,17.19,44.23,44.23,28.57,28.57,5393037.00,29.99,324960000,120.42,1
3165400,21.38,8.86,8.86,7.65,7.65,18.58,18.58,59.79,59.79,1893200.00,0,553400000,120.43,0
1682300,11,7.32,7.32,17.65,17.65,11.34,11.34,30.18,30.18,152.00,0,1410000000,120.43,1
3180700,15.49,3.34,3.34,17.79,17.79,14.74,14.74,23.23,23.23,759981.00,43.47,2460000000,120.44,0
3100500,10.91,1.39,1.39,3.31,3.31,3.81,3.81,-0.73,0.73,5393037.00,29.99,1970000000,120.49,0
428400,27.97,6.96,6.96,5.87,5.87,1.97,1.97,40.98,40.98,22524.00,6244.79,620340000,120.49,1
6517900,20.11,3.87,3.87,17.88,17.88,9.23,9.23,13.36,13.36,5393037.00,29.99,8660000000,120.5,0
790000,23.52,4.67,4.67,7.99,7.99,7.64,7.64,23.85,23.85,257664.00,28.69,4520000000,120.51,0
27989300,24.55,4.74,4.74,5.64,5.64,5.14,5.14,1.53,1.53,23406000.00,-22.98,57880000000,120.51,1
1076200,26.21,2.54,2.54,4.09,4.09,19.35,19.35,14.75,14.75,1084636.00,5.41,235990000,120.53,0
2816200,13.54,10.62,10.62,12.18,12.18,8.32,8.32,3.2,3.2,759981.00,43.47,2460000000,120.54,0
255800,31.85,2.18,2.18,7.53,7.53,7.2,7.2,4.39,4.39,1433342.00,0,2470000000,120.59,0
611100,11.55,2.67,2.67,5.48,5.48,4.52,4.52,2.67,2.67,273628.00,0,1820000000,120.59,0
2582000,12.62,5.17,5.17,5.78,5.78,3.19,3.19,-0.24,0.24,398799.00,3.33,2300000000,120.59,1
461200,19.76,6.01,6.01,6.64,6.64,-8.69,8.69,15.89,15.89,1610600.00,21.17,232670000,120.59,1
859800,15.3,5.88,5.88,6.25,6.25,-9.47,9.47,-19.9,19.9,0.00,0,3970000000,120.61,0
340300,11,1.76,1.76,6.59,6.59,13.75,13.75,9.24,9.24,10286.00,89.05,1400000000,120.61,0
1150700,26.76,2.88,2.88,20.11,20.11,23.72,23.72,13.15,13.15,2156.00,-30.25,3490000000,120.61,1
387100,21.67,3.39,3.39,5.76,5.76,1.31,1.31,6.8,6.8,250821.00,22.73,596610000,120.63,0
65800,31.71,1.99,1.99,11.77,11.77,11.62,11.62,11.26,11.26,896900.00,-29.12,799270000,120.65,0
64600,22.07,3.86,3.86,22.14,22.14,37.34,37.34,37.51,37.51,4931.00,12.81,311520000,120.66,0
143942900,27.84,-2.35,2.35,10.61,10.61,10.21,10.21,42.33,42.33,5393037.00,29.99,55640000000,120.67,0
622600,11.8,2.43,2.43,8.06,8.06,15.01,15.01,24.47,24.47,257664.00,28.69,4520000000,120.69,0
109800,13.95,1.45,1.45,4.1,4.1,-1.76,1.76,-4.45,4.45,1114074.00,32.04,681920000,120.71,0
392700,20.99,2.59,2.59,5.21,5.21,6.66,6.66,27.37,27.37,257654.00,22.15,2710000000,120.71,0
245200,39.1,5.45,5.45,10.27,10.27,13.01,13.01,7.42,7.42,193237.00,23.57,2670000000,120.71,0
864900,22.64,-4.23,4.23,4.86,4.86,7.6,7.6,55.39,55.39,257654.00,22.15,2710000000,120.73,0
439100,20.27,-2.31,2.31,8.22,8.22,7.31,7.31,9.63,9.63,1321744.00,-22.53,38820000,120.74,0
999000,15.34,2.2,2.2,7.2,7.2,8.18,8.18,15.77,15.77,1088205.00,6.32,2350000000,120.74,0
704700,12,2.56,2.56,4.8,4.8,9.59,9.59,14.29,14.29,273628.00,0,1820000000,120.75,0
1624700,38.33,2.43,2.43,3.34,3.34,2.57,2.57,22.58,22.58,297928.00,3.2,2960000000,120.77,0
89100,12.32,2.58,2.58,3.97,3.97,6.94,6.94,7.13,7.13,225958.00,11.2,196640000,120.77,0
230400,22.8,4.11,4.11,11.22,11.22,23.24,23.24,26.67,26.67,218505.00,2002.42,1770000000,120.77,0
298200,20.96,2.29,2.29,12.63,12.63,8.6,8.6,23.95,23.95,5393037.00,29.99,6860000000,120.8,0
133300,28.4,2.9,2.9,9.86,9.86,6.17,6.17,4.03,4.03,5393037.00,29.99,553030000,120.8,1
446700,12.26,-2.08,2.08,6.42,6.42,20.31,20.31,20.31,20.31,257664.00,28.69,4520000000,120.81,0
457000,11.4,9.62,9.62,19.37,19.37,1.79,1.79,-1.3,1.3,4408400.00,31.02,325320000,120.81,0
2365200,17.89,2.17,2.17,7.71,7.71,4.25,4.25,0.79,0.79,251247.00,0,1520000000,120.81,1
499400,26.5,-2.03,2.03,7.46,7.46,2.63,2.63,-6.59,6.59,92008.00,27.87,1160000000,120.82,0
399200,14.97,6.93,6.93,6.02,6.02,14.19,14.19,4.18,4.18,686073.00,32.94,429440000,120.82,0
4062500,12.21,-2.32,2.32,7.11,7.11,2.78,2.78,29.48,29.48,84523948.00,15.93,8500000000,120.85,1
80100,12.15,4.38,4.38,6.39,6.39,2.53,2.53,12.6,12.6,225958.00,11.2,196640000,120.87,0
2224900,15.71,6.8,6.8,9.86,9.86,7.09,7.09,-8.02,8.02,1350759.00,72.18,5120000000,120.87,1
1387900,16.54,-4,4,3.57,3.57,22.07,22.07,71.93,71.93,68126.00,86.43,245050000,120.9,1
1266000,11.43,6.23,6.23,13.17,13.17,12.17,12.17,16.87,16.87,1602408.00,9.09,122030000,120.94,0
851200,27.48,2.19,2.19,5.09,5.09,17.29,17.29,21.22,21.22,10250000.00,19.6,3570000000,120.95,0
235200,15.2,4.54,4.54,6.74,6.74,24.9,24.9,21.7,21.7,92008.00,27.87,1160000000,120.97,1
34956000,14.62,-1.42,1.42,10.84,10.84,5.87,5.87,-7.99,7.99,18628000.00,13.56,15570000000,121.01,0
354100,26.45,0.23,0.23,2.64,2.64,1.77,1.77,-2.58,2.58,1661900.00,-3.88,1180000000,121.02,0
1168900,16,1.52,1.52,17.91,17.91,11.97,11.97,22.04,22.04,250821.00,22.73,596610000,121.04,0
390300,15.55,4.22,4.22,3.39,3.39,7.02,7.02,-6.1,6.1,515.00,-55.37,49930000,121.04,0
1501500,30.54,5.31,5.31,7.12,7.12,5.46,5.46,-4.47,4.47,1372290.00,8.63,2350000000,121.04,1
415500,27.51,6.92,6.92,6.55,6.55,7.67,7.67,30.32,30.32,59502.00,-16.92,322580000,121.05,0
812100,31.66,1.28,1.28,7.29,7.29,-2.46,2.46,3.13,3.13,9835.00,100,2350000000,121.07,1
173600,20.05,-2.62,2.62,8.97,8.97,-5.11,5.11,-12.14,12.14,5393037.00,29.99,263930000,121.16,0
207000,14.95,-2.61,2.61,4.18,4.18,2.75,2.75,11.57,11.57,1114074.00,32.04,681920000,121.18,0
205200,15.62,1.89,1.89,12.86,12.86,18.69,18.69,23.58,23.58,5393037.00,29.99,704420000,121.21,0
1540400,10,5.37,5.37,8.93,8.93,16.69,16.69,12.49,12.49,15622.00,33.54,440320000,121.21,0
690600,11.83,5.06,5.06,5.91,5.91,7.35,7.35,8.93,8.93,651561.00,96.27,787440000,121.22,0
658600,22.59,7.37,7.37,3.86,3.86,6.96,6.96,12.5,12.5,10505.00,-92.7,318540000,121.24,0
11770700,14.74,4.1,4.1,8.78,8.78,23.04,23.04,28.85,28.85,853826.00,88.7,5890000000,121.25,1
288000,14.55,3.56,3.56,21.76,21.76,87.74,87.74,64.41,64.41,174679.00,-2.98,59790000,121.26,0
3740700,27.42,2.93,2.93,7.32,7.32,8.9,8.9,14.15,14.15,5393037.00,29.99,2240000000,121.26,0
476400,19.5,1.3,1.3,3.17,3.17,7.14,7.14,11.43,11.43,0.00,0,311230000,121.26,0
33656100,35.76,3.86,3.86,8.36,8.36,9.49,9.49,42.3,42.3,3459329.00,13.71,27540000000,121.27,1
314900,10.25,-1.44,1.44,3.54,3.54,3.54,3.54,0.99,0.99,3756000.00,0,250020000,121.28,0
2830400,33.83,3.3,3.3,4.28,4.28,2.05,2.05,2.42,2.42,10063000.00,23.17,9740000000,121.28,0
1660600,20.51,2.76,2.76,5.67,5.67,4.16,4.16,-6.18,6.18,686073.00,32.94,429440000,121.29,0
1004000,14.29,-2.46,2.46,3.33,3.33,4.54,4.54,8.67,8.67,2847261.00,7.1,1390000000,121.3,0
241200,19.55,7.06,7.06,4.27,4.27,3.11,3.11,3.17,3.17,31789.00,26.33,212800000,121.33,0
175100,14.25,2.52,2.52,4.4,4.4,5.56,5.56,3.64,3.64,1114074.00,32.04,681920000,121.34,0
834900,12.62,-4.18,4.18,4.56,4.56,6.05,6.05,17.18,17.18,10286.00,89.05,1400000000,121.34,1
1167100,12.33,1.82,1.82,3.96,3.96,3.88,3.88,0.57,0.57,257664.00,28.69,4520000000,121.39,0
430300,17.83,-1.44,1.44,11.44,11.44,5.32,5.32,13.93,13.93,5393037.00,29.99,704420000,121.42,0
571800,25.5,5.94,5.94,9.91,9.91,22.54,22.54,26.43,26.43,1525400.00,-0.86,2010000000,121.44,0
206900,12.22,2,2,8.24,8.24,12.52,12.52,15.28,15.28,225958.00,11.2,196640000,121.44,1
498000,21.72,3.68,3.68,6.58,6.58,7.05,7.05,15.53,15.53,1379988.00,50.67,10600000000,121.46,0
67500,26.86,1.32,1.32,8.09,8.09,6.42,6.42,11.27,11.27,181059.00,9.24,234320000,121.47,0
2475800,30.04,-1.86,1.86,144.43,144.43,137.1,137.1,146.63,146.63,9835.00,100,2350000000,121.49,0
767800,19.21,1.91,1.91,3.11,3.11,9.83,9.83,13.07,13.07,16843933.00,24.01,4350000000,121.5,1
1060200,14.6,1.39,1.39,5.95,5.95,6.88,6.88,14.87,14.87,4388000.00,5.03,1700000000,121.54,0
475400,28.68,2.65,2.65,33.89,33.89,40.04,40.04,62.13,62.13,122633.00,-2.13,694160000,121.57,1
4986700,24.81,1.97,1.97,3.68,3.68,9.25,9.25,35.06,35.06,110412000.00,-0.47,23620000000,121.58,0
559600,16.81,4.35,4.35,9.44,9.44,5.46,5.46,29.51,29.51,515.00,-55.37,49930000,121.6,0
2057400,29.05,12.82,12.82,12.29,12.29,7.91,7.91,10.16,10.16,10250000.00,19.6,3570000000,121.6,0
2352200,36.16,1.86,1.86,5.95,5.95,10.04,10.04,6.76,6.76,5393037.00,29.99,1950000000,121.6,0
101000,31.09,3.15,3.15,9.59,9.59,8.44,8.44,7.21,7.21,896900.00,-29.12,799270000,121.62,0
264600,18.19,1.45,1.45,15.42,15.42,4.66,4.66,-9.77,9.77,601161.00,82.1,1050000000,121.63,0
2453000,12.12,-2.18,2.18,9.49,9.49,10.08,10.08,-2.96,2.96,618000.00,-17.81,1590000000,121.65,0
792200,20.7,2.73,2.73,13.42,13.42,12.5,12.5,8.95,8.95,627063.00,44.17,867050000,121.67,0
623900,19,5.56,5.56,11.24,11.24,24.02,24.02,24.02,24.02,317373.00,13.06,20460000,121.67,0
318000,17.27,1.71,1.71,3.17,3.17,4.41,4.41,34.5,34.5,68126.00,86.43,245050000,121.67,1
385700,17.05,6.83,6.83,3.9,3.9,6.7,6.7,46.23,46.23,686073.00,32.94,429440000,121.67,1
223500,35.4,2.76,2.76,4.27,4.27,8.26,8.26,25.98,25.98,614337.00,17.85,2990000000,121.69,0
347900,26.6,3.26,3.26,5.98,5.98,12.43,12.43,13,13,224909.00,-10.44,1010000000,121.69,0
387700,19.75,1.8,1.8,5.61,5.61,10.34,10.34,20.43,20.43,1722380.00,7.18,919450000,121.71,0
512700,13.34,11.82,11.82,12.67,12.67,17.02,17.02,17.74,17.74,225958.00,11.2,196640000,121.75,0
413600,25.39,2.21,2.21,6.95,6.95,7.58,7.58,27.14,27.14,291609.00,16.72,1960000000,121.79,0
371600,18.9,2.16,2.16,3.28,3.28,4.13,4.13,21.54,21.54,5393037.00,29.99,481540000,121.82,0
273900,13.15,4.37,4.37,3.54,3.54,6.05,6.05,15.86,15.86,5393037.00,29.99,481540000,121.83,0
400800,23.47,22.88,22.88,25.24,25.24,24.91,24.91,22.24,22.24,896900.00,-29.12,799270000,121.84,0
358400,13.45,1.89,1.89,8.03,8.03,13.98,13.98,33.83,33.83,975146.00,5.74,1080000000,121.85,0
436000,21.37,-2.42,2.42,4.29,4.29,-1.61,1.61,4.65,4.65,250821.00,22.73,596610000,121.88,0
583300,21.73,9.53,9.53,11.32,11.32,11.32,11.32,8.33,8.33,1321744.00,-22.53,38820000,121.92,0
1067100,20.3,4.64,4.64,10.03,10.03,13.09,13.09,16.67,16.67,5393037.00,29.99,919250000,121.97,0
5990400,25.26,2.52,2.52,5.96,5.96,2.89,2.89,13.99,13.99,5393037.00,29.99,2240000000,121.98,0
83800,13.7,-2.84,2.84,5.79,5.79,4.58,4.58,4.58,4.58,118200.00,5.54,159430000,122.05,0
27900,14.51,5.22,5.22,19.13,19.13,19.33,19.33,16.08,16.08,139751.00,-49,111990000,122.06,0
86600,21.15,-1.31,1.31,5.7,5.7,12.5,12.5,30.64,30.64,102932.00,12.19,375200000,122.07,0
433900,10.08,-1.75,1.75,3.81,3.81,-3.36,3.36,-12.8,12.8,651561.00,96.27,787440000,122.08,0
335900,12.6,2.02,2.02,15.07,15.07,15.07,15.07,5.44,5.44,4408400.00,31.02,325320000,122.12,0
503200,13.7,2.62,2.62,3.79,3.79,3.01,3.01,-1.44,1.44,1722380.00,7.18,919450000,122.13,0
1326200,27.8,2.58,2.58,6.11,6.11,3.15,3.15,30.21,30.21,2382987.00,10.41,1090000000,122.13,0
34400,13.98,6.31,6.31,4.48,4.48,10.51,10.51,12.74,12.74,139751.00,-49,111990000,122.13,0
537400,34.42,1.53,1.53,3.74,3.74,8.27,8.27,10.39,10.39,2788322.00,8.63,6560000000,122.15,0
2939900,33.42,-2.25,2.25,3.47,3.47,11.55,11.55,11.44,11.44,826968.00,99.66,21590000000,122.16,0
6013600,15.2,-4.58,4.58,5.78,5.78,11.93,11.93,5.7,5.7,12564000.00,4.28,5560000000,122.18,0
582200,19.14,3.91,3.91,9.37,9.37,2.41,2.41,-9.5,9.5,264734.00,36.19,3260000000,122.2,0
174600,22.91,3.11,3.11,5.14,5.14,6.06,6.06,-10.79,10.79,201246.00,-13.48,493050000,122.2,1
351100,12.15,1.25,1.25,6.11,6.11,9.46,9.46,13.55,13.55,273628.00,0,1820000000,122.22,0
180700,11.15,1.36,1.36,3.24,3.24,6.19,6.19,28.16,28.16,378206.00,8.9,253110000,122.22,0
3031200,12.35,12.27,12.27,32.09,32.09,29.32,29.32,47.02,47.02,152.00,0,1410000000,122.22,0
690100,11.74,6.73,6.73,7.02,7.02,8,8,7.51,7.51,986754.00,5.34,529570000,122.22,0
265400,11,3.77,3.77,19.96,19.96,2.23,2.23,27.02,27.02,0.00,0,534540000,122.22,1
435800,18.7,1.63,1.63,3.03,3.03,5.06,5.06,11.64,11.64,343374.00,3.62,636870000,122.22,1
115900,11.85,-2.87,2.87,4.87,4.87,6.28,6.28,-5.2,5.2,108885.00,14.48,129780000,122.22,1
167100,39.12,3.55,3.55,4.71,4.71,3.3,3.3,25.22,25.22,1216197.00,20.8,527040000,122.24,0
910000,11.57,-2.69,2.69,6.24,6.24,1.49,1.49,15.12,15.12,5393037.00,29.99,849330000,122.24,1
1824500,18.78,4.45,4.45,4.22,4.22,4.57,4.57,8.24,8.24,2660465.00,-1.56,1360000000,122.25,0
6980600,30.78,2.43,2.43,14.55,14.55,15.54,15.54,23.17,23.17,13408421.00,55.79,5830000000,122.26,1
