x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y
2248400,25.31,2.14,2.14,15.62,15.62,3.69,3.69,13.14,13.14,1084636.00,5.41,235990000,100,0
770700,14.21,1.79,1.79,3.8,3.8,4.33,4.33,9.48,9.48,1088205.00,6.32,2350000000,100,0
553100,16.05,2.88,2.88,4.42,4.42,8.01,8.01,2.03,2.03,1379988.00,50.67,10600000000,100,0
1750800,35.82,5.35,5.35,5.94,5.94,11.69,11.69,7.34,7.34,704325.00,20.39,942640000,100,0
630000,17.35,23.05,23.05,32.95,32.95,24.37,24.37,18.43,18.43,174679.00,-2.98,59790000,100,0
13869700,25.95,3.72,3.72,10.61,10.61,13.67,13.67,26.83,26.83,70615000.00,-7.13,14920000000,100,0
1837100,28.28,2.09,2.09,3.59,3.59,-2.68,2.68,-0.46,0.46,321084.00,25.88,4590000000,100,0
6022500,11.23,4.95,4.95,7.26,7.26,8.4,8.4,36.62,36.62,5393037.00,29.99,1970000000,100,0
161200,10.55,2.43,2.43,0.96,0.96,4.46,4.46,8.76,8.76,5393037.00,29.99,481540000,100,1
646400,17.14,-1.38,1.38,4.13,4.13,-7,7,4.7,4.7,257664.00,28.69,4520000000,100,1
312600,24.25,-2.61,2.61,3.85,3.85,12.79,12.79,20.05,20.05,5393037.00,29.99,757930000,100,1
462000,28.89,1.73,1.73,4.11,4.11,12.59,12.59,6.37,6.37,193118.00,16.98,611780000,100,1
3544800,36.19,5.73,5.73,5.91,5.91,0.42,0.42,-3.11,3.11,5393037.00,29.99,1950000000,100.06,0
149700,33.33,5.24,5.24,9.28,9.28,23.67,23.67,29.24,29.24,0.00,0,1020000000,100.06,0
83400,28.71,2.5,2.5,6.14,6.14,8.67,8.67,6.69,6.69,102932.00,12.19,375200000,100.07,0
2123200,22.7,1.57,1.57,6.32,6.32,13.84,13.84,1.38,1.38,2156.00,-30.25,3490000000,100.09,1
348100,17.93,6.16,6.16,13.77,13.77,3.22,3.22,-8.85,8.85,601161.00,82.1,1050000000,100.12,0
136500,17.1,2.7,2.7,4.14,4.14,6.28,6.28,15.93,15.93,10505.00,-92.7,318540000,100.12,1
395900,14.43,2.56,2.56,6.1,6.1,11.51,11.51,21.77,21.77,515.00,-55.37,49930000,100.14,1
1436800,14.25,3.64,3.64,28.38,28.38,22.84,22.84,27.8,27.8,529675.00,-3.42,1740000000,100.15,0
963900,12.47,7.78,7.78,19.67,19.67,12.85,12.85,42.68,42.68,5393037.00,29.99,442910000,100.17,0
114800,10.81,-1.28,1.28,14.15,14.15,28.84,28.84,68.91,68.91,1409172.00,-8.94,196220000,100.18,0
468300,10.84,2.17,2.17,6.27,6.27,17.83,17.83,22.76,22.76,10286.00,89.05,1400000000,100.19,0
2288800,16.79,2.13,2.13,5.53,5.53,3.64,3.64,4.61,4.61,1893200.00,0,553400000,100.24,1
606900,20.82,1.41,1.41,7.26,7.26,8.44,8.44,19.31,19.31,5393037.00,29.99,855950000,100.29,0
764000,33.46,-1.33,1.33,4.6,4.6,2.36,2.36,10.14,10.14,244091.00,0,2380000000,100.3,0
288200,34.3,1.63,1.63,11.91,11.91,15.49,15.49,19.51,19.51,1444609.00,10.99,1020000000,100.3,0
398800,26.01,2.16,2.16,5.05,5.05,4.25,4.25,5.9,5.9,5393037.00,29.99,2580000000,100.31,1
1827200,16.43,4.72,4.72,4.05,4.05,9.53,9.53,13.23,13.23,321084.00,25.88,4590000000,100.38,0
189600,10.62,3.91,3.91,4.42,4.42,13.1,13.1,-4.24,4.24,5393037.00,29.99,107350000,100.39,0
82400,29.18,-1.42,1.42,4.03,4.03,12.62,12.62,14.66,14.66,2383010.00,7.57,1540000000,100.41,0
556500,19.03,1.55,1.55,11.03,11.03,12.74,12.74,31.97,31.97,1615000.00,2.93,351400000,100.43,1
112700,38.85,5.46,5.46,7.29,7.29,11.83,11.83,2.56,2.56,1216197.00,20.8,527040000,100.44,0
407000,36.82,1.6,1.6,8.9,8.9,10.17,10.17,1.07,1.07,244091.00,0,2380000000,100.44,0
1489100,28.03,1.48,1.48,3.93,3.93,8.31,8.31,29.53,29.53,1372290.00,8.63,2350000000,100.44,0
215000,26.78,3.48,3.48,17.92,17.92,34.37,34.37,29.56,29.56,40603.00,13.7,1820000000,100.46,0
438300,14.12,7.7,7.7,7.7,7.7,22.04,22.04,-4.47,4.47,686073.00,32.94,429440000,100.46,1
223900,26.03,1.52,1.52,6.16,6.16,9.83,9.83,17.78,17.78,4193700.00,1.51,262720000,100.47,0
2793100,25,-2.42,2.42,18.32,18.32,17.37,17.37,17.98,17.98,1372290.00,8.63,2350000000,100.47,1
315800,19.45,3.73,3.73,6.87,6.87,8.06,8.06,20.06,20.06,0.00,0,562380000,100.53,0
335100,32.76,-3.73,3.73,19.82,19.82,25.95,25.95,16.79,16.79,5393037.00,29.99,1720000000,100.53,0
733100,20.1,5.51,5.51,16.52,16.52,18.58,18.58,15.85,15.85,21700.00,117,2090000000,100.53,1
3532400,39.2,7.99,7.99,9.34,9.34,19.33,19.33,-24.76,24.76,1821592.00,4.4,303980000,100.55,0
2010900,22.41,1.86,1.86,2.85,2.85,5.41,5.41,10.23,10.23,5393037.00,29.99,2870000000,100.55,0
1240100,18.7,4.76,4.76,9.36,9.36,9.68,9.68,16.88,16.88,1722380.00,7.18,919450000,100.56,1
9178800,11.5,16.99,16.99,28.06,28.06,24.73,24.73,40.24,40.24,759981.00,43.47,2460000000,100.61,0
1073600,23.33,3,3,4.67,4.67,-8.4,8.4,-14.26,14.26,3239902.00,-1.95,176520000,100.62,0
672500,27.32,5.4,5.4,5.08,5.08,-1.3,1.3,-0.4,0.4,10250000.00,19.6,3570000000,100.62,0
5161800,12.86,3.88,3.88,7.35,7.35,6.81,6.81,10.67,10.67,2562984.00,49.44,33480000000,100.65,0
1731100,28.51,2.37,2.37,10.03,10.03,18.05,18.05,25.32,25.32,1382818.00,15.24,1510000000,100.65,0
4244700,12.35,3.61,3.61,7.02,7.02,12.48,12.48,13.62,13.62,853826.00,88.7,5890000000,100.67,0
659300,21.25,1.92,1.92,4.17,4.17,-2.97,2.97,4.42,4.42,627063.00,44.17,867050000,100.67,0
146100,28.83,-1.94,1.94,4.19,4.19,4.84,4.84,21.13,21.13,142373.00,24.79,1660000000,100.68,0
2362800,13.7,-6.48,6.48,28.04,28.04,50.55,50.55,71.25,71.25,0.00,0,3970000000,100.68,1
671400,25.71,-2.21,2.21,4.26,4.26,14.27,14.27,47.25,47.25,264734.00,36.19,3260000000,100.69,0
234800,11.71,2.72,2.72,5.02,5.02,8.63,8.63,55.93,55.93,1409172.00,-8.94,196220000,100.7,1
16505900,14.42,7.05,7.05,14.72,14.72,24.2,24.2,22.72,22.72,110412000.00,-0.47,23620000000,100.75,1
370500,13.85,4.53,4.53,10.36,10.36,7.78,7.78,19.4,19.4,1114074.00,32.04,681920000,100.76,0
27627000,33.06,-1.64,1.64,4.92,4.92,30.98,30.98,34.61,34.61,3459329.00,13.71,27540000000,100.78,0
8397700,13.13,2.98,2.98,6.4,6.4,5.46,5.46,1.16,1.16,2229000.00,67.22,4350000000,100.79,0
904400,38.89,1.81,1.81,12.66,12.66,18.82,18.82,23.85,23.85,10250000.00,19.6,3570000000,100.84,0
1008600,16.71,1.58,1.58,4.63,4.63,23.59,23.59,81.83,81.83,68126.00,86.43,245050000,100.85,1
651700,23.75,1.67,1.67,4.03,4.03,5.37,5.37,24.28,24.28,257654.00,22.15,2710000000,100.86,0
42818600,22.82,-2.4,2.4,3.68,3.68,-2.35,2.35,0,0,5393037.00,29.99,55640000000,100.86,1
270400,33.24,2.34,2.34,5.69,5.69,8.77,8.77,6.5,6.5,823611.00,0,663410000,100.87,0
634400,11.87,4.03,4.03,3.22,3.22,11.14,11.14,12.83,12.83,986754.00,5.34,529570000,100.88,1
630000,27.94,2.65,2.65,17.39,17.39,16.81,16.81,30.62,30.62,142373.00,24.79,1660000000,100.89,0
351800,18.32,1.33,1.33,4.51,4.51,11.3,11.3,-1.08,1.08,257664.00,28.69,4520000000,100.89,1
247200,22.76,1.52,1.52,4.6,4.6,4.16,4.16,18.11,18.11,2383010.00,7.57,1540000000,100.9,0
737800,23.1,3.13,3.13,9.74,9.74,13.24,13.24,34.69,34.69,2382987.00,10.41,1090000000,100.9,1
380900,20.24,3.74,3.74,4.98,4.98,4.87,4.87,10.48,10.48,68126.00,86.43,245050000,100.93,0
13554900,20.65,7.61,7.61,15.75,15.75,11.98,11.98,20.13,20.13,110412000.00,-0.47,23620000000,100.94,0
85300,26.96,6.06,6.06,12.85,12.85,6.39,6.39,20.46,20.46,38848.00,5.91,255890000,100.95,0
16300,13,4,4,10.17,10.17,4.84,4.84,-6.47,6.47,5393037.00,29.99,553030000,100.96,0
376600,10.78,3.95,3.95,10.34,10.34,15.54,15.54,6.94,6.94,280309.00,6.1,209190000,100.97,0
483000,38.72,3.58,3.58,12.17,12.17,9.07,9.07,11.1,11.1,193237.00,23.57,2670000000,100.97,0
388300,39.6,3.48,3.48,6.48,6.48,3.88,3.88,18.56,18.56,150684.00,15.59,2280000000,101,1
4320300,30.35,10.04,10.04,13.8,13.8,14.74,14.74,8.59,8.59,106732.00,-7.11,1190000000,101.02,0
41952300,34.11,1.85,1.85,4.92,4.92,2.71,2.71,16.58,16.58,5393037.00,29.99,55640000000,101.02,0
2196900,19.75,2.54,2.54,3.51,3.51,-8.61,8.61,0.87,0.87,5393037.00,29.99,8660000000,101.04,0
1034400,35.67,3.69,3.69,6.73,6.73,14.47,14.47,8.45,8.45,297928.00,3.2,2960000000,101.05,0
541700,23.98,-3.35,3.35,6.11,6.11,-2.36,2.36,-1.88,1.88,5393037.00,29.99,2580000000,101.05,0
365300,13.42,1.28,1.28,6.34,6.34,11.93,11.93,20.9,20.9,1037667.00,8.32,391150000,101.06,0
404200,15.19,14.47,14.47,26.58,26.58,23.6,23.6,38.59,38.59,0.00,0,1090000000,101.06,1
1075500,18.9,1.61,1.61,9.25,9.25,-7.35,7.35,3,3,248069.00,40.13,7920000000,101.08,0
657500,18.6,2.2,2.2,7.51,7.51,-13.49,13.49,3.33,3.33,248069.00,40.13,7920000000,101.1,0
131800,22.85,4.53,4.53,8.65,8.65,4.72,4.72,-4.67,4.67,201246.00,-13.48,493050000,101.1,1
49300,16.18,2.08,2.08,13.7,13.7,16.32,16.32,3.39,3.39,303956.00,0,1090000000,101.14,0
325400,34.62,4.28,4.28,7.88,7.88,23.51,23.51,24.31,24.31,2996059.00,2.74,356470000,101.21,0
244900,30.25,6.7,6.7,7.65,7.65,7.84,7.84,11.42,11.42,614337.00,17.85,2990000000,101.21,1
1484300,15.9,-3.64,3.64,8.53,8.53,8.68,8.68,31.95,31.95,273628.00,0,1820000000,101.22,0
1325800,13.34,2.77,2.77,6.21,6.21,7.84,7.84,39.54,39.54,469515.00,-51.84,1040000000,101.24,0
181000,15.2,4.9,4.9,3.26,3.26,5.92,5.92,-5.12,5.12,5393037.00,29.99,704420000,101.25,0
2070900,14.74,1.45,1.45,3.29,3.29,-2.12,2.12,6.2,6.2,91245.00,147.08,2510000000,101.25,0
257400,10.42,7.87,7.87,9.8,9.8,13.02,13.02,29.76,29.76,0.00,-100,434310000,101.25,1
670100,33.15,4.91,4.91,8.51,8.51,2.16,2.16,50.34,50.34,351097.00,40.17,414600000,101.27,0
75100,17.91,3.95,3.95,4.61,4.61,6.73,6.73,0.84,0.84,31789.00,26.33,212800000,101.29,0
671000,14.3,1.78,1.78,3.25,3.25,7.52,7.52,31.8,31.8,402545.00,2.87,933490000,101.29,0
124100,16.5,-2.42,2.42,6.38,6.38,3.38,3.38,8.84,8.84,106732.00,-7.11,1190000000,101.31,0
756500,24.87,8.75,8.75,17.81,17.81,12.89,12.89,25.67,25.67,59502.00,-16.92,322580000,101.32,0
29869300,16.39,7.26,7.26,12.65,12.65,15.1,15.1,6.15,6.15,7243000.00,-13.51,37910000000,101.32,0
212200,31.67,4.87,4.87,17.51,17.51,11.12,11.12,14.25,14.25,0.00,0,1020000000,101.33,1
1787700,31.1,3.67,3.67,20.78,20.78,18.39,18.39,11.51,11.51,10250000.00,19.6,3570000000,101.34,0
271400,10.85,2.84,2.84,3.83,3.83,6.9,6.9,8.5,8.5,5393037.00,29.99,481540000,101.34,1
877400,21.96,13.84,13.84,10.52,10.52,14.85,14.85,24,24,2383010.00,7.57,1540000000,101.36,0
927700,18.39,-3.46,3.46,3.78,3.78,5.63,5.63,-0.43,0.43,251247.00,0,1520000000,101.37,0
663800,27.17,3.07,3.07,12.46,12.46,18.7,18.7,9.91,9.91,10250000.00,19.6,3570000000,101.38,0
211000,17.72,2.19,2.19,3.14,3.14,-13.94,13.94,-4.53,4.53,783238.00,15.17,903070000,101.39,0
50800,12.48,-2.73,2.73,4.26,4.26,4.61,4.61,2.55,2.55,0.00,0,186590000,101.41,1
113600,17.22,1.29,1.29,5.9,5.9,3.11,3.11,8.37,8.37,181059.00,9.24,234320000,101.42,0
879700,17.38,3.33,3.33,6.63,6.63,6.76,6.76,18.8,18.8,16843933.00,24.01,4350000000,101.44,0
124300,37.33,12.24,12.24,16.18,16.18,18.43,18.43,38.52,38.52,0.00,0,1020000000,101.45,1
3623200,26.88,7.61,7.61,15.76,15.76,17.84,17.84,20,20,1096523.00,18.63,806860000,101.45,1
717400,22.61,2.96,2.96,6.3,6.3,6.05,6.05,-12.06,12.06,29868.00,-53.93,706490000,101.47,0
1588900,21.7,7.16,7.16,6.37,6.37,2.46,2.46,5.08,5.08,8198.00,2407.03,365650000,101.49,1
796000,18.26,5.24,5.24,6.85,6.85,14.41,14.41,30.15,30.15,601161.00,82.1,1050000000,101.51,0
6637100,23.45,-1.64,1.64,3.81,3.81,18.67,18.67,11.24,11.24,18854000.00,0,14670000000,101.52,1
1974400,35.95,-2.84,2.84,8.94,8.94,8.28,8.28,19.63,19.63,417907.00,79.14,8620000000,101.53,0
84200,10.9,3.42,3.42,18.74,18.74,19.78,19.78,14.5,14.5,0.00,0,186590000,101.53,0
564900,35.83,4.89,4.89,10.42,10.42,9.14,9.14,2.34,2.34,0.00,0,1630000000,101.53,1
2043400,15.54,7.69,7.69,5.14,5.14,12.77,12.77,25.12,25.12,4388000.00,5.03,1700000000,101.54,0
606500,35.65,-1.9,1.9,4.91,4.91,13.07,13.07,0.08,0.08,0.00,0,1630000000,101.55,1
1352900,14.58,3.62,3.62,8.24,8.24,18.83,18.83,21.3,21.3,13864704.00,21.5,2450000000,101.58,1
431800,30.99,1.81,1.81,5.84,5.84,16.11,16.11,10.56,10.56,5393037.00,29.99,2390000000,101.59,1
160300,29.8,3.8,3.8,10.17,10.17,12.79,12.79,12.28,12.28,102932.00,12.19,375200000,101.62,0
964900,12.07,7.48,7.48,13.23,13.23,4.77,4.77,1.51,1.51,251247.00,0,1520000000,101.62,0
504200,13.09,8.54,8.54,11.12,11.12,9.45,9.45,26.23,26.23,909012000.00,-0.52,6680000000,101.67,0
959700,25.95,2.77,2.77,9.96,9.96,7.59,7.59,6.44,6.44,2660465.00,-1.56,1360000000,101.68,0
41400,21.82,1.39,1.39,4.6,4.6,4.75,4.75,30.5,30.5,181059.00,9.24,234320000,101.69,0
860300,13.61,3.66,3.66,16.52,16.52,12.76,12.76,15.05,15.05,5393037.00,29.99,1950000000,101.69,0
854600,20.54,-3.11,3.11,4.32,4.32,11.09,11.09,-2.33,2.33,1088205.00,6.32,2350000000,101.71,1
29500,25.06,-2.72,2.72,8.16,8.16,7,7,8.25,8.25,851794.00,67.08,509260000,101.72,0
13057100,11.79,28.71,28.71,32.32,32.32,42.91,42.91,39.69,39.69,321084.00,25.88,4590000000,101.76,0
19300,18.13,6.84,6.84,7.15,7.15,-6.88,6.88,1.4,1.4,4931.00,12.81,311520000,101.78,0
1522500,35.95,5.74,5.74,7.15,7.15,9.6,9.6,28.16,28.16,417907.00,79.14,8620000000,101.78,0
9446200,16.05,1.45,1.45,6.57,6.57,3.88,3.88,29.75,29.75,2321947.00,85.99,568720000,101.79,0
692500,16.01,1.97,1.97,3.69,3.69,9.51,9.51,8.18,8.18,16843933.00,24.01,4350000000,101.8,0
80100,28.22,1.33,1.33,8.92,8.92,6.85,6.85,6.69,6.69,224909.00,-10.44,1010000000,101.81,0
539500,18.31,10.63,10.63,11.1,11.1,11.24,11.24,9.64,9.64,2500.00,100,2200000000,101.83,0
475500,11.8,7.27,7.27,16.83,16.83,16.26,16.26,18.59,18.59,975146.00,5.74,1080000000,101.83,1
954500,39.84,3.94,3.94,5.9,5.9,11.72,11.72,8.26,8.26,3124.00,0,3060000000,101.84,1
354100,35.27,-4.21,4.21,4.32,4.32,5.19,5.19,-5.32,5.32,244091.00,0,2380000000,101.86,0
119600,12.43,4.37,4.37,6.51,6.51,8.37,8.37,20.68,20.68,17151.00,88.1,54850000,101.86,1
177300,34.12,2.62,2.62,4.98,4.98,7.03,7.03,-2.26,2.26,129.00,0,3830000000,101.88,0
2595000,17.61,2.98,2.98,3.04,3.04,1.73,1.73,0.69,0.69,110412000.00,-0.47,23620000000,101.89,1
604600,22.7,1.57,1.57,6.32,6.32,7.33,7.33,21.39,21.39,24016907.00,38.96,1130000000,101.9,0
447400,23.79,2.99,2.99,24.29,24.29,17.89,17.89,31.73,31.73,224909.00,-10.44,1010000000,101.92,0
1097500,10.23,8.95,8.95,7.23,7.23,5.79,5.79,14.81,14.81,711518.00,14.61,643350000,101.94,0
322700,28.99,4.02,4.02,4.43,4.43,11.63,11.63,7.41,7.41,1360856.00,11.98,189580000,101.96,1
764700,15.65,1.95,1.95,9.44,9.44,6.46,6.46,27.24,27.24,538231.00,3.61,203210000,101.97,0
255100,29.89,4.15,4.15,3.21,3.21,-4.57,4.57,0.67,0.67,303956.00,0,1090000000,101.97,0
3226800,17.73,2.54,2.54,6.94,6.94,14.46,14.46,26.82,26.82,2562984.00,49.44,33480000000,101.99,0
721300,23.5,5.38,5.38,5.15,5.15,10.33,10.33,21.76,21.76,5393037.00,29.99,757930000,101.99,0
507300,15.45,1.98,1.98,3.55,3.55,4.75,4.75,42.66,42.66,1037667.00,8.32,391150000,102,0
93000,20.85,3.22,3.22,3.99,3.99,5.57,5.57,2.71,2.71,162720.00,7.41,352850000,102,1
715400,30.17,3,3,4.61,4.61,8.72,8.72,17.07,17.07,193118.00,16.98,611780000,102,1
1747500,21.1,4.98,4.98,4.2,4.2,4.46,4.46,1.2,1.2,523008.00,16.73,3590000000,102.01,0
18922700,10.8,-2.09,2.09,4.25,4.25,-5.59,5.59,-16.02,16.02,5939000.00,33.67,979020000,102.01,0
132200,12.2,10.41,10.41,7.02,7.02,4.45,4.45,32.18,32.18,0.00,0,186590000,102.01,0
453100,21,4.48,4.48,4.48,4.48,4.48,4.48,14.75,14.75,142373.00,24.79,1660000000,102.01,1
315000,15.7,4.74,4.74,6.73,6.73,12.87,12.87,6.22,6.22,660660.00,0,2540000000,102.02,0
1109300,18.55,2.83,2.83,3.75,3.75,5.64,5.64,5.94,5.94,67820000000.00,22.84,39430000000,102.02,1
1570800,15.64,-2.13,2.13,8.39,8.39,10.14,10.14,77.73,77.73,183866.00,70.88,4610000000,102.02,1
174600,10.6,7.72,7.72,16.61,16.61,-1.49,1.49,22.4,22.4,0.00,0,534540000,102.05,1
409200,31.14,2.06,2.06,5.74,5.74,-14.07,14.07,-7.07,7.07,5393037.00,29.99,2750000000,102.05,1
121300,19.3,3.49,3.49,11.88,11.88,9.91,9.91,21.38,21.38,5393037.00,29.99,6860000000,102.06,1
63400,13.79,9.01,9.01,12.66,12.66,13.4,13.4,10.32,10.32,139751.00,-49,111990000,102.08,0
10660800,19.19,4.12,4.12,7.57,7.57,4.07,4.07,11.7,11.7,110412000.00,-0.47,23620000000,102.08,1
1081200,19.94,3.1,3.1,4.23,4.23,1.79,1.79,-5.68,5.68,1088205.00,6.32,2350000000,102.09,1
219800,14.01,3.93,3.93,7.36,7.36,5.9,5.9,-6.41,6.41,19626.00,64.18,630750000,102.1,0
374000,11.8,2.08,2.08,10.8,10.8,8.36,8.36,23.04,23.04,280309.00,6.1,209190000,102.1,1
2648100,15.11,5.44,5.44,5.22,5.22,14.04,14.04,-14.15,14.15,1893200.00,0,553400000,102.12,1
17742000,23.42,7.19,7.19,7.58,7.58,31.28,31.28,31.72,31.72,110412000.00,-0.47,23620000000,102.13,0
3357600,13.92,5.78,5.78,5.45,5.45,7.24,7.24,-2.25,2.25,91245.00,147.08,2510000000,102.15,0
193200,31.07,1.9,1.9,3.64,3.64,2.41,2.41,9.06,9.06,5393037.00,29.99,451500000,102.19,1
129700,27.32,2.67,2.67,5.44,5.44,1.98,1.98,4.71,4.71,224909.00,-10.44,1010000000,102.2,0
427000,20.82,2.87,2.87,7.26,7.26,4.36,4.36,20.56,20.56,5393037.00,29.99,855950000,102.2,0
110300,28.3,2.91,2.91,8.85,8.85,11.2,11.2,14.34,14.34,47034.00,36.43,249280000,102.21,0
1538800,17.85,15.53,15.53,16.9,16.9,21.26,21.26,17.2,17.2,1037667.00,8.32,391150000,102.23,0
2976300,23.84,-2.65,2.65,3.61,3.61,-2.81,2.81,-3.25,3.25,5393037.00,29.99,2240000000,102.23,1
574900,16.5,1.85,1.85,11.64,11.64,16.28,16.28,28.21,28.21,257664.00,28.69,4520000000,102.25,0
806300,20.15,8.04,8.04,10.41,10.41,10.41,10.41,6.33,6.33,627063.00,44.17,867050000,102.28,0
131900,19.47,4.96,4.96,6.34,6.34,9.69,9.69,21.99,21.99,896900.00,-29.12,799270000,102.29,0
2504800,17.6,4.82,4.82,12.53,12.53,10.62,10.62,22.65,22.65,1893200.00,0,553400000,102.29,0
1709800,24.78,12.18,12.18,26.95,26.95,23.28,23.28,22.25,22.25,86.00,0,115060000,102.29,1
190900,17.8,1.37,1.37,3.73,3.73,-2.41,2.41,5.95,5.95,317373.00,13.06,20460000,102.3,0
916600,14.78,12.4,12.4,22.45,22.45,28.41,28.41,-12.96,12.96,4740.00,15.44,2300000000,102.31,0
96600,39.66,3.17,3.17,11.84,11.84,10.97,10.97,7.74,7.74,896900.00,-29.12,799270000,102.32,0
4323200,11.96,6.5,6.5,10.74,10.74,6.5,6.5,13.8,13.8,5393037.00,29.99,1970000000,102.34,0
3042500,11.44,2.23,2.23,5.63,5.63,9.06,9.06,59.11,59.11,5393037.00,29.99,2420000000,102.35,0
1107700,24.2,-2.69,2.69,4.22,4.22,5.68,5.68,11.52,11.52,257654.00,22.15,2710000000,102.36,0
283900,36.35,-4.97,4.97,3.12,3.12,7.07,7.07,-24.97,24.97,14414.00,289.15,285290000,102.38,0
151400,10.5,-4.98,4.98,3.45,3.45,-10.1,10.1,-23.25,23.25,225958.00,11.2,196640000,102.38,0
111100,31.9,-3.42,3.42,7.41,7.41,8.06,8.06,-1.15,1.15,5393037.00,29.99,1720000000,102.39,1
1313100,10.82,7.77,7.77,13.3,13.3,7.77,7.77,-15.4,15.4,120065.00,80.01,109770000,102.42,0
19261400,15.66,4.26,4.26,6.1,6.1,2.02,2.02,-13.67,13.67,7243000.00,-13.51,37910000000,102.43,0
139500,15.45,2.86,2.86,7.29,7.29,1.98,1.98,0.98,0.98,47034.00,36.43,249280000,102.43,0
1539200,14.87,5.54,5.54,6.98,6.98,7.6,7.6,-1.06,1.06,321084.00,25.88,4590000000,102.44,0
638700,22.35,-0.09,0.09,3.04,3.04,-9.95,9.95,-21.69,21.69,5393037.00,29.99,2580000000,102.44,0
426600,21.25,2.81,2.81,6.78,6.78,21.22,21.22,32.07,32.07,10505.00,-92.7,318540000,102.45,1
236200,19.1,5.41,5.41,5.7,5.7,1.65,1.65,1.6,1.6,896900.00,-29.12,799270000,102.46,1
1093500,11,3.68,3.68,11.79,11.79,15.18,15.18,21.28,21.28,1450900.00,8.97,431020000,102.48,1
685300,12.43,1.97,1.97,3.33,3.33,5.34,5.34,13.31,13.31,251247.00,0,1520000000,102.49,0
543200,14.11,-3.75,3.75,19.37,19.37,26.66,26.66,39.15,39.15,0.00,0,163470000,102.49,1
299800,13.36,2.93,2.93,17.5,17.5,16.78,16.78,19.07,19.07,225958.00,11.2,196640000,102.5,0
220700,12.4,2.56,2.56,4.82,4.82,1.89,1.89,-3.28,3.28,14934780.00,6.49,4520000000,102.51,0
152300,13.07,1.63,1.63,4.56,4.56,5.23,5.23,0.23,0.23,70759.00,34.73,215480000,102.52,0
269200,28.8,2.31,2.31,4.5,4.5,14.79,14.79,-14,14,102932.00,12.19,375200000,102.52,0
3238500,36.71,3.88,3.88,6.5,6.5,10.14,10.14,53.34,53.34,18313000.00,-4.52,2920000000,102.52,0
572400,13.8,1.4,1.4,18.15,18.15,14.33,14.33,14.81,14.81,5393037.00,29.99,1950000000,102.53,0
895700,21.7,4.83,4.83,13.97,13.97,15.12,15.12,33.54,33.54,2044312.00,-0.8,674720000,102.54,0
371700,31.72,-2.43,2.43,7.82,7.82,1.47,1.47,-12.52,12.52,123954.00,36.8,1360000000,102.55,0
262600,38.58,2.12,2.12,3.77,3.77,6.75,6.75,4.3,4.3,193237.00,23.57,2670000000,102.57,0
1286200,19.04,27.87,27.87,31.58,31.58,33.52,33.52,33.05,33.05,5393037.00,29.99,263930000,102.59,1
2136500,13.8,-1.71,1.71,4.15,4.15,-17.76,17.76,-16.52,16.52,1893200.00,0,553400000,102.6,1
3392600,12.1,3.86,3.86,14.91,14.91,-15.38,15.38,-9.23,9.23,995789.00,1.29,672700000,102.61,0
319400,17.48,2.34,2.34,3.62,3.62,6.52,6.52,11.13,11.13,660660.00,0,2540000000,102.61,0
9565600,29.36,8.78,8.78,138.89,138.89,132.83,132.83,118.13,118.13,9835.00,100,2350000000,102.63,0
549900,38.52,4.16,4.16,3.46,3.46,1.37,1.37,-17.18,17.18,264734.00,36.19,3260000000,102.63,0
213100,24.02,1.56,1.56,4.43,4.43,6.42,6.42,0.8,0.8,224909.00,-10.44,1010000000,102.66,0
215500,30.26,2.75,2.75,5.29,5.29,11.41,11.41,18.57,18.57,1715081.00,28.89,145800000,102.68,1
26392200,35.95,1.47,1.47,3.96,3.96,10.79,10.79,18.33,18.33,23406000.00,-22.98,57880000000,102.69,0
156052200,26,11.83,11.83,13.94,13.94,18.13,18.13,9.8,9.8,5393037.00,29.99,55640000000,102.7,0
151700,21.45,2.14,2.14,11.54,11.54,5.77,5.77,-3.68,3.68,0.00,0,1090000000,102.7,1
123900,37.8,1.83,1.83,8.81,8.81,11.5,11.5,21.86,21.86,896900.00,-29.12,799270000,102.73,0
801400,27.23,5.58,5.58,3.38,3.38,8.06,8.06,11.14,11.14,5393037.00,29.99,2580000000,102.75,0
569600,11.35,2.71,2.71,4.13,4.13,5.09,5.09,24.04,24.04,3756000.00,0,250020000,102.75,1
82500,11.52,5.4,5.4,9.3,9.3,26.59,26.59,21.01,21.01,0.00,0,186590000,102.78,0
295500,13.08,6.6,6.6,6.08,6.08,13.74,13.74,14.04,14.04,0.00,0,366440000,102.81,1
280600,36.95,2.64,2.64,7.1,7.1,2.78,2.78,35.6,35.6,291220.00,27.82,1930000000,102.82,1
780400,12.53,3.13,3.13,22.6,22.6,7.19,7.19,10.98,10.98,0.00,0,186590000,102.84,0
10582900,16.24,9.21,9.21,7.69,7.69,11.16,11.16,13.41,13.41,91245.00,147.08,2510000000,102.86,0
934300,22.29,1.46,1.46,3.34,3.34,-1.81,1.81,2.2,2.2,3239902.00,-1.95,176520000,102.86,0
10350600,15.77,24.57,24.57,24.76,24.76,23.69,23.69,23.78,23.78,1447600.00,-9.64,131170000,102.88,0
1103600,10.91,3.22,3.22,5.61,5.61,-1.27,1.27,4,4,5393037.00,29.99,2420000000,102.88,0
499400,24.61,-2.34,2.34,3.27,3.27,5.22,5.22,-16.18,16.18,1360043.00,27.74,1480000000,102.9,1
