tcin,location_id,location_type_c,start_d,end_d
"13462173","867","STR","2023-08-13","9999-12-31"
"13462173","868","STR","2021-06-06","9999-12-31"
"13462173","870","STR","2021-06-06","9999-12-31"
"13462173","871","STR","2021-06-06","9999-12-31"
"13462173","872","STR","2021-06-06","9999-12-31"
"13462173","873","STR","2021-06-06","9999-12-31"
"13462173","874","STR","2021-06-06","9999-12-31"
"13462173","875","STR","2021-06-06","9999-12-31"
"13462173","876","STR","2021-06-06","9999-12-31"
"13462173","877","STR","2021-06-06","9999-12-31"
"13462173","878","STR","2021-06-06","9999-12-31"
"13462173","879","STR","2021-06-06","9999-12-31"
"13462173","881","STR","2021-06-06","9999-12-31"
"13462173","882","STR","2021-06-06","9999-12-31"
"13462173","883","STR","2021-06-06","9999-12-31"
"13462173","884","STR","2021-06-27","9999-12-31"
"13462173","885","STR","2021-06-06","9999-12-31"
"13462173","887","STR","2021-06-06","9999-12-31"
"13462173","888","STR","2021-06-06","9999-12-31"
"13462173","891","STR","2021-02-28","9999-12-31"
"13462173","893","STR","2021-06-06","9999-12-31"
"13462173","894","STR","2021-06-06","9999-12-31"
"13462173","895","STR","2021-02-28","9999-12-31"
"13462173","896","STR","2021-06-06","9999-12-31"
"13462173","897","STR","2021-06-06","9999-12-31"
"13462173","898","STR","2021-06-06","9999-12-31"
"13462173","899","STR","2021-06-06","9999-12-31"
"13462173","901","STR","2021-06-06","9999-12-31"
"13462173","907","STR","2021-06-06","9999-12-31"
"13462173","909","STR","2021-06-06","9999-12-31"
"13462173","910","STR","2021-06-06","9999-12-31"
"13462173","911","STR","2021-06-06","9999-12-31"
"13462173","912","STR","2021-06-06","9999-12-31"
"13462173","913","STR","2021-06-06","9999-12-31"
"13462173","914","STR","2021-06-06","9999-12-31"
"13462173","917","STR","2022-09-04","9999-12-31"
"13462173","918","STR","2021-06-06","9999-12-31"
"13462173","919","STR","2021-06-06","9999-12-31"
"13462173","920","STR","2021-06-06","9999-12-31"
"13462173","922","STR","2021-06-06","9999-12-31"
"13462173","923","STR","2021-06-06","9999-12-31"
"13462173","924","STR","2021-06-06","9999-12-31"
"13462173","927","STR","2021-06-06","9999-12-31"
"13462173","928","STR","2021-06-06","9999-12-31"
"13462173","929","STR","2021-06-06","9999-12-31"
"13462173","935","STR","2021-06-06","9999-12-31"
"13462173","936","STR","2021-06-06","9999-12-31"
"13462173","937","STR","2021-06-06","9999-12-31"
"13462173","938","STR","2021-06-06","9999-12-31"
"13462173","939","STR","2021-06-06","9999-12-31"
"13462173","940","STR","2021-06-06","9999-12-31"
"13462173","941","STR","2021-06-06","9999-12-31"
"13462173","942","STR","2021-06-06","9999-12-31"
"13462173","943","STR","2021-06-06","9999-12-31"
"13462173","945","STR","2021-06-06","9999-12-31"
"13462173","947","STR","2021-06-06","9999-12-31"
"13462173","949","STR","2021-06-06","9999-12-31"
"13462173","950","STR","2021-02-28","9999-12-31"
"13462173","955","STR","2021-06-06","9999-12-31"
"13462173","957","STR","2021-06-06","9999-12-31"
"13462173","961","STR","2021-06-06","9999-12-31"
"13462173","962","STR","2021-06-06","9999-12-31"
"13462173","963","STR","2021-06-06","9999-12-31"
"13462173","964","STR","2021-06-06","9999-12-31"
"13462173","966","STR","2021-06-06","9999-12-31"
"13462173","967","STR","2021-06-06","9999-12-31"
"13462173","968","STR","2021-06-06","9999-12-31"
"13462173","970","STR","2021-06-06","9999-12-31"
"13462173","981","STR","2021-06-06","9999-12-31"
"13462173","984","STR","2021-06-06","9999-12-31"
"13462173","985","STR","2021-06-06","9999-12-31"
"13462173","989","STR","2021-06-06","9999-12-31"
"13462173","992","STR","2021-06-06","9999-12-31"
"13462173","993","STR","2021-06-06","9999-12-31"
"13462173","995","STR","2021-06-06","9999-12-31"
"13462173","996","STR","2021-06-06","9999-12-31"
"13462173","997","STR","2021-09-05","9999-12-31"
"13462173","1005","STR","2021-06-06","9999-12-31"
"13462173","1009","STR","2021-06-06","9999-12-31"
"13462173","1015","STR","2021-06-06","9999-12-31"
"13462173","1016","STR","2021-06-06","9999-12-31"
"13462173","1017","STR","2021-06-06","9999-12-31"
"13462173","1018","STR","2021-06-06","9999-12-31"
"13462173","1019","STR","2021-06-06","9999-12-31"
"13462173","1021","STR","2021-06-06","9999-12-31"
"13462173","1022","STR","2021-06-06","9999-12-31"
"13462173","1023","STR","2021-06-06","9999-12-31"
"13462173","1024","STR","2021-06-06","9999-12-31"
"13462173","1025","STR","2021-06-06","9999-12-31"
"13462173","1026","STR","2021-06-06","9999-12-31"
"13462173","1027","STR","2021-06-06","9999-12-31"
"13462173","1028","STR","2021-10-03","9999-12-31"
"13462173","1029","STR","2021-05-23","9999-12-31"
"13462173","1031","STR","2021-06-06","9999-12-31"
"13462173","1032","STR","2021-06-06","9999-12-31"
"13462173","1033","STR","2021-06-06","9999-12-31"
"13462173","1035","STR","2021-06-06","9999-12-31"
"13462173","1036","STR","2021-06-06","9999-12-31"
"13462173","1037","STR","2021-06-06","9999-12-31"
"13462173","1038","STR","2021-06-06","9999-12-31"
"13462173","1039","STR","2021-06-06","9999-12-31"
"13462173","1040","STR","2021-06-06","9999-12-31"
"13462173","1041","STR","2021-06-06","9999-12-31"
"13462173","1047","STR","2021-06-06","9999-12-31"
"13462173","1048","STR","2021-06-06","9999-12-31"
"13462173","1049","STR","2021-06-06","9999-12-31"
"13462173","1050","STR","2021-06-06","9999-12-31"
"13462173","1051","STR","2021-06-06","9999-12-31"
"13462173","1052","STR","2021-06-06","9999-12-31"
"13462173","1053","STR","2021-06-06","9999-12-31"
"13462173","1054","STR","2021-06-06","9999-12-31"
"13462173","1058","STR","2021-06-06","9999-12-31"
"13462173","1060","STR","2021-06-06","9999-12-31"
"13462173","1061","STR","2021-06-06","9999-12-31"
"13462173","1062","STR","2021-06-06","9999-12-31"
"13462173","1063","STR","2021-06-06","9999-12-31"
"13462173","1064","STR","2021-06-06","9999-12-31"
"13462173","1065","STR","2021-06-06","9999-12-31"
"13462173","1066","STR","2021-06-06","9999-12-31"
"13462173","1069","STR","2021-06-06","9999-12-31"
"13462173","1070","STR","2021-06-06","9999-12-31"
"13462173","1071","STR","2021-06-06","9999-12-31"
"13462173","1072","STR","2021-06-06","9999-12-31"
"13462173","1073","STR","2021-02-28","9999-12-31"
"13462173","1074","STR","2021-06-06","9999-12-31"
"13462173","1075","STR","2021-06-06","9999-12-31"
"13462173","1076","STR","2021-06-06","9999-12-31"
"13462173","1077","STR","2021-06-06","9999-12-31"
"13462173","1078","STR","2021-06-06","9999-12-31"
"13462173","1080","STR","2021-06-06","9999-12-31"
"13462173","1081","STR","2021-06-06","9999-12-31"
"13462173","1086","STR","2021-06-06","9999-12-31"
"13462173","1087","STR","2021-06-06","9999-12-31"
"13462173","1088","STR","2021-06-06","9999-12-31"
"13462173","1091","STR","2021-06-06","9999-12-31"
"13462173","1092","STR","2021-06-06","9999-12-31"
"13462173","1094","STR","2021-06-06","9999-12-31"
"13462173","1097","STR","2021-06-06","9999-12-31"
"13462173","1098","STR","2021-06-06","9999-12-31"
"13462173","1100","STR","2021-06-06","9999-12-31"
"13462173","1101","STR","2021-06-06","9999-12-31"
"13462173","1102","STR","2021-06-06","9999-12-31"
"13462173","1103","STR","2021-06-06","9999-12-31"
"13462173","1104","STR","2021-06-06","9999-12-31"
"13462173","1105","STR","2021-06-06","9999-12-31"
"13462173","1106","STR","2021-06-06","9999-12-31"
"13462173","1107","STR","2021-06-06","9999-12-31"
"13462173","1110","STR","2021-06-06","9999-12-31"
"13462173","1112","STR","2021-06-06","9999-12-31"
"13462173","1113","STR","2021-06-06","9999-12-31"
"13462173","1114","STR","2021-06-06","9999-12-31"
"13462173","1115","STR","2021-06-06","9999-12-31"
"13462173","1116","STR","2021-06-06","9999-12-31"
"13462173","1118","STR","2021-06-06","9999-12-31"
"13462173","1120","STR","2021-06-06","9999-12-31"
"13462173","1121","STR","2021-06-06","9999-12-31"
"13462173","1122","STR","2021-06-06","9999-12-31"
"13462173","1124","STR","2021-06-06","9999-12-31"
"13462173","1125","STR","2021-06-06","9999-12-31"
"13462173","1128","STR","2021-06-06","9999-12-31"
"13462173","1129","STR","2021-06-06","9999-12-31"
"13462173","1131","STR","2021-06-06","9999-12-31"
"13462173","1140","STR","2021-06-06","9999-12-31"
"13462173","1141","STR","2021-06-06","9999-12-31"
"13462173","1143","STR","2021-06-06","9999-12-31"
"13462173","1144","STR","2021-10-31","9999-12-31"
"13462173","1161","STR","2021-06-06","9999-12-31"
"13462173","1162","STR","2021-06-06","9999-12-31"
"13462173","1163","STR","2021-06-06","9999-12-31"
"13462173","1164","STR","2021-06-06","9999-12-31"
"13462173","1165","STR","2021-06-06","9999-12-31"
"13462173","1166","STR","2021-06-06","9999-12-31"
"13462173","1167","STR","2021-06-06","9999-12-31"
"13462173","1168","STR","2021-06-06","9999-12-31"
"13462173","1170","STR","2021-06-06","9999-12-31"
"13462173","1171","STR","2021-06-06","9999-12-31"
"13462173","1172","STR","2021-02-28","9999-12-31"
"13462173","1176","STR","2021-06-06","9999-12-31"
"13462173","1177","STR","2021-06-06","9999-12-31"
"13462173","1178","STR","2023-02-26","9999-12-31"
"13462173","1180","STR","2021-06-06","9999-12-31"
"13462173","1181","STR","2021-06-06","9999-12-31"
"13462173","1182","STR","2021-06-06","9999-12-31"
"13462173","1185","STR","2021-06-06","9999-12-31"
"13462173","1186","STR","2021-06-06","9999-12-31"
"13462173","1197","STR","2021-06-06","9999-12-31"
"13462173","1198","STR","2021-06-06","9999-12-31"
"13462173","1199","STR","2021-06-06","9999-12-31"
"13462173","1200","STR","2021-06-06","9999-12-31"
"13462173","1201","STR","2021-06-06","9999-12-31"
"13462173","1204","STR","2021-06-06","9999-12-31"
"13462173","1205","STR","2021-06-06","9999-12-31"
"13462173","1207","STR","2021-06-06","9999-12-31"
"13462173","1208","STR","2021-06-06","9999-12-31"
"13462173","1209","STR","2021-06-06","9999-12-31"
"13462173","1212","STR","2021-06-06","9999-12-31"
"13462173","1213","STR","2021-06-06","9999-12-31"
"13462173","1214","STR","2021-06-06","9999-12-31"
"13462173","1215","STR","2021-06-06","9999-12-31"
"13462173","1223","STR","2021-06-06","9999-12-31"
"13462173","1225","STR","2021-06-06","9999-12-31"
"13462173","1226","STR","2021-06-06","9999-12-31"
"13462173","1227","STR","2021-06-06","9999-12-31"
"13462173","1228","STR","2021-06-06","9999-12-31"
"13462173","1229","STR","2021-06-06","9999-12-31"
"13462173","1230","STR","2021-06-06","9999-12-31"
"13462173","1231","STR","2021-06-06","9999-12-31"
"13462173","1234","STR","2021-06-06","9999-12-31"
"13462173","1236","STR","2021-06-06","9999-12-31"
"13462173","1237","STR","2021-06-06","9999-12-31"
"13462173","1238","STR","2021-06-06","9999-12-31"
"13462173","1239","STR","2021-06-06","9999-12-31"
"13462173","1241","STR","2021-06-06","9999-12-31"
"13462173","1242","STR","2021-06-06","9999-12-31"
"13462173","1246","STR","2021-02-28","9999-12-31"
"13462173","1248","STR","2021-06-06","9999-12-31"
"13462173","1251","STR","2021-06-06","9999-12-31"
"13462173","1252","STR","2021-06-06","9999-12-31"
"13462173","1261","STR","2021-06-06","9999-12-31"
"13462173","1269","STR","2023-08-27","2024-01-06"
"13462173","1273","STR","2021-06-06","9999-12-31"
"13462173","1274","STR","2021-06-06","9999-12-31"
"13462173","1275","STR","2021-06-06","9999-12-31"
"13462173","1278","STR","2021-06-06","9999-12-31"
"13462173","1279","STR","2021-06-06","9999-12-31"
"13462173","1282","STR","2021-06-06","9999-12-31"
"13462173","1283","STR","2021-06-06","9999-12-31"
"13462173","1284","STR","2021-06-06","9999-12-31"
"13462173","1285","STR","2021-06-06","9999-12-31"
"13462173","1286","STR","2021-06-06","9999-12-31"
"13462173","1292","STR","2021-06-06","9999-12-31"
"13462173","1293","STR","2021-06-06","9999-12-31"
"13462173","1294","STR","2021-06-06","9999-12-31"
"13462173","1298","STR","2021-06-06","9999-12-31"
"13462173","1299","STR","2021-06-06","9999-12-31"
"13462173","1300","STR","2021-06-06","9999-12-31"
"13462173","1301","STR","2021-06-06","9999-12-31"
"13462173","1304","STR","2021-06-06","9999-12-31"
"13462173","1305","STR","2021-06-06","9999-12-31"
"13462173","1306","STR","2021-10-17","9999-12-31"
"13462173","1309","STR","2021-08-29","9999-12-31"
