tcin,location_id,location_type_c,start_d,end_d
"13462173","3302","STR","2021-06-06","9999-12-31"
"13462173","3306","STR","2021-06-06","9999-12-31"
"13462173","3307","STR","2021-06-06","9999-12-31"
"13462173","3314","STR","2021-06-06","9999-12-31"
"13462173","3315","STR","2021-06-06","9999-12-31"
"13462173","3317","STR","2021-06-06","9999-12-31"
"13462173","3319","STR","2021-06-06","9999-12-31"
"13462173","3322","STR","2024-03-13","9999-12-31"
"13462173","3323","STR","2021-06-06","9999-12-31"
"13462173","3324","STR","2021-06-06","9999-12-31"
"13462173","3335","STR","2021-06-06","9999-12-31"
"13462173","3336","STR","2021-06-06","9999-12-31"
"13462173","3338","STR","2021-05-23","9999-12-31"
"13462173","3341","STR","2021-06-06","9999-12-31"
"13462173","3342","STR","2021-06-06","9999-12-31"
"13462173","3343","STR","2023-03-29","9999-12-31"
"13462173","3344","STR","2021-10-17","9999-12-31"
"13462173","3345","STR","2021-08-11","9999-12-31"
"13462173","3346","STR","2021-03-10","9999-12-31"
"13462173","3347","STR","2022-01-02","2024-03-16"
"13462173","3349","STR","2021-06-06","9999-12-31"
"13462173","3350","STR","2021-06-06","9999-12-31"
"13462173","3353","STR","2021-02-28","9999-12-31"
"13462173","3354","STR","2021-06-06","9999-12-31"
"13462173","3355","STR","2021-06-06","9999-12-31"
"13462173","3359","STR","2021-06-06","9999-12-31"
"13462173","3360","STR","2021-06-06","9999-12-31"
"13462173","3362","STR","2021-04-14","9999-12-31"
"13462173","3366","STR","2021-06-06","9999-12-31"
"13462173","3371","STR","2021-06-06","9999-12-31"
"13462173","3374","STR","2021-06-06","9999-12-31"
"13462173","3375","STR","2021-06-06","9999-12-31"
"13462173","3378","STR","2021-11-10","9999-12-31"
"13462173","3384","STR","2021-06-06","9999-12-31"
"13462173","3386","STR","2023-08-13","9999-12-31"
"13462173","3391","STR","2022-03-30","9999-12-31"
"13462173","3393","STR","2022-05-15","9999-12-31"
"13462173","3400","STR","2021-10-20","9999-12-31"
"13462173","3401","STR","2021-11-04","9999-12-31"
"13462173","3402","STR","2021-07-14","9999-12-31"
"13462173","3403","STR","2023-02-26","9999-12-31"
"13462173","3406","STR","2022-11-02","9999-12-31"
"13462173","3407","STR","2021-10-20","9999-12-31"
"13462173","3410","STR","2022-09-24","9999-12-31"
"13462173","3413","STR","2022-07-13","9999-12-31"
"13462173","3414","STR","2023-04-02","9999-12-31"
"13462173","3415","STR","2021-09-22","9999-12-31"
"13462173","3420","STR","2023-10-18","9999-12-31"
"13462173","3421","STR","2023-07-12","9999-12-31"
"13462173","3422","STR","2022-03-30","9999-12-31"
"13462173","3424","STR","2022-11-16","9999-12-31"
"13462173","3427","STR","2023-07-12","9999-12-31"
"13462173","3428","STR","2022-05-11","9999-12-31"
"13462173","3430","STR","2022-04-06","9999-12-31"
"13462173","3437","STR","2022-11-02","9999-12-31"
"13462173","3441","STR","2022-10-22","9999-12-31"
"13462173","3445","STR","2023-03-29","9999-12-31"
"13462173","3446","STR","2023-07-12","9999-12-31"
"13462173","3447","STR","2024-03-13","9999-12-31"
"13462173","3451","STR","2024-04-10","9999-12-31"
"13462173","3680","DC","2023-08-04","9999-12-31"
"13462173","3683","DC","2023-08-04","9999-12-31"
"13462173","3801","DC","2021-02-28","9999-12-31"
"13462173","3802","DC","2021-06-06","9999-12-31"
"13462173","3803","DC","2021-02-28","9999-12-31"
"13462173","3804","DC","2021-02-28","9999-12-31"
"13462173","3806","DC","2021-02-28","9999-12-31"
"13462173","3808","DC","2021-02-28","9999-12-31"
"13462173","3811","DC","2021-06-06","9999-12-31"
"13462173","3856","DC","2023-09-20","9999-12-31"
"13462173","3865","DC","2021-10-13","9999-12-31"
"13954338","3","STR","2021-01-17","9999-12-31"
"13954338","4","STR","2021-01-17","9999-12-31"
"13954338","5","STR","2021-01-17","9999-12-31"
"13954338","12","STR","2021-01-17","9999-12-31"
"13954338","13","STR","2021-01-17","9999-12-31"
"13954338","19","STR","2021-01-17","9999-12-31"
"13954338","26","STR","2021-01-17","9999-12-31"
"13954338","43","STR","2021-01-17","9999-12-31"
"13954338","48","STR","2021-01-17","9999-12-31"
"13954338","52","STR","2021-01-17","9999-12-31"
"13954338","55","STR","2021-01-17","9999-12-31"
"13954338","61","STR","2021-05-30","9999-12-31"
"13954338","64","STR","2021-01-17","9999-12-31"
"13954338","67","STR","2021-01-17","9999-12-31"
"13954338","68","STR","2021-01-17","9999-12-31"
"13954338","69","STR","2021-01-17","9999-12-31"
"13954338","75","STR","2021-01-17","9999-12-31"
"13954338","76","STR","2021-01-17","9999-12-31"
"13954338","78","STR","2021-01-17","9999-12-31"
"13954338","79","STR","2021-01-17","9999-12-31"
"13954338","80","STR","2021-01-17","9999-12-31"
"13954338","82","STR","2021-01-17","9999-12-31"
"13954338","83","STR","2021-01-17","9999-12-31"
"13954338","85","STR","2021-01-17","9999-12-31"
"13954338","86","STR","2021-01-17","9999-12-31"
"13954338","90","STR","2021-01-17","9999-12-31"
"13954338","93","STR","2021-01-17","9999-12-31"
"13954338","95","STR","2021-01-17","9999-12-31"
"13954338","96","STR","2021-01-17","9999-12-31"
"13954338","100","STR","2021-01-17","9999-12-31"
"13954338","108","STR","2021-01-17","9999-12-31"
"13954338","111","STR","2021-01-17","9999-12-31"
"13954338","137","STR","2021-01-17","9999-12-31"
"13954338","139","STR","2021-01-17","9999-12-31"
"13954338","144","STR","2021-01-17","9999-12-31"
"13954338","146","STR","2021-01-17","9999-12-31"
"13954338","147","STR","2021-01-17","9999-12-31"
"13954338","151","STR","2021-01-17","9999-12-31"
"13954338","152","STR","2021-01-17","9999-12-31"
"13954338","154","STR","2021-01-17","9999-12-31"
"13954338","158","STR","2021-01-17","9999-12-31"
"13954338","162","STR","2021-01-17","9999-12-31"
"13954338","164","STR","2021-01-17","9999-12-31"
"13954338","167","STR","2021-01-17","9999-12-31"
"13954338","171","STR","2021-01-17","9999-12-31"
"13954338","176","STR","2021-01-17","9999-12-31"
"13954338","183","STR","2021-01-17","9999-12-31"
"13954338","184","STR","2021-01-17","9999-12-31"
"13954338","188","STR","2021-01-17","9999-12-31"
"13954338","189","STR","2021-01-17","9999-12-31"
"13954338","190","STR","2021-01-17","9999-12-31"
"13954338","192","STR","2021-01-17","9999-12-31"
"13954338","193","STR","2021-01-17","9999-12-31"
"13954338","195","STR","2021-01-17","9999-12-31"
"13954338","198","STR","2021-01-17","9999-12-31"
"13954338","199","STR","2021-01-17","9999-12-31"
"13954338","200","STR","2021-01-17","9999-12-31"
"13954338","201","STR","2021-01-17","9999-12-31"
"13954338","203","STR","2021-01-17","9999-12-31"
"13954338","205","STR","2021-01-17","9999-12-31"
"13954338","212","STR","2021-01-17","9999-12-31"
"13954338","215","STR","2021-01-17","9999-12-31"
"13954338","217","STR","2021-01-17","9999-12-31"
"13954338","219","STR","2021-01-17","9999-12-31"
"13954338","220","STR","2021-01-17","9999-12-31"
"13954338","221","STR","2021-01-17","9999-12-31"
"13954338","222","STR","2021-01-21","9999-12-31"
"13954338","223","STR","2021-01-17","9999-12-31"
"13954338","224","STR","2021-01-17","9999-12-31"
"13954338","226","STR","2021-01-17","9999-12-31"
"13954338","227","STR","2021-01-17","9999-12-31"
"13954338","228","STR","2021-01-17","9999-12-31"
"13954338","229","STR","2021-01-17","9999-12-31"
"13954338","230","STR","2021-07-18","9999-12-31"
"13954338","233","STR","2021-01-17","9999-12-31"
"13954338","238","STR","2021-01-17","9999-12-31"
"13954338","239","STR","2021-01-17","9999-12-31"
"13954338","245","STR","2021-01-17","9999-12-31"
"13954338","246","STR","2021-01-17","9999-12-31"
"13954338","249","STR","2021-01-17","9999-12-31"
"13954338","250","STR","2021-01-17","9999-12-31"
"13954338","251","STR","2021-01-17","9999-12-31"
"13954338","253","STR","2021-01-17","9999-12-31"
"13954338","254","STR","2021-01-17","9999-12-31"
"13954338","255","STR","2021-01-17","9999-12-31"
"13954338","256","STR","2021-01-17","9999-12-31"
"13954338","257","STR","2021-01-17","9999-12-31"
"13954338","258","STR","2021-01-17","9999-12-31"
"13954338","259","STR","2021-01-17","9999-12-31"
"13954338","260","STR","2021-01-17","9999-12-31"
"13954338","264","STR","2021-01-17","9999-12-31"
"13954338","265","STR","2021-01-17","9999-12-31"
"13954338","267","STR","2021-01-17","9999-12-31"
"13954338","271","STR","2021-01-17","9999-12-31"
"13954338","273","STR","2021-01-17","9999-12-31"
"13954338","274","STR","2021-01-17","9999-12-31"
"13954338","275","STR","2021-01-17","9999-12-31"
"13954338","278","STR","2021-01-17","9999-12-31"
"13954338","279","STR","2021-01-17","9999-12-31"
"13954338","280","STR","2021-01-17","9999-12-31"
"13954338","281","STR","2021-01-17","9999-12-31"
"13954338","282","STR","2021-01-17","9999-12-31"
"13954338","286","STR","2021-01-17","9999-12-31"
"13954338","288","STR","2021-01-17","9999-12-31"
"13954338","289","STR","2021-01-17","9999-12-31"
"13954338","290","STR","2021-01-17","9999-12-31"
"13954338","291","STR","2021-01-17","9999-12-31"
"13954338","293","STR","2021-01-17","9999-12-31"
"13954338","294","STR","2021-01-17","9999-12-31"
"13954338","296","STR","2021-01-17","9999-12-31"
"13954338","298","STR","2021-01-17","9999-12-31"
"13954338","299","STR","2021-01-17","9999-12-31"
"13954338","300","STR","2021-01-17","9999-12-31"
"13954338","301","STR","2021-01-17","9999-12-31"
"13954338","302","STR","2021-01-17","9999-12-31"
"13954338","303","STR","2021-01-17","9999-12-31"
"13954338","304","STR","2021-01-17","9999-12-31"
"13954338","305","STR","2021-01-17","9999-12-31"
"13954338","307","STR","2021-01-17","9999-12-31"
"13954338","309","STR","2021-01-17","9999-12-31"
"13954338","310","STR","2021-01-17","9999-12-31"
"13954338","311","STR","2021-01-17","9999-12-31"
"13954338","312","STR","2021-01-17","9999-12-31"
"13954338","313","STR","2021-01-17","9999-12-31"
"13954338","314","STR","2021-01-17","9999-12-31"
"13954338","317","STR","2021-01-17","9999-12-31"
"13954338","318","STR","2021-01-17","9999-12-31"
"13954338","319","STR","2021-01-17","9999-12-31"
"13954338","320","STR","2021-01-17","9999-12-31"
"13954338","321","STR","2021-01-17","9999-12-31"
"13954338","322","STR","2021-01-17","9999-12-31"
"13954338","323","STR","2021-05-30","9999-12-31"
"13954338","324","STR","2021-01-17","9999-12-31"
"13954338","328","STR","2021-01-17","9999-12-31"
"13954338","330","STR","2021-01-17","9999-12-31"
"13954338","331","STR","2021-01-17","9999-12-31"
"13954338","335","STR","2021-01-17","9999-12-31"
"13954338","336","STR","2021-01-17","9999-12-31"
"13954338","337","STR","2021-01-17","9999-12-31"
"13954338","338","STR","2021-01-17","9999-12-31"
"13954338","339","STR","2021-01-17","9999-12-31"
"13954338","341","STR","2021-01-17","9999-12-31"
"13954338","342","STR","2021-01-17","9999-12-31"
"13954338","343","STR","2021-01-17","9999-12-31"
"13954338","344","STR","2021-01-17","9999-12-31"
"13954338","345","STR","2021-01-17","9999-12-31"
"13954338","346","STR","2021-01-17","9999-12-31"
"13954338","347","STR","2021-01-17","9999-12-31"
"13954338","348","STR","2021-01-17","9999-12-31"
"13954338","349","STR","2021-01-17","9999-12-31"
"13954338","350","STR","2021-01-17","9999-12-31"
"13954338","351","STR","2021-01-17","9999-12-31"
"13954338","353","STR","2021-01-17","9999-12-31"
"13954338","354","STR","2021-01-17","9999-12-31"
"13954338","355","STR","2021-01-17","9999-12-31"
"13954338","356","STR","2021-01-17","9999-12-31"
"13954338","357","STR","2021-01-17","9999-12-31"
"13954338","358","STR","2021-01-17","9999-12-31"
"13954338","359","STR","2021-01-17","9999-12-31"
"13954338","360","STR","2021-01-17","9999-12-31"
"13954338","361","STR","2021-01-17","9999-12-31"
"13954338","362","STR","2021-01-17","9999-12-31"
"13954338","363","STR","2021-01-17","9999-12-31"
"13954338","364","STR","2021-01-17","9999-12-31"
"13954338","365","STR","2021-01-17","9999-12-31"
"13954338","366","STR","2021-01-17","9999-12-31"
"13954338","373","STR","2021-01-17","9999-12-31"
"13954338","397","STR","2021-01-17","9999-12-31"
"13954338","530","STR","2021-01-17","9999-12-31"
"13954338","531","STR","2021-01-17","9999-12-31"
"13954338","532","STR","2021-01-17","9999-12-31"
"13954338","533","STR","2021-01-17","9999-12-31"
"13954338","551","DC","2021-01-17","9999-12-31"
"13954338","553","DC","2021-01-17","9999-12-31"
"13954338","554","DC","2021-01-17","9999-12-31"
"13954338","555","DC","2021-01-17","9999-12-31"
"13954338","556","DC","2021-01-17","9999-12-31"
"13954338","557","DC","2021-01-17","9999-12-31"
"13954338","558","DC","2021-01-17","9999-12-31"
"13954338","559","DC","2021-01-17","9999-12-31"
"13954338","560","DC","2021-01-17","9999-12-31"
"13954338","578","DC","2021-01-17","9999-12-31"
"13954338","579","DC","2021-01-17","9999-12-31"
"13954338","580","DC","2021-01-04","9999-12-31"
"13954338","587","DC","2021-01-17","9999-12-31"
"13954338","588","DC","2021-01-17","9999-12-31"
"13954338","589","DC","2021-01-17","9999-12-31"
"13954338","590","DC","2021-01-17","9999-12-31"
"13954338","593","DC","2021-01-17","9999-12-31"
"13954338","594","DC","2021-01-17","9999-12-31"
"13954338","604","STR","2021-01-17","9999-12-31"
"13954338","606","STR","2021-01-17","9999-12-31"
"13954338","607","STR","2021-01-17","9999-12-31"
"13954338","608","STR","2021-01-17","9999-12-31"
"13954338","609","STR","2021-01-17","9999-12-31"
"13954338","610","STR","2021-01-17","9999-12-31"
"13954338","611","STR","2021-01-17","9999-12-31"
"13954338","612","STR","2021-02-17","9999-12-31"
"13954338","613","STR","2021-01-17","9999-12-31"
"13954338","614","STR","2021-01-17","9999-12-31"
"13954338","615","STR","2021-01-17","9999-12-31"
"13954338","616","STR","2021-01-17","9999-12-31"
"13954338","617","STR","2021-01-17","9999-12-31"
"13954338","618","STR","2021-01-17","9999-12-31"
"13954338","619","STR","2021-01-17","9999-12-31"
"13954338","620","STR","2021-01-17","9999-12-31"
"13954338","622","STR","2021-01-17","9999-12-31"
"13954338","623","STR","2021-01-17","9999-12-31"
"13954338","624","STR","2021-01-17","9999-12-31"
"13954338","625","STR","2021-01-17","9999-12-31"
"13954338","626","STR","2021-01-17","9999-12-31"
"13954338","627","STR","2021-01-17","9999-12-31"
"13954338","628","STR","2021-01-17","9999-12-31"
"13954338","632","STR","2021-01-17","9999-12-31"
"13954338","634","STR","2021-01-17","9999-12-31"
"13954338","636","STR","2021-01-17","9999-12-31"
"13954338","637","STR","2021-01-17","9999-12-31"
"13954338","638","STR","2021-01-17","9999-12-31"
"13954338","639","STR","2021-01-17","9999-12-31"
"13954338","641","STR","2021-01-17","9999-12-31"
"13954338","642","STR","2021-01-17","9999-12-31"
"13954338","643","STR","2021-01-17","9999-12-31"
"13954338","645","STR","2021-01-17","9999-12-31"
"13954338","647","STR","2021-01-17","9999-12-31"
"13954338","649","STR","2022-09-20","9999-12-31"
"13954338","650","STR","2021-01-17","9999-12-31"
"13954338","652","STR","2021-01-17","9999-12-31"
"13954338","654","STR","2021-01-17","9999-12-31"
"13954338","655","STR","2021-01-17","9999-12-31"
"13954338","656","STR","2021-01-17","9999-12-31"
"13954338","657","STR","2021-01-17","9999-12-31"
"13954338","658","STR","2021-01-17","9999-12-31"
"13954338","659","STR","2021-01-17","9999-12-31"
"13954338","660","STR","2021-01-17","9999-12-31"
"13954338","661","STR","2021-01-17","9999-12-31"
"13954338","662","STR","2021-01-17","9999-12-31"
"13954338","663","STR","2021-01-17","9999-12-31"
"13954338","664","STR","2021-01-17","9999-12-31"
"13954338","665","STR","2021-01-17","9999-12-31"
"13954338","666","STR","2021-01-17","9999-12-31"
"13954338","669","STR","2021-01-17","9999-12-31"
"13954338","670","STR","2021-01-17","9999-12-31"
"13954338","671","STR","2021-01-17","9999-12-31"
"13954338","672","STR","2021-01-17","9999-12-31"
"13954338","673","STR","2021-01-17","9999-12-31"
"13954338","674","STR","2021-01-17","9999-12-31"
"13954338","675","STR","2021-01-17","9999-12-31"
"13954338","676","STR","2021-01-17","9999-12-31"
"13954338","677","STR","2021-01-17","9999-12-31"
"13954338","679","STR","2021-01-17","9999-12-31"
"13954338","680","STR","2021-01-17","9999-12-31"
"13954338","681","STR","2021-01-17","9999-12-31"
"13954338","682","STR","2021-01-17","9999-12-31"
"13954338","684","STR","2021-01-17","9999-12-31"
"13954338","685","STR","2021-01-17","9999-12-31"
"13954338","686","STR","2021-01-17","9999-12-31"
"13954338","687","STR","2021-01-17","9999-12-31"
"13954338","688","STR","2021-01-17","9999-12-31"
"13954338","689","STR","2021-01-17","9999-12-31"
"13954338","690","STR","2021-01-17","9999-12-31"
"13954338","692","STR","2021-01-17","9999-12-31"
"13954338","693","STR","2021-01-17","9999-12-31"
"13954338","694","STR","2021-01-17","9999-12-31"
"13954338","695","STR","2021-01-17","9999-12-31"
"13954338","696","STR","2021-01-17","9999-12-31"
"13954338","699","STR","2021-01-17","9999-12-31"
"13954338","700","STR","2021-01-17","9999-12-31"
"13954338","731","STR","2021-01-17","9999-12-31"
"13954338","732","STR","2021-01-17","9999-12-31"
"13954338","733","STR","2021-01-17","9999-12-31"
"13954338","734","STR","2021-01-17","9999-12-31"
"13954338","735","STR","2021-01-17","9999-12-31"
"13954338","736","STR","2021-01-17","9999-12-31"
"13954338","737","STR","2021-01-17","9999-12-31"
"13954338","738","STR","2021-01-17","9999-12-31"
"13954338","739","STR","2021-01-17","9999-12-31"
"13954338","740","STR","2021-01-17","9999-12-31"
"13954338","746","STR","2021-01-17","9999-12-31"
"13954338","747","STR","2021-01-17","9999-12-31"
"13954338","749","STR","2021-01-17","9999-12-31"
"13954338","750","STR","2021-01-17","9999-12-31"
"13954338","751","STR","2021-01-17","9999-12-31"
"13954338","752","STR","2021-01-17","9999-12-31"
"13954338","753","STR","2021-01-17","9999-12-31"
"13954338","754","STR","2021-01-17","9999-12-31"
"13954338","755","STR","2021-05-30","9999-12-31"
"13954338","756","STR","2021-01-17","9999-12-31"
"13954338","757","STR","2021-01-17","9999-12-31"
"13954338","758","STR","2021-01-17","9999-12-31"
"13954338","759","STR","2021-01-17","9999-12-31"
"13954338","760","STR","2021-01-17","9999-12-31"
"13954338","761","STR","2021-01-17","9999-12-31"
"13954338","762","STR","2021-01-17","9999-12-31"
"13954338","766","STR","2021-01-17","9999-12-31"
"13954338","767","STR","2021-01-17","9999-12-31"
"13954338","769","STR","2021-01-17","9999-12-31"
"13954338","770","STR","2021-01-17","9999-12-31"
"13954338","771","STR","2021-01-17","9999-12-31"
"13954338","772","STR","2021-01-17","9999-12-31"
"13954338","773","STR","2021-01-17","9999-12-31"
"13954338","774","STR","2021-01-17","9999-12-31"
"13954338","775","STR","2021-01-22","9999-12-31"
"13954338","778","STR","2021-01-17","9999-12-31"
"13954338","779","STR","2021-01-17","9999-12-31"
"13954338","780","STR","2021-01-17","9999-12-31"
"13954338","792","STR","2021-01-17","9999-12-31"
"13954338","793","STR","2021-01-17","9999-12-31"
"13954338","794","STR","2021-01-17","9999-12-31"
"13954338","795","STR","2021-01-17","9999-12-31"
"13954338","796","STR","2021-01-17","9999-12-31"
"13954338","797","STR","2021-01-17","9999-12-31"
"13954338","798","STR","2021-01-17","9999-12-31"
"13954338","799","STR","2021-01-17","9999-12-31"
"13954338","800","STR","2021-01-17","9999-12-31"
"13954338","801","STR","2021-01-17","9999-12-31"
"13954338","802","STR","2021-01-17","9999-12-31"
"13954338","803","STR","2021-01-17","9999-12-31"
"13954338","804","STR","2021-01-17","9999-12-31"
"13954338","805","STR","2021-01-17","9999-12-31"
"13954338","806","STR","2021-01-17","9999-12-31"
"13954338","807","STR","2021-01-17","9999-12-31"
"13954338","808","STR","2021-01-17","9999-12-31"
"13954338","809","STR","2021-01-17","9999-12-31"
"13954338","810","STR","2021-01-17","9999-12-31"
"13954338","811","STR","2021-01-17","9999-12-31"
"13954338","812","STR","2021-01-17","9999-12-31"
"13954338","813","STR","2021-01-17","9999-12-31"
"13954338","815","STR","2021-01-17","9999-12-31"
"13954338","816","STR","2021-01-17","9999-12-31"
"13954338","817","STR","2021-01-17","9999-12-31"
"13954338","818","STR","2021-01-17","9999-12-31"
"13954338","819","STR","2021-01-17","9999-12-31"
"13954338","820","STR","2021-01-17","9999-12-31"
"13954338","821","STR","2021-01-17","9999-12-31"
"13954338","822","STR","2021-01-17","9999-12-31"
"13954338","823","STR","2021-01-17","9999-12-31"
"13954338","824","STR","2021-01-17","9999-12-31"
"13954338","825","STR","2021-01-17","9999-12-31"
"13954338","826","STR","2021-01-17","9999-12-31"
"13954338","827","STR","2021-01-17","9999-12-31"
"13954338","828","STR","2021-01-17","9999-12-31"
"13954338","830","STR","2021-01-17","9999-12-31"
"13954338","831","STR","2021-01-17","9999-12-31"
"13954338","832","STR","2021-01-17","9999-12-31"
"13954338","833","STR","2021-01-17","9999-12-31"
"13954338","834","STR","2021-01-17","9999-12-31"
"13954338","835","STR","2021-01-17","9999-12-31"
"13954338","836","STR","2021-01-17","9999-12-31"
"13954338","837","STR","2021-01-17","9999-12-31"
"13954338","838","STR","2021-01-17","9999-12-31"
"13954338","839","STR","2021-01-17","9999-12-31"
"13954338","840","STR","2021-01-17","9999-12-31"
"13954338","841","STR","2021-01-17","9999-12-31"
"13954338","842","STR","2021-01-17","9999-12-31"
"13954338","843","STR","2021-01-17","9999-12-31"
"13954338","844","STR","2021-04-25","9999-12-31"
"13954338","845","STR","2021-01-17","9999-12-31"
"13954338","847","STR","2021-01-17","9999-12-31"
"13954338","848","STR","2021-01-17","9999-12-31"
"13954338","849","STR","2021-01-17","9999-12-31"
"13954338","850","STR","2021-01-17","9999-12-31"
"13954338","851","STR","2021-01-17","9999-12-31"
"13954338","852","STR","2021-01-17","9999-12-31"
"13954338","853","STR","2021-01-17","9999-12-31"
"13954338","854","STR","2021-01-17","9999-12-31"
"13954338","855","STR","2021-01-17","9999-12-31"
"13954338","856","STR","2021-01-17","9999-12-31"
"13954338","857","STR","2021-01-17","9999-12-31"
"13954338","858","STR","2021-01-17","9999-12-31"
"13954338","859","STR","2021-01-17","9999-12-31"
"13954338","860","STR","2021-01-17","9999-12-31"
"13954338","861","STR","2021-01-17","9999-12-31"
"13954338","862","STR","2021-01-17","9999-12-31"
"13954338","863","STR","2021-01-17","9999-12-31"
"13954338","864","STR","2021-01-17","9999-12-31"
"13954338","865","STR","2021-01-17","9999-12-31"
"13954338","866","STR","2021-01-17","9999-12-31"
"13954338","867","STR","2021-01-17","9999-12-31"
"13954338","868","STR","2021-01-17","9999-12-31"
"13954338","870","STR","2021-01-17","9999-12-31"
"13954338","871","STR","2021-01-17","9999-12-31"
"13954338","872","STR","2021-01-17","9999-12-31"
"13954338","873","STR","2021-01-17","9999-12-31"
"13954338","874","STR","2021-01-17","9999-12-31"
"13954338","875","STR","2021-01-17","9999-12-31"
"13954338","876","STR","2021-01-17","9999-12-31"
"13954338","877","STR","2021-01-17","9999-12-31"
"13954338","878","STR","2021-01-17","9999-12-31"
"13954338","879","STR","2021-01-17","9999-12-31"
"13954338","880","STR","2021-01-17","9999-12-31"
"13954338","881","STR","2021-01-17","9999-12-31"
"13954338","882","STR","2021-01-17","9999-12-31"
"13954338","883","STR","2021-01-17","9999-12-31"
"13954338","884","STR","2021-01-17","9999-12-31"
"13954338","885","STR","2021-01-17","9999-12-31"
"13954338","887","STR","2021-01-17","9999-12-31"
"13954338","888","STR","2021-01-17","9999-12-31"
"13954338","891","STR","2021-01-17","9999-12-31"
"13954338","893","STR","2021-01-17","9999-12-31"
"13954338","894","STR","2021-01-17","9999-12-31"
"13954338","895","STR","2021-01-17","9999-12-31"
"13954338","896","STR","2021-01-17","9999-12-31"
"13954338","897","STR","2021-01-17","9999-12-31"
"13954338","898","STR","2021-01-17","9999-12-31"
"13954338","899","STR","2021-01-17","9999-12-31"
"13954338","901","STR","2021-01-17","9999-12-31"
"13954338","904","STR","2021-01-17","9999-12-31"
"13954338","905","STR","2021-01-17","9999-12-31"
"13954338","906","STR","2021-01-17","9999-12-31"
"13954338","907","STR","2021-01-17","9999-12-31"
"13954338","909","STR","2021-01-17","9999-12-31"
"13954338","910","STR","2021-01-17","9999-12-31"
"13954338","911","STR","2021-01-17","9999-12-31"
"13954338","912","STR","2021-01-17","9999-12-31"
"13954338","913","STR","2021-01-17","9999-12-31"
"13954338","914","STR","2021-01-17","9999-12-31"
"13954338","915","STR","2021-01-17","9999-12-31"
"13954338","917","STR","2021-01-17","9999-12-31"
"13954338","918","STR","2021-01-17","9999-12-31"
"13954338","919","STR","2021-01-17","9999-12-31"
"13954338","920","STR","2021-01-17","9999-12-31"
"13954338","921","STR","2021-01-17","9999-12-31"
"13954338","922","STR","2021-01-17","9999-12-31"
"13954338","923","STR","2021-01-17","9999-12-31"
"13954338","924","STR","2021-01-17","9999-12-31"
"13954338","926","STR","2021-01-17","9999-12-31"
"13954338","927","STR","2021-01-17","9999-12-31"
"13954338","928","STR","2021-01-17","9999-12-31"
"13954338","929","STR","2021-01-17","9999-12-31"
"13954338","930","STR","2021-01-17","9999-12-31"
"13954338","931","STR","2021-01-17","9999-12-31"
"13954338","935","STR","2021-01-17","9999-12-31"
"13954338","936","STR","2021-01-17","9999-12-31"
"13954338","937","STR","2021-01-17","9999-12-31"
"13954338","938","STR","2021-01-17","9999-12-31"
"13954338","939","STR","2021-01-17","9999-12-31"
"13954338","940","STR","2021-01-17","9999-12-31"
"13954338","941","STR","2021-01-17","9999-12-31"
"13954338","942","STR","2021-01-17","9999-12-31"
"13954338","943","STR","2021-01-17","9999-12-31"
"13954338","945","STR","2021-01-17","9999-12-31"
"13954338","947","STR","2021-01-17","9999-12-31"
"13954338","949","STR","2021-01-17","9999-12-31"
"13954338","950","STR","2021-01-17","9999-12-31"
"13954338","952","STR","2021-01-17","9999-12-31"
"13954338","953","STR","2021-01-17","9999-12-31"
"13954338","955","STR","2021-01-17","9999-12-31"
"13954338","957","STR","2021-01-17","9999-12-31"
"13954338","958","STR","2021-01-17","9999-12-31"
"13954338","959","STR","2021-01-17","9999-12-31"
"13954338","961","STR","2021-01-17","9999-12-31"
"13954338","962","STR","2021-01-17","9999-12-31"
"13954338","963","STR","2021-01-17","9999-12-31"
"13954338","964","STR","2021-01-17","9999-12-31"
"13954338","966","STR","2021-01-17","9999-12-31"
"13954338","967","STR","2021-01-17","9999-12-31"
"13954338","968","STR","2021-01-17","9999-12-31"
"13954338","969","STR","2021-01-17","9999-12-31"
"13954338","970","STR","2021-01-17","9999-12-31"
"13954338","981","STR","2021-01-17","9999-12-31"
"13954338","982","STR","2021-01-17","9999-12-31"
"13954338","984","STR","2021-01-17","9999-12-31"
"13954338","985","STR","2021-01-17","9999-12-31"
"13954338","986","STR","2021-01-17","9999-12-31"
"13954338","988","STR","2021-05-23","9999-12-31"
"13954338","989","STR","2021-01-17","9999-12-31"
"13954338","990","STR","2021-01-17","9999-12-31"
"13954338","992","STR","2021-01-17","9999-12-31"
"13954338","993","STR","2021-01-17","9999-12-31"
"13954338","995","STR","2021-01-17","9999-12-31"
"13954338","996","STR","2021-01-17","9999-12-31"
"13954338","997","STR","2021-01-17","9999-12-31"
"13954338","1000","STR","2021-01-17","9999-12-31"
"13954338","1001","STR","2021-01-17","9999-12-31"
"13954338","1002","STR","2021-01-17","9999-12-31"
"13954338","1003","STR","2021-01-17","9999-12-31"
"13954338","1004","STR","2021-01-17","9999-12-31"
"13954338","1005","STR","2021-01-17","9999-12-31"
"13954338","1006","STR","2021-01-17","9999-12-31"
"13954338","1007","STR","2021-01-17","9999-12-31"
"13954338","1008","STR","2021-01-17","9999-12-31"
"13954338","1009","STR","2021-01-17","9999-12-31"
"13954338","1010","STR","2022-03-25","9999-12-31"
"13954338","1011","STR","2021-01-17","9999-12-31"
