tcin,location_id,item_location_status_c
"13462173","802","A"
"13462173","804","A"
"13462173","805","A"
"13462173","807","A"
"13462173","808","A"
"13462173","810","A"
"13462173","811","A"
"13462173","812","A"
"13462173","813","A"
"13462173","815","A"
"13462173","816","A"
"13462173","817","A"
"13462173","818","A"
"13462173","819","A"
"13462173","822","A"
"13462173","823","A"
"13462173","824","A"
"13462173","825","A"
"13462173","826","A"
"13462173","827","A"
"13462173","828","A"
"13462173","830","A"
"13462173","833","A"
"13462173","834","A"
"13462173","835","A"
"13462173","836","A"
"13462173","837","A"
"13462173","838","A"
"13462173","839","A"
"13462173","840","A"
"13462173","841","A"
"13462173","842","A"
"13462173","843","A"
"13462173","844","A"
"13462173","845","A"
"13462173","849","A"
"13462173","850","A"
"13462173","851","A"
"13462173","852","A"
"13462173","853","A"
"13462173","854","A"
"13462173","855","A"
"13462173","856","A"
"13462173","857","A"
"13462173","858","A"
"13462173","860","A"
"13462173","862","A"
"13462173","864","A"
"13462173","865","A"
"13462173","866","A"
"13462173","867","A"
"13462173","868","A"
"13462173","870","A"
"13462173","871","A"
"13462173","872","A"
"13462173","873","A"
"13462173","874","A"
"13462173","875","A"
"13462173","876","A"
"13462173","877","A"
"13462173","878","A"
"13462173","879","A"
"13462173","881","A"
"13462173","882","A"
"13462173","883","A"
"13462173","884","A"
"13462173","885","A"
"13462173","887","A"
"13462173","888","A"
"13462173","891","A"
"13462173","893","A"
"13462173","894","A"
"13462173","895","A"
"13462173","896","A"
"13462173","897","A"
"13462173","898","A"
"13462173","899","A"
"13462173","901","A"
"13462173","907","A"
"13462173","909","A"
"13462173","910","A"
"13462173","911","A"
"13462173","912","A"
"13462173","913","A"
"13462173","914","A"
"13462173","915","A"
"13462173","917","A"
"13462173","918","A"
"13462173","919","A"
"13462173","920","A"
"13462173","922","A"
"13462173","923","A"
"13462173","924","A"
"13462173","927","A"
"13462173","928","A"
"13462173","929","A"
"13462173","935","A"
"13462173","936","A"
"13462173","937","A"
"13462173","938","A"
"13462173","939","A"
"13462173","940","A"
"13462173","941","A"
"13462173","942","A"
"13462173","943","A"
"13462173","945","A"
"13462173","947","A"
"13462173","949","A"
"13462173","950","A"
"13462173","955","A"
"13462173","957","A"
"13462173","958","A"
"13462173","961","A"
"13462173","962","A"
"13462173","963","A"
"13462173","964","A"
"13462173","966","A"
"13462173","967","A"
"13462173","968","A"
"13462173","970","A"
"13462173","981","A"
"13462173","984","A"
"13462173","985","A"
"13462173","989","A"
"13462173","992","A"
"13462173","993","A"
"13462173","995","A"
"13462173","996","A"
"13462173","997","A"
"13462173","1005","A"
"13462173","1009","A"
"13462173","1015","A"
"13462173","1016","A"
"13462173","1017","A"
"13462173","1018","A"
"13462173","1019","A"
"13462173","1021","A"
"13462173","1022","A"
"13462173","1023","A"
"13462173","1024","A"
"13462173","1025","A"
"13462173","1026","A"
"13462173","1027","A"
"13462173","1028","A"
"13462173","1029","A"
"13462173","1031","A"
"13462173","1032","A"
"13462173","1033","A"
"13462173","1035","A"
"13462173","1036","A"
"13462173","1037","A"
"13462173","1038","A"
"13462173","1039","A"
"13462173","1040","A"
"13462173","1041","A"
"13462173","1047","A"
"13462173","1048","A"
"13462173","1049","A"
"13462173","1050","A"
"13462173","1051","A"
"13462173","1052","A"
"13462173","1053","A"
"13462173","1054","A"
"13462173","1058","A"
"13462173","1060","A"
"13462173","1061","A"
"13462173","1062","A"
"13462173","1063","A"
"13462173","1064","A"
"13462173","1065","A"
"13462173","1066","A"
"13462173","1069","A"
"13462173","1070","A"
"13462173","1071","A"
"13462173","1072","A"
"13462173","1073","A"
"13462173","1074","A"
"13462173","1075","A"
"13462173","1076","A"
"13462173","1077","A"
"13462173","1078","A"
"13462173","1080","A"
"13462173","1081","A"
"13462173","1082","A"
"13462173","1086","A"
"13462173","1087","A"
"13462173","1088","A"
"13462173","1091","A"
"13462173","1092","A"
"13462173","1094","A"
"13462173","1097","A"
"13462173","1098","A"
"13462173","1100","A"
"13462173","1101","A"
"13462173","1102","A"
"13462173","1103","A"
"13462173","1104","A"
"13462173","1105","A"
"13462173","1106","A"
"13462173","1107","A"
"13462173","1110","A"
"13462173","1112","A"
"13462173","1113","A"
"13462173","1114","A"
"13462173","1115","A"
"13462173","1116","A"
"13462173","1118","A"
"13462173","1120","A"
"13462173","1121","A"
"13462173","1122","A"
"13462173","1124","A"
"13462173","1125","A"
"13462173","1128","A"
"13462173","1129","A"
"13462173","1131","A"
"13462173","1140","A"
"13462173","1141","A"
"13462173","1143","A"
"13462173","1144","A"
"13462173","1161","A"
"13462173","1162","A"
"13462173","1163","A"
"13462173","1164","A"
"13462173","1165","A"
"13462173","1166","A"
"13462173","1167","A"
"13462173","1168","A"
"13462173","1170","A"
"13462173","1171","A"
"13462173","1172","A"
"13462173","1176","A"
"13462173","1177","A"
"13462173","1178","A"
"13462173","1180","A"
"13462173","1181","A"
"13462173","1182","A"
"13462173","1185","A"
"13462173","1186","A"
"13462173","1197","A"
"13462173","1198","A"
"13462173","1199","A"
"13462173","1200","A"
"13462173","1201","A"
"13462173","1204","A"
"13462173","1205","A"
"13462173","1207","A"
"13462173","1208","A"
"13462173","1209","A"
"13462173","1212","A"
"13462173","1213","A"
"13462173","1214","A"
"13462173","1215","A"
"13462173","1223","A"
"13462173","1225","A"
"13462173","1226","A"
"13462173","1227","A"
"13462173","1228","A"
"13462173","1229","A"
"13462173","1230","A"
"13462173","1231","A"
"13462173","1234","A"
"13462173","1236","A"
"13462173","1237","A"
"13462173","1238","A"
"13462173","1239","A"
"13462173","1241","A"
"13462173","1242","A"
"13462173","1246","A"
"13462173","1248","A"
"13462173","1251","A"
"13462173","1252","A"
"13462173","1261","A"
"13462173","1269","A"
"13462173","1273","A"
"13462173","1274","A"
"13462173","1275","A"
"13462173","1278","A"
"13462173","1279","A"
"13462173","1282","A"
"13462173","1283","A"
"13462173","1284","A"
"13462173","1285","A"
"13462173","1286","A"
"13462173","1292","A"
"13462173","1293","A"
"13462173","1294","A"
"13462173","1298","A"
"13462173","1299","A"
"13462173","1300","A"
"13462173","1301","A"
"13462173","1304","A"
"13462173","1305","A"
"13462173","1306","A"
"13462173","1307","D"
"13462173","1309","A"
"13462173","1310","A"
"13462173","1311","A"
"13462173","1313","A"
"13462173","1314","A"
"13462173","1316","A"
"13462173","1317","A"
"13462173","1319","A"
"13462173","1322","A"
"13462173","1323","A"
"13462173","1324","A"
"13462173","1325","A"
"13462173","1326","A"
"13462173","1327","A"
"13462173","1328","A"
"13462173","1329","A"
"13462173","1331","A"
"13462173","1332","A"
"13462173","1333","A"
"13462173","1334","A"
"13462173","1335","A"
"13462173","1336","A"
"13462173","1337","A"
"13462173","1338","A"
"13462173","1339","A"
"13462173","1340","A"
"13462173","1341","A"
"13462173","1342","A"
"13462173","1346","A"
"13462173","1347","A"
"13462173","1349","A"
"13462173","1350","A"
"13462173","1351","A"
"13462173","1352","A"
"13462173","1353","A"
"13462173","1354","A"
"13462173","1355","A"
"13462173","1359","A"
"13462173","1360","A"
"13462173","1361","A"
"13462173","1362","A"
"13462173","1364","A"
"13462173","1366","A"
"13462173","1367","A"
"13462173","1368","A"
"13462173","1369","A"
"13462173","1371","A"
"13462173","1372","A"
"13462173","1375","A"
"13462173","1376","A"
"13462173","1377","A"
"13462173","1380","A"
"13462173","1381","A"
"13462173","1382","A"
"13462173","1383","A"
"13462173","1384","A"
"13462173","1385","A"
"13462173","1386","A"
"13462173","1388","A"
"13462173","1390","A"
"13462173","1391","A"
"13462173","1392","A"
"13462173","1393","A"
"13462173","1394","A"
"13462173","1395","A"
"13462173","1396","A"
"13462173","1397","A"
"13462173","1398","A"
"13462173","1399","A"
"13462173","1400","A"
"13462173","1402","A"
"13462173","1405","A"
"13462173","1406","A"
"13462173","1407","A"
"13462173","1408","A"
"13462173","1409","A"
"13462173","1410","A"
"13462173","1411","A"
"13462173","1413","A"
"13462173","1416","A"
"13462173","1417","A"
"13462173","1418","A"
"13462173","1419","A"
"13462173","1420","A"
"13462173","1421","A"
"13462173","1422","A"
"13462173","1423","A"
"13462173","1424","A"
"13462173","1425","A"
"13462173","1426","A"
"13462173","1427","A"
"13462173","1428","A"
"13462173","1429","A"
"13462173","1430","A"
"13462173","1431","A"
"13462173","1432","A"
"13462173","1435","A"
"13462173","1436","A"
"13462173","1437","A"
"13462173","1438","A"
"13462173","1439","A"
"13462173","1442","A"
"13462173","1444","A"
"13462173","1445","A"
"13462173","1446","A"
"13462173","1447","A"
"13462173","1448","A"
"13462173","1449","A"
"13462173","1450","A"
"13462173","1451","A"
"13462173","1452","A"
"13462173","1453","A"
"13462173","1454","A"
"13462173","1455","A"
"13462173","1457","A"
"13462173","1458","A"
"13462173","1459","A"
"13462173","1460","A"
"13462173","1461","A"
"13462173","1462","A"
"13462173","1465","A"
"13462173","1466","A"
"13462173","1468","A"
"13462173","1469","A"
"13462173","1470","A"
"13462173","1471","A"
"13462173","1472","A"
"13462173","1473","A"
"13462173","1478","A"
"13462173","1479","A"
"13462173","1480","A"
"13462173","1481","A"
"13462173","1482","A"
"13462173","1483","A"
"13462173","1485","A"
"13462173","1486","A"
"13462173","1489","A"
"13462173","1490","A"
"13462173","1493","A"
"13462173","1497","A"
"13462173","1499","A"
"13462173","1500","A"
"13462173","1501","A"
"13462173","1502","A"
"13462173","1504","A"
"13462173","1505","A"
"13462173","1506","A"
"13462173","1507","A"
"13462173","1509","A"
"13462173","1512","A"
"13462173","1513","A"
"13462173","1514","A"
"13462173","1515","A"
"13462173","1517","A"
"13462173","1518","A"
"13462173","1519","A"
"13462173","1520","A"
"13462173","1523","A"
"13462173","1524","A"
"13462173","1525","A"
"13462173","1526","A"
"13462173","1527","A"
"13462173","1529","A"
"13462173","1530","A"
"13462173","1531","A"
"13462173","1532","A"
"13462173","1533","A"
"13462173","1534","A"
"13462173","1535","A"
"13462173","1536","A"
"13462173","1537","A"
"13462173","1538","A"
"13462173","1539","A"
"13462173","1540","A"
"13462173","1542","A"
"13462173","1545","A"
"13462173","1546","A"
"13462173","1547","A"
"13462173","1548","A"
"13462173","1760","A"
"13462173","1761","A"
"13462173","1762","A"
"13462173","1763","A"
"13462173","1764","A"
"13462173","1765","A"
"13462173","1766","A"
"13462173","1767","A"
"13462173","1768","A"
"13462173","1769","A"
"13462173","1770","A"
"13462173","1771","A"
"13462173","1772","A"
"13462173","1773","A"
"13462173","1774","A"
"13462173","1775","A"
"13462173","1776","A"
"13462173","1777","A"
"13462173","1780","A"
"13462173","1782","A"
"13462173","1783","A"
"13462173","1784","A"
"13462173","1785","A"
"13462173","1786","A"
"13462173","1787","A"
"13462173","1788","A"
"13462173","1789","A"
"13462173","1790","A"
"13462173","1791","A"
"13462173","1792","A"
"13462173","1793","A"
"13462173","1794","A"
"13462173","1795","A"
"13462173","1797","A"
"13462173","1799","A"
"13462173","1800","A"
"13462173","1801","A"
"13462173","1804","A"
"13462173","1805","A"
"13462173","1806","A"
"13462173","1807","A"
"13462173","1811","A"
"13462173","1812","A"
"13462173","1813","A"
"13462173","1815","A"
"13462173","1816","A"
"13462173","1819","A"
"13462173","1820","A"
"13462173","1824","A"
"13462173","1825","A"
"13462173","1826","A"
"13462173","1827","A"
"13462173","1828","A"
"13462173","1829","A"
"13462173","1831","A"
"13462173","1832","A"
"13462173","1834","A"
"13462173","1836","A"
"13462173","1837","A"
"13462173","1838","A"
"13462173","1840","A"
"13462173","1841","A"
"13462173","1843","A"
"13462173","1846","A"
"13462173","1847","A"
"13462173","1848","A"
"13462173","1850","A"
"13462173","1851","A"
"13462173","1852","A"
"13462173","1853","A"
"13462173","1855","A"
"13462173","1857","A"
"13462173","1858","A"
"13462173","1859","A"
"13462173","1860","A"
"13462173","1861","A"
"13462173","1862","A"
"13462173","1863","A"
"13462173","1867","A"
"13462173","1868","A"
"13462173","1869","A"
"13462173","1870","A"
"13462173","1872","A"
"13462173","1873","A"
"13462173","1874","A"
"13462173","1876","A"
"13462173","1877","A"
"13462173","1878","A"
"13462173","1880","A"
"13462173","1881","A"
"13462173","1882","A"
"13462173","1883","A"
"13462173","1884","A"
"13462173","1888","A"
"13462173","1889","A"
"13462173","1892","A"
"13462173","1893","A"
"13462173","1894","A"
"13462173","1895","A"
"13462173","1896","A"
"13462173","1901","A"
"13462173","1902","A"
"13462173","1903","A"
"13462173","1904","A"
"13462173","1905","A"
"13462173","1906","A"
"13462173","1908","A"
"13462173","1910","A"
"13462173","1911","A"
"13462173","1912","A"
"13462173","1913","A"
"13462173","1914","A"
"13462173","1918","A"
"13462173","1921","A"
"13462173","1922","A"
"13462173","1923","A"
"13462173","1924","A"
"13462173","1925","A"
"13462173","1926","A"
"13462173","1927","A"
"13462173","1928","A"
"13462173","1931","A"
"13462173","1932","A"
"13462173","1933","A"
"13462173","1934","A"
"13462173","1935","A"
"13462173","1936","A"
"13462173","1937","A"
"13462173","1939","A"
"13462173","1940","A"
"13462173","1941","A"
"13462173","1946","A"
"13462173","1947","A"
"13462173","1949","A"
"13462173","1950","A"
"13462173","1952","A"
"13462173","1953","A"
"13462173","1957","A"
"13462173","1958","A"
"13462173","1959","A"
"13462173","1960","A"
"13462173","1961","A"
"13462173","1962","A"
"13462173","1964","A"
"13462173","1966","A"
"13462173","1967","A"
"13462173","1968","A"
"13462173","1969","A"
"13462173","1971","A"
"13462173","1973","A"
"13462173","1974","A"
"13462173","1975","A"
"13462173","1976","A"
"13462173","1977","A"
"13462173","1978","A"
"13462173","1979","A"
"13462173","1980","A"
"13462173","1981","A"
"13462173","1982","A"
"13462173","1984","A"
"13462173","2008","A"
"13462173","2009","A"
"13462173","2010","A"
"13462173","2011","A"
"13462173","2014","A"
"13462173","2015","A"
"13462173","2016","A"
"13462173","2017","A"
"13462173","2018","A"
"13462173","2019","A"
"13462173","2020","A"
"13462173","2021","A"
"13462173","2022","A"
"13462173","2023","A"
"13462173","2026","A"
"13462173","2027","A"
"13462173","2028","A"
"13462173","2029","A"
"13462173","2030","A"
"13462173","2032","A"
"13462173","2033","A"
"13462173","2034","A"
"13462173","2035","A"
"13462173","2036","A"
"13462173","2037","A"
"13462173","2040","A"
"13462173","2041","A"
"13462173","2042","A"
"13462173","2044","A"
"13462173","2046","A"
"13462173","2048","A"
"13462173","2051","A"
"13462173","2052","A"
"13462173","2056","A"
"13462173","2058","A"
"13462173","2059","A"
"13462173","2061","A"
"13462173","2062","A"
"13462173","2063","A"
"13462173","2064","A"
"13462173","2065","A"
"13462173","2066","A"
"13462173","2067","A"
"13462173","2068","A"
"13462173","2069","A"
"13462173","2070","A"
"13462173","2071","A"
"13462173","2074","A"
"13462173","2078","A"
"13462173","2079","A"
"13462173","2080","A"
"13462173","2081","A"
"13462173","2082","A"
"13462173","2083","A"
"13462173","2084","A"
"13462173","2085","A"
"13462173","2086","A"
"13462173","2087","A"
"13462173","2088","A"
"13462173","2089","A"
"13462173","2090","A"
"13462173","2091","A"
"13462173","2092","A"
"13462173","2093","A"
"13462173","2095","A"
"13462173","2096","A"
"13462173","2098","A"
"13462173","2101","A"
"13462173","2103","A"
"13462173","2105","A"
"13462173","2106","A"
"13462173","2108","A"
"13462173","2109","A"
"13462173","2110","A"
"13462173","2111","A"
"13462173","2112","A"
"13462173","2113","A"
"13462173","2115","A"
"13462173","2118","A"
"13462173","2119","A"
"13462173","2120","A"
"13462173","2121","A"
"13462173","2122","A"
"13462173","2125","A"
"13462173","2128","A"
"13462173","2129","A"
"13462173","2130","A"
"13462173","2132","A"
"13462173","2134","A"
"13462173","2136","A"
"13462173","2137","A"
"13462173","2138","A"
"13462173","2139","A"
"13462173","2140","A"
"13462173","2142","A"
"13462173","2143","A"
"13462173","2144","A"
"13462173","2145","A"
"13462173","2146","A"
"13462173","2147","A"
"13462173","2149","A"
"13462173","2151","A"
"13462173","2152","A"
"13462173","2153","A"
"13462173","2154","A"
"13462173","2155","A"
"13462173","2157","A"
"13462173","2159","A"
"13462173","2161","A"
"13462173","2163","A"
"13462173","2164","A"
"13462173","2165","A"
"13462173","2166","A"
"13462173","2168","A"
"13462173","2169","A"
"13462173","2171","A"
"13462173","2174","A"
"13462173","2175","A"
"13462173","2176","A"
"13462173","2178","A"
"13462173","2179","A"
"13462173","2182","A"
"13462173","2183","A"
"13462173","2185","A"
"13462173","2187","A"
"13462173","2188","A"
"13462173","2189","A"
"13462173","2190","A"
"13462173","2192","A"
"13462173","2193","A"
"13462173","2195","A"
"13462173","2196","A"
"13462173","2197","A"
"13462173","2199","A"
"13462173","2203","A"
"13462173","2204","A"
"13462173","2205","A"
"13462173","2206","A"
"13462173","2207","A"
"13462173","2208","A"
"13462173","2210","A"
"13462173","2214","A"
"13462173","2216","A"
"13462173","2217","A"
"13462173","2218","A"
"13462173","2219","A"
"13462173","2220","A"
"13462173","2221","A"
"13462173","2223","A"
"13462173","2224","A"
"13462173","2225","A"
"13462173","2226","A"
"13462173","2227","A"
"13462173","2228","A"
"13462173","2229","A"
"13462173","2230","A"
"13462173","2231","A"
"13462173","2232","A"
"13462173","2233","A"
"13462173","2234","A"
"13462173","2235","A"
"13462173","2236","A"
"13462173","2237","A"
"13462173","2238","A"
"13462173","2239","A"
"13462173","2243","A"
"13462173","2244","A"
"13462173","2245","A"
"13462173","2248","A"
"13462173","2250","A"
"13462173","2251","A"
"13462173","2252","A"
"13462173","2254","A"
"13462173","2255","A"
"13462173","2259","A"
"13462173","2260","A"
"13462173","2261","A"
"13462173","2264","A"
"13462173","2265","A"
"13462173","2266","A"
"13462173","2268","A"
"13462173","2269","A"
"13462173","2270","A"
"13462173","2272","A"
"13462173","2273","A"
"13462173","2274","A"
"13462173","2275","A"
"13462173","2276","A"
"13462173","2277","A"
"13462173","2278","A"
"13462173","2279","A"
"13462173","2280","A"
"13462173","2281","A"
"13462173","2283","A"
"13462173","2284","A"
"13462173","2288","A"
"13462173","2289","A"
"13462173","2290","A"
"13462173","2294","A"
"13462173","2296","A"
"13462173","2297","A"
"13462173","2301","A"
"13462173","2303","A"
"13462173","2304","A"
"13462173","2306","A"
"13462173","2307","A"
"13462173","2308","A"
"13462173","2309","A"
"13462173","2314","A"
"13462173","2316","A"
"13462173","2317","A"
"13462173","2319","A"
"13462173","2320","A"
"13462173","2322","A"
"13462173","2323","A"
"13462173","2326","A"
"13462173","2327","A"
"13462173","2328","A"
"13462173","2330","A"
"13462173","2331","A"
"13462173","2333","A"
"13462173","2334","A"
"13462173","2335","A"
"13462173","2337","A"
"13462173","2338","A"
"13462173","2340","A"
"13462173","2341","A"
"13462173","2342","A"
"13462173","2343","A"
"13462173","2344","D"
"13462173","2345","A"
"13462173","2346","A"
"13462173","2347","A"
"13462173","2348","A"
"13462173","2349","A"
"13462173","2350","A"
"13462173","2351","A"
"13462173","2354","A"
"13462173","2355","A"
"13462173","2356","A"
"13462173","2357","A"
"13462173","2358","A"
"13462173","2359","A"
"13462173","2363","A"
"13462173","2364","A"
"13462173","2365","A"
"13462173","2366","A"
"13462173","2368","A"
"13462173","2369","A"
"13462173","2370","A"
"13462173","2372","A"
"13462173","2373","A"
"13462173","2374","A"
"13462173","2375","A"
"13462173","2376","A"
"13462173","2377","A"
"13462173","2378","A"
"13462173","2379","A"
"13462173","2383","A"
"13462173","2386","A"
"13462173","2387","A"
"13462173","2388","A"
"13462173","2389","A"
"13462173","2391","A"
"13462173","2395","A"
"13462173","2396","A"
"13462173","2397","A"
"13462173","2398","A"
"13462173","2400","A"
"13462173","2403","A"
"13462173","2404","A"
"13462173","2406","A"
"13462173","2407","A"
"13462173","2408","A"
"13462173","2409","A"
"13462173","2410","A"
"13462173","2411","A"
"13462173","2412","A"
"13462173","2414","A"
"13462173","2415","A"
"13462173","2419","A"
"13462173","2420","A"
"13462173","2421","A"
"13462173","2422","A"
"13462173","2423","A"
"13462173","2424","A"
"13462173","2425","A"
"13462173","2426","A"
"13462173","2427","A"
"13462173","2428","A"
"13462173","2429","A"
"13462173","2431","A"
"13462173","2436","A"
"13462173","2438","A"
"13462173","2440","A"
"13462173","2445","A"
"13462173","2449","A"
"13462173","2450","A"
"13462173","2454","A"
"13462173","2455","A"
"13462173","2456","A"
"13462173","2457","A"
"13462173","2458","A"
"13462173","2460","A"
"13462173","2462","A"
"13462173","2463","A"
"13462173","2465","A"
"13462173","2467","A"
"13462173","2468","A"
"13462173","2469","A"
"13462173","2470","A"
"13462173","2471","A"
"13462173","2472","A"
"13462173","2473","A"
"13462173","2476","A"
"13462173","2478","A"
"13462173","2479","A"
"13462173","2482","A"
"13462173","2483","A"
"13462173","2486","A"
"13462173","2487","A"
"13462173","2488","A"
"13462173","2489","A"
"13462173","2490","A"
"13462173","2492","A"
"13462173","2493","A"
"13462173","2494","A"
"13462173","2495","A"
"13462173","2497","A"
"13462173","2498","A"
"13462173","2499","A"
"13462173","2501","A"
"13462173","2503","A"
"13462173","2516","A"
"13462173","2520","A"
"13462173","2523","A"
"13462173","2524","A"
"13462173","2525","A"
"13462173","2526","A"
"13462173","2530","A"
"13462173","2531","A"
"13462173","2533","A"
"13462173","2534","A"
"13462173","2538","A"
"13462173","2542","A"
"13462173","2544","A"
"13462173","2547","A"
"13462173","2550","A"
"13462173","2557","A"
"13462173","2565","A"
"13462173","2568","A"
"13462173","2569","A"
"13462173","2570","A"
"13462173","2572","A"
"13462173","2581","A"
"13462173","2584","A"
"13462173","2586","A"
"13462173","2601","A"
"13462173","2604","A"
"13462173","2605","A"
"13462173","2613","A"
"13462173","2615","A"
"13462173","2627","A"
"13462173","2632","A"
"13462173","2660","A"
"13462173","2682","A"
"13462173","2697","A"
"13462173","2715","A"
"13462173","2716","A"
"13462173","2717","A"
"13462173","2721","A"
"13462173","2725","A"
"13462173","2727","A"
"13462173","2728","A"
"13462173","2729","A"
"13462173","2730","A"
"13462173","2737","A"
"13462173","2739","A"
"13462173","2742","A"
"13462173","2744","A"
"13462173","2747","A"
"13462173","2754","A"
"13462173","2759","A"
"13462173","2760","A"
"13462173","2765","A"
"13462173","2766","A"
"13462173","2767","A"
"13462173","2768","A"
"13462173","2770","A"
"13462173","2771","A"
"13462173","2772","A"
"13462173","2774","A"
"13462173","2775","A"
"13462173","2776","A"
"13462173","2779","A"
"13462173","2780","A"
"13462173","2781","A"
"13462173","2784","A"
"13462173","2785","A"
"13462173","2786","A"
"13462173","2790","A"
"13462173","2795","A"
"13462173","2796","A"
"13462173","2799","A"
"13462173","2802","A"
"13462173","2803","A"
"13462173","2804","A"
"13462173","2810","A"
"13462173","2813","A"
"13462173","2816","A"
"13462173","2818","A"
"13462173","2820","A"
"13462173","2822","A"
"13462173","2824","A"
"13462173","2829","A"
"13462173","2830","A"
