lno,tcin,location_id,effective_d,expiry_d,regular_retail_a,current_retail_a,channel_n
5568,"77615852","2046","2023-11-05","2023-11-19","499.99","499.99","STORE"
5569,"77615852","2096","2023-11-05","2023-11-19","499.99","499.99","STORE"
5570,"77615852","2216","2023-11-05","2023-11-19","499.99","499.99","STORE"
5571,"77615852","2848","2023-11-05","2023-11-19","499.99","499.99","STORE"
5572,"77615852","3204","2023-11-05","2023-11-19","499.99","499.99","STORE"
5573,"77615852","2542","2023-11-05","2023-11-19","499.99","499.99","STORE"
5574,"77615852","1375","2023-11-05","2023-11-19","499.99","499.99","STORE"
5575,"77615852","1385","2023-11-05","2023-11-19","499.99","499.99","STORE"
5576,"77615852","2446","2023-11-05","2023-11-19","499.99","499.99","STORE"
5577,"77615852","2351","2023-11-05","2023-11-19","499.99","499.99","STORE"
5578,"77615852","1876","2023-11-05","2023-11-19","499.99","499.99","STORE"
5579,"77615852","1875","2023-11-05","2023-11-19","499.99","499.99","STORE"
5580,"77615852","1794","2023-11-05","2023-11-19","499.99","499.99","STORE"
5581,"77615852","1400","2023-11-05","2023-11-19","499.99","499.99","STORE"
5582,"77615852","253","2023-11-05","2023-11-19","499.99","499.99","STORE"
5583,"77615852","322","2023-11-05","2023-11-19","499.99","499.99","STORE"
5584,"77615852","674","2023-11-05","2023-11-19","499.99","499.99","STORE"
5585,"77615852","3354","2023-11-05","2023-11-19","499.99","499.99","STORE"
5586,"77615852","1346","2023-11-05","2023-11-19","499.99","499.99","STORE"
5587,"77615852","1214","2023-11-05","2023-11-19","499.99","499.99","STORE"
5588,"77615852","1824","2023-11-05","2023-11-19","499.99","499.99","STORE"
5589,"77615852","1171","2023-11-05","2023-11-19","499.99","499.99","STORE"
5590,"77615852","1486","2023-11-05","2023-11-19","499.99","499.99","STORE"
5591,"77615852","2498","2023-11-05","2023-11-19","499.99","499.99","STORE"
5592,"77615852","923","2023-11-05","2023-11-19","499.99","499.99","STORE"
5593,"77615852","913","2023-11-05","2023-11-19","499.99","499.99","STORE"
5594,"77615852","2169","2023-11-05","2023-11-19","499.99","499.99","STORE"
5595,"77615852","1044","2023-11-05","2023-11-19","499.99","499.99","STORE"
5596,"77615852","1075","2023-11-05","2023-11-19","499.99","499.99","STORE"
5597,"77615852","2102","2023-11-05","2023-11-19","499.99","499.99","STORE"
5598,"77615852","1090","2023-11-05","2023-11-19","499.99","499.99","STORE"
5599,"77615852","2888","2023-11-05","2023-11-19","499.99","499.99","STORE"
5600,"77615852","1259","2023-11-05","2023-11-19","499.99","499.99","STORE"
5601,"77615852","1529","2023-11-05","2023-11-19","499.99","499.99","STORE"
5602,"77615852","313","2023-11-05","2023-11-19","499.99","499.99","STORE"
5603,"77615852","355","2023-11-05","2023-11-19","499.99","499.99","STORE"
5604,"77615852","1058","2023-11-05","2023-11-19","499.99","499.99","STORE"
5605,"77615852","1140","2023-11-05","2023-11-19","499.99","499.99","STORE"
5606,"77615852","1478","2023-11-05","2023-11-19","499.99","499.99","STORE"
5607,"77615852","1750","2023-11-05","2023-11-19","499.99","499.99","STORE"
5608,"77615852","2057","2023-11-05","2023-11-19","499.99","499.99","STORE"
5609,"77615852","2272","2023-11-05","2023-11-19","499.99","499.99","STORE"
5610,"77615852","2281","2023-11-05","2023-11-19","499.99","499.99","STORE"
5611,"77615852","2747","2023-11-05","2023-11-19","499.99","499.99","STORE"
5612,"77615852","1476","2023-11-05","2023-11-19","499.99","499.99","STORE"
5613,"77615852","2250","2023-11-05","2023-11-19","499.99","499.99","STORE"
5614,"77615852","1959","2023-11-05","2023-11-19","499.99","499.99","STORE"
5615,"77615852","2053","2023-11-05","2023-11-19","499.99","499.99","STORE"
5616,"77615852","1030","2023-11-05","2023-11-19","499.99","499.99","STORE"
5617,"77615852","1384","2023-11-05","2023-11-19","499.99","499.99","STORE"
5618,"77615852","1367","2023-11-05","2023-11-19","499.99","499.99","STORE"
5619,"77615852","962","2023-11-05","2023-11-19","499.99","499.99","STORE"
5620,"77615852","86","2023-11-05","2023-11-19","499.99","499.99","STORE"
5621,"77615852","3305","2023-11-05","2023-11-19","499.99","499.99","STORE"
5622,"77615852","2399","2023-11-05","2023-11-19","499.99","499.99","STORE"
5623,"77615852","2170","2023-11-05","2023-11-19","499.99","499.99","STORE"
5624,"77615852","645","2023-11-05","2023-11-19","499.99","499.99","STORE"
5625,"77615852","2499","2023-11-05","2023-11-19","499.99","499.99","STORE"
5626,"77615852","2759","2023-11-05","2023-11-19","499.99","499.99","STORE"
5627,"77615852","1364","2023-11-05","2023-11-19","499.99","499.99","STORE"
5628,"77615852","3273","2023-11-05","2023-11-19","499.99","499.99","STORE"
5629,"77615852","809","2023-11-05","2023-11-19","499.99","499.99","STORE"
5630,"77615852","1539","2023-11-05","2023-11-19","499.99","499.99","STORE"
5631,"77615852","1812","2023-11-05","2023-11-19","499.99","499.99","STORE"
5632,"77615852","921","2023-11-05","2023-11-19","499.99","499.99","STORE"
5633,"77615852","2073","2023-11-05","2023-11-19","499.99","499.99","STORE"
5634,"77615852","2161","2023-11-05","2023-11-19","499.99","499.99","STORE"
5635,"77615852","1254","2023-11-05","2023-11-19","499.99","499.99","STORE"
5636,"77615852","2728","2023-11-05","2023-11-19","499.99","499.99","STORE"
5637,"77615852","988","2023-11-05","2023-11-19","499.99","499.99","STORE"
5638,"77615852","1352","2023-11-05","2023-11-19","499.99","499.99","STORE"
5639,"77615852","1393","2023-11-05","2023-11-19","499.99","499.99","STORE"
5640,"77615852","2099","2023-11-05","2023-11-19","499.99","499.99","STORE"
5641,"77615852","2297","2023-11-05","2023-11-19","499.99","499.99","STORE"
5642,"77615852","3319","2023-11-05","2023-11-19","499.99","499.99","STORE"
5643,"77615852","1941","2023-11-05","2023-11-19","499.99","499.99","STORE"
5644,"77615852","2025","2023-11-05","2023-11-19","499.99","499.99","STORE"
5645,"77615852","1113","2023-11-05","2023-11-19","499.99","499.99","STORE"
5646,"77615852","2418","2023-11-05","2023-11-19","499.99","499.99","STORE"
5647,"77615852","2449","2023-11-05","2023-11-19","499.99","499.99","STORE"
5648,"77615852","2877","2023-11-05","2023-11-19","499.99","499.99","STORE"
5649,"77615852","3235","2023-11-05","2023-11-19","499.99","499.99","STORE"
5650,"77615852","3276","2023-11-05","2023-11-19","499.99","499.99","STORE"
5651,"77615852","3328","2023-11-05","2023-11-19","499.99","499.99","STORE"
5652,"77615852","1281","2023-11-05","2023-11-19","499.99","499.99","STORE"
5653,"77615852","3393","2023-11-05","2023-11-19","499.99","499.99","STORE"
5654,"77615852","2024","2023-11-05","2023-11-19","499.99","499.99","STORE"
5655,"77615852","2180","2023-11-05","2023-11-19","499.99","499.99","STORE"
5656,"77615852","2693","2023-11-05","2023-11-19","499.99","499.99","STORE"
5657,"77615852","3405","2023-11-05","2023-11-19","499.99","499.99","STORE"
5658,"77615852","1186","2023-11-05","2023-11-19","499.99","499.99","STORE"
5659,"77615852","176","2023-11-05","2023-11-19","499.99","499.99","STORE"
5660,"77615852","3270","2023-11-05","2023-11-19","499.99","499.99","STORE"
5661,"77615852","2853","2023-11-05","2023-11-19","499.99","499.99","STORE"
5662,"77615852","1776","2023-11-05","2023-11-19","499.99","499.99","STORE"
5663,"77615852","1924","2023-11-05","2023-11-19","499.99","499.99","STORE"
5664,"77615852","735","2023-11-05","2023-11-19","499.99","499.99","STORE"
5665,"77615852","2138","2023-11-05","2023-11-19","499.99","499.99","STORE"
5666,"77615852","2106","2023-11-05","2023-11-19","499.99","499.99","STORE"
5667,"77615852","2206","2023-11-05","2023-11-19","499.99","499.99","STORE"
5668,"77615852","797","2023-11-05","2023-11-19","499.99","499.99","STORE"
5669,"77615852","1439","2023-11-05","2023-11-19","499.99","499.99","STORE"
5670,"77615852","3363","2023-11-05","2023-11-19","499.99","499.99","STORE"
5671,"77615852","1764","2023-11-05","2023-11-19","499.99","499.99","STORE"
5672,"77615852","1250","2023-11-05","2023-11-19","499.99","499.99","STORE"
5673,"77615852","4","2023-11-05","2023-11-19","499.99","499.99","STORE"
5674,"77615852","2891","2023-11-05","2023-11-19","499.99","499.99","STORE"
5675,"77615852","1791","2023-11-05","2023-11-19","499.99","499.99","STORE"
5676,"77615852","2365","2023-11-05","2023-11-19","499.99","499.99","STORE"
5677,"77615852","1886","2023-11-05","2023-11-19","499.99","499.99","STORE"
5678,"77615852","2017","2023-11-05","2023-11-19","499.99","499.99","STORE"
5679,"77615852","1339","2023-11-05","2023-11-19","499.99","499.99","STORE"
5680,"77615852","2167","2023-11-05","2023-11-19","499.99","499.99","STORE"
5681,"77615852","2307","2023-11-05","2023-11-19","499.99","499.99","STORE"
5682,"77615852","1197","2023-11-05","2023-11-19","499.99","499.99","STORE"
5683,"77615852","1547","2023-11-05","2023-11-19","499.99","499.99","STORE"
5684,"77615852","2473","2023-11-05","2023-11-19","499.99","499.99","STORE"
5685,"77615852","2739","2023-11-05","2023-11-19","499.99","499.99","STORE"
5686,"77615852","2251","2023-11-05","2023-11-19","499.99","499.99","STORE"
5687,"77615852","2437","2023-11-05","2023-11-19","499.99","499.99","STORE"
5688,"77615852","2660","2023-11-05","2023-11-19","499.99","499.99","STORE"
5689,"77615852","2787","2023-11-05","2023-11-19","499.99","499.99","STORE"
5690,"77615852","2528","2023-11-05","2023-11-19","499.99","499.99","STORE"
5691,"77615852","1857","2023-11-05","2023-11-19","499.99","499.99","STORE"
5692,"77615852","1829","2023-11-05","2023-11-19","499.99","499.99","STORE"
5693,"77615852","1390","2023-11-05","2023-11-19","499.99","499.99","STORE"
5694,"77615852","1162","2023-11-05","2023-11-19","499.99","499.99","STORE"
5695,"77615852","2784","2023-11-05","2023-11-19","499.99","499.99","STORE"
5696,"77615852","100","2023-11-05","2023-11-19","499.99","499.99","STORE"
5697,"77615852","339","2023-11-05","2023-11-19","499.99","499.99","STORE"
5698,"77615852","3349","2023-11-05","2023-11-19","499.99","499.99","STORE"
5699,"77615852","2018","2023-11-05","2023-11-19","499.99","499.99","STORE"
5700,"77615852","1309","2023-11-05","2023-11-19","499.99","499.99","STORE"
5701,"77615852","1509","2023-11-05","2023-11-19","499.99","499.99","STORE"
5702,"77615852","363","2023-11-05","2023-11-19","499.99","499.99","STORE"
5703,"77615852","817","2023-11-05","2023-11-19","499.99","499.99","STORE"
5704,"77615852","1918","2023-11-05","2023-11-19","499.99","499.99","STORE"
5705,"77615852","1133","2023-11-05","2023-11-19","499.99","499.99","STORE"
5706,"77615852","2190","2023-11-05","2023-11-19","499.99","499.99","STORE"
5707,"77615852","2386","2023-11-05","2023-11-19","499.99","499.99","STORE"
5708,"77615852","2424","2023-11-05","2023-11-19","499.99","499.99","STORE"
5709,"77615852","3279","2023-11-05","2023-11-19","499.99","499.99","STORE"
5710,"77615852","995","2023-11-05","2023-11-19","499.99","499.99","STORE"
5711,"77615852","531","2023-11-05","2023-11-19","499.99","499.99","STORE"
5712,"77615852","192","2023-11-05","2023-11-19","499.99","499.99","STORE"
5713,"77615852","68","2023-11-05","2023-11-19","499.99","499.99","STORE"
5714,"77615852","1864","2023-11-05","2023-11-19","499.99","499.99","STORE"
5715,"77615852","1029","2023-11-05","2023-11-19","499.99","499.99","STORE"
5716,"77615852","1307","2023-11-05","2023-11-19","499.99","499.99","STORE"
5717,"77615852","1196","2023-11-05","2023-11-19","499.99","499.99","STORE"
5718,"77615852","3257","2023-11-05","2023-11-19","499.99","499.99","STORE"
5719,"77615852","1979","2023-11-05","2023-11-19","499.99","499.99","STORE"
5720,"77615852","1767","2023-11-05","2023-11-19","499.99","499.99","STORE"
5721,"77615852","1809","2023-11-05","2023-11-19","499.99","499.99","STORE"
5722,"77615852","1761","2023-11-05","2023-11-19","499.99","499.99","STORE"
5723,"77615852","1423","2023-11-05","2023-11-19","499.99","499.99","STORE"
5724,"77615852","2101","2023-11-05","2023-11-19","499.99","499.99","STORE"
5725,"77615852","912","2023-11-05","2023-11-19","499.99","499.99","STORE"
5726,"77615852","2538","2023-11-05","2023-11-19","499.99","499.99","STORE"
5727,"77615852","2845","2023-11-05","2023-11-19","499.99","499.99","STORE"
5728,"77615852","2266","2023-11-05","2023-11-19","499.99","499.99","STORE"
5729,"77615852","826","2023-11-05","2023-11-19","499.99","499.99","STORE"
5730,"77615852","893","2023-11-05","2023-11-19","499.99","499.99","STORE"
5731,"77615852","1377","2023-11-05","2023-11-19","499.99","499.99","STORE"
5732,"77615852","1410","2023-11-05","2023-11-19","499.99","499.99","STORE"
5733,"77615852","2122","2023-11-05","2023-11-19","499.99","499.99","STORE"
5734,"77615852","2231","2023-11-05","2023-11-19","499.99","499.99","STORE"
5735,"77615852","2284","2023-11-05","2023-11-19","499.99","499.99","STORE"
5736,"77615852","638","2023-11-05","2023-11-19","499.99","499.99","STORE"
5737,"77615852","1895","2023-11-05","2023-11-19","499.99","499.99","STORE"
5738,"77615852","2022","2023-11-05","2023-11-19","499.99","499.99","STORE"
5739,"77615852","2404","2023-11-05","2023-11-19","499.99","499.99","STORE"
5740,"77615852","2886","2023-11-05","2023-11-19","499.99","499.99","STORE"
5741,"77615852","76","2023-11-05","2023-11-19","499.99","499.99","STORE"
5742,"77615852","750","2023-11-05","2023-11-19","499.99","499.99","STORE"
5743,"77615852","1172","2023-11-05","2023-11-19","499.99","499.99","STORE"
5744,"77615852","1322","2023-11-05","2023-11-19","499.99","499.99","STORE"
5745,"77615852","1528","2023-11-05","2023-11-19","499.99","499.99","STORE"
5746,"77615852","2151","2023-11-05","2023-11-19","499.99","499.99","STORE"
5747,"77615852","2253","2023-11-05","2023-11-19","499.99","499.99","STORE"
5748,"77615852","2314","2023-11-05","2023-11-19","499.99","499.99","STORE"
5749,"77615852","2369","2023-11-05","2023-11-19","499.99","499.99","STORE"
5750,"77615852","3264","2023-11-05","2023-11-19","499.99","499.99","STORE"
5751,"77615852","205","2023-11-05","2023-11-19","499.99","499.99","STORE"
5752,"77615852","344","2023-11-05","2023-11-19","499.99","499.99","STORE"
5753,"77615852","351","2023-11-05","2023-11-19","499.99","499.99","STORE"
5754,"77615852","986","2023-11-05","2023-11-19","499.99","499.99","STORE"
5755,"77615852","1098","2023-11-05","2023-11-19","499.99","499.99","STORE"
5756,"77615852","1397","2023-11-05","2023-11-19","499.99","499.99","STORE"
5757,"77615852","1869","2023-11-05","2023-11-19","499.99","499.99","STORE"
5758,"77615852","200","2023-11-05","2023-11-19","499.99","499.99","STORE"
5759,"77615852","770","2023-11-05","2023-11-19","499.99","499.99","STORE"
5760,"77615852","1455","2023-11-05","2023-11-19","499.99","499.99","STORE"
5761,"77615852","2083","2023-11-05","2023-11-19","499.99","499.99","STORE"
5762,"77615852","3269","2023-11-05","2023-11-19","499.99","499.99","STORE"
5763,"77615852","3324","2023-11-05","2023-11-19","499.99","499.99","STORE"
5764,"77615852","222","2023-11-05","2023-11-19","499.99","499.99","STORE"
5765,"77615852","604","2023-11-05","2023-11-19","499.99","499.99","STORE"
5766,"77615852","775","2023-11-05","2023-11-19","499.99","499.99","STORE"
5767,"77615852","938","2023-11-05","2023-11-19","499.99","499.99","STORE"
5768,"77615852","1031","2023-11-05","2023-11-19","499.99","499.99","STORE"
5769,"77615852","1107","2023-11-05","2023-11-19","499.99","499.99","STORE"
5770,"77615852","1853","2023-11-05","2023-11-19","499.99","499.99","STORE"
5771,"77615852","2223","2023-11-05","2023-11-19","499.99","499.99","STORE"
5772,"77615852","2425","2023-11-05","2023-11-19","499.99","499.99","STORE"
5773,"77615852","2533","2023-11-05","2023-11-19","499.99","499.99","STORE"
5774,"77615852","2872","2023-11-05","2023-11-19","499.99","499.99","STORE"
5775,"77615852","2884","2023-11-05","2023-11-19","499.99","499.99","STORE"
5776,"77615852","3317","2023-11-05","2023-11-19","499.99","499.99","STORE"
5777,"77615852","305","2023-11-05","2023-11-19","499.99","499.99","STORE"
5778,"77615852","321","2023-11-05","2023-11-19","499.99","499.99","STORE"
5779,"77615852","1201","2023-11-05","2023-11-19","499.99","499.99","STORE"
5780,"77615852","1854","2023-11-05","2023-11-19","499.99","499.99","STORE"
5781,"77615852","2048","2023-11-05","2023-11-19","499.99","499.99","STORE"
5782,"77615852","2302","2023-11-05","2023-11-19","499.99","499.99","STORE"
5783,"77615852","2799","2023-11-05","2023-11-19","499.99","499.99","STORE"
5784,"77615852","3414","2023-11-05","2023-11-19","499.99","499.99","STORE"
5785,"77615852","957","2023-11-05","2023-11-19","499.99","499.99","STORE"
5786,"77615852","171","2023-11-05","2023-11-19","499.99","499.99","STORE"
5787,"77615852","278","2023-11-05","2023-11-19","499.99","499.99","STORE"
5788,"77615852","1532","2023-11-05","2023-11-19","499.99","499.99","STORE"
5789,"77615852","1896","2023-11-05","2023-11-19","499.99","499.99","STORE"
5790,"77615852","2032","2023-11-05","2023-11-19","499.99","499.99","STORE"
5791,"77615852","2276","2023-11-05","2023-11-19","499.99","499.99","STORE"
5792,"77615852","3415","2023-11-05","2023-11-19","499.99","499.99","STORE"
5793,"77615852","1042","2023-11-05","2023-11-19","499.99","499.99","STORE"
5794,"77615852","2324","2023-11-05","2023-11-19","499.99","499.99","STORE"
5795,"77615852","657","2023-11-05","2023-11-19","499.99","499.99","STORE"
5796,"77615852","256","2023-11-05","2023-11-19","499.99","499.99","STORE"
5797,"77615852","2790","2023-11-05","2023-11-19","499.99","499.99","STORE"
5798,"77615852","1372","2023-11-05","2023-11-19","499.99","499.99","STORE"
5799,"77615852","649","2023-11-05","2023-11-19","499.99","499.99","STORE"
5800,"77615852","682","2023-11-05","2023-11-19","499.99","499.99","STORE"
5801,"77615852","734","2023-11-05","2023-11-19","499.99","499.99","STORE"
5802,"77615852","1274","2023-11-05","2023-11-19","499.99","499.99","STORE"
5803,"77615852","1353","2023-11-05","2023-11-19","499.99","499.99","STORE"
5804,"77615852","2187","2023-11-05","2023-11-19","499.99","499.99","STORE"
5805,"77615852","2261","2023-11-05","2023-11-19","499.99","499.99","STORE"
5806,"77615852","2375","2023-11-05","2023-11-19","499.99","499.99","STORE"
5807,"77615852","2403","2023-11-05","2023-11-19","499.99","499.99","STORE"
5808,"77615852","2420","2023-11-05","2023-11-19","499.99","499.99","STORE"
5809,"77615852","193","2023-11-05","2023-11-19","499.99","499.99","STORE"
5810,"77615852","2764","2023-11-05","2023-11-19","499.99","499.99","STORE"
5811,"77615852","3242","2023-11-05","2023-11-19","499.99","499.99","STORE"
5812,"77615852","803","2023-11-05","2023-11-19","499.99","499.99","STORE"
5813,"77615852","3360","2023-11-05","2023-11-19","499.99","499.99","STORE"
5814,"77615852","3400","2023-11-05","2023-11-19","499.99","499.99","STORE"
5815,"77615852","1313","2023-11-05","2023-11-19","499.99","499.99","STORE"
5816,"77615852","2020","2023-11-05","2023-11-19","499.99","499.99","STORE"
5817,"77615852","2254","2023-11-05","2023-11-19","499.99","499.99","STORE"
5818,"77615852","968","2023-11-05","2023-11-19","499.99","499.99","STORE"
5819,"77615852","1383","2023-11-05","2023-11-19","499.99","499.99","STORE"
5820,"77615852","1142","2023-11-05","2023-11-19","499.99","499.99","STORE"
5821,"77615852","1233","2023-11-05","2023-11-19","499.99","499.99","STORE"
5822,"77615852","3402","2023-11-05","2023-11-19","499.99","499.99","STORE"
5823,"77615852","2037","2023-11-05","2023-11-19","499.99","499.99","STORE"
5824,"77615852","658","2023-11-05","2023-11-19","499.99","499.99","STORE"
5825,"77615852","779","2023-11-05","2023-11-19","499.99","499.99","STORE"
5826,"77615852","1932","2023-11-05","2023-11-19","499.99","499.99","STORE"
5827,"77615852","871","2023-11-05","2023-11-19","499.99","499.99","STORE"
5828,"77615852","1523","2023-11-05","2023-11-19","499.99","499.99","STORE"
5829,"77615852","1148","2023-11-05","2023-11-19","499.99","499.99","STORE"
5830,"77615852","1860","2023-11-05","2023-11-19","499.99","499.99","STORE"
5831,"77615852","2438","2023-11-05","2023-11-19","499.99","499.99","STORE"
5832,"77615852","931","2023-11-05","2023-11-19","499.99","499.99","STORE"
5833,"77615852","1018","2023-11-05","2023-11-19","499.99","499.99","STORE"
5834,"77615852","1021","2023-11-05","2023-11-19","499.99","499.99","STORE"
5835,"77615852","1034","2023-11-05","2023-11-19","499.99","499.99","STORE"
5836,"77615852","3416","2023-11-05","2023-11-19","499.99","499.99","STORE"
5837,"77615852","2474","2023-11-05","2023-11-19","499.99","499.99","STORE"
5838,"77615852","1244","2023-11-05","2023-11-19","499.99","499.99","STORE"
5839,"77615852","2767","2023-11-05","2023-11-19","499.99","499.99","STORE"
5840,"77615852","3420","2023-11-05","2023-11-19","499.99","499.99","STORE"
5841,"77615852","264","2023-11-05","2023-11-19","499.99","499.99","STORE"
5842,"77615852","992","2023-11-05","2023-11-19","499.99","499.99","STORE"
5843,"77615852","1213","2023-11-05","2023-11-19","499.99","499.99","STORE"
5844,"77615852","1338","2023-11-05","2023-11-19","499.99","499.99","STORE"
5845,"77615852","1428","2023-11-05","2023-11-19","499.99","499.99","STORE"
5846,"77615852","1441","2023-11-05","2023-11-19","499.99","499.99","STORE"
5847,"77615852","1490","2023-11-05","2023-11-19","499.99","499.99","STORE"
5848,"77615852","1028","2023-11-05","2023-11-19","499.99","499.99","STORE"
5849,"77615852","3375","2023-11-05","2023-11-19","499.99","499.99","STORE"
5850,"77615852","1080","2023-11-05","2023-11-19","499.99","499.99","STORE"
5851,"77615852","1205","2023-11-05","2023-11-19","499.99","499.99","STORE"
5852,"77615852","848","2023-11-05","2023-11-19","499.99","499.99","STORE"
5853,"77615852","1188","2023-11-05","2023-11-19","499.99","499.99","STORE"
5854,"77615852","1414","2023-11-05","2023-11-19","499.99","499.99","STORE"
5855,"77615852","1756","2023-11-05","2023-11-19","499.99","499.99","STORE"
5856,"77615852","1893","2023-11-05","2023-11-19","499.99","499.99","STORE"
5857,"77615852","2596","2023-11-05","2023-11-19","499.99","499.99","STORE"
5858,"77615852","3408","2023-11-05","2023-11-19","499.99","499.99","STORE"
5859,"77615852","1116","2023-11-05","2023-11-19","499.99","499.99","STORE"
5860,"77615852","694","2023-11-05","2023-11-19","499.99","499.99","STORE"
5861,"77615852","3223","2023-11-05","2023-11-19","499.99","499.99","STORE"
5862,"77615852","812","2023-11-05","2023-11-19","499.99","499.99","STORE"
5863,"77615852","250","2023-11-05","2023-11-19","499.99","499.99","STORE"
5864,"77615852","1125","2023-11-05","2023-11-19","499.99","499.99","STORE"
5865,"77615852","3326","2023-11-05","2023-11-19","499.99","499.99","STORE"
5866,"77615852","1200","2023-11-05","2023-11-19","499.99","499.99","STORE"
5867,"77615852","877","2023-11-05","2023-11-19","499.99","499.99","STORE"
5868,"77615852","1100","2023-11-05","2023-11-19","499.99","499.99","STORE"
5869,"77615852","1223","2023-11-05","2023-11-19","499.99","499.99","STORE"
5870,"77615852","2019","2023-11-05","2023-11-19","499.99","499.99","STORE"
5871,"77615852","3268","2023-11-05","2023-11-19","499.99","499.99","STORE"
5872,"77615852","928","2023-11-05","2023-11-19","499.99","499.99","STORE"
5873,"77615852","1040","2023-11-05","2023-11-19","499.99","499.99","STORE"
5874,"77615852","1753","2023-11-05","2023-11-19","499.99","499.99","STORE"
5875,"77615852","1805","2023-11-05","2023-11-19","499.99","499.99","STORE"
5876,"77615852","1877","2023-11-05","2023-11-19","499.99","499.99","STORE"
5877,"77615852","335","2023-11-05","2023-11-19","499.99","499.99","STORE"
5878,"77615852","1421","2023-11-05","2023-11-19","499.99","499.99","STORE"
5879,"77615852","2222","2023-11-05","2023-11-19","499.99","499.99","STORE"
5880,"77615852","1296","2023-11-05","2023-11-19","499.99","499.99","STORE"
5881,"77615852","2370","2023-11-05","2023-11-19","499.99","499.99","STORE"
5882,"77615852","2374","2023-11-05","2023-11-19","499.99","499.99","STORE"
5883,"77615852","620","2023-11-05","2023-11-19","499.99","499.99","STORE"
5884,"77615852","665","2023-11-05","2023-11-19","499.99","499.99","STORE"
5885,"77615852","2431","2023-11-05","2023-11-19","499.99","499.99","STORE"
5886,"77615852","897","2023-11-05","2023-11-19","499.99","499.99","STORE"
5887,"77615852","203","2023-11-05","2023-11-19","499.99","499.99","STORE"
5888,"77615852","227","2023-11-05","2023-11-19","499.99","499.99","STORE"
5889,"77615852","650","2023-11-05","2023-11-19","499.99","499.99","STORE"
5890,"77615852","2069","2023-11-05","2023-11-19","499.99","499.99","STORE"
5891,"77615852","2279","2023-11-05","2023-11-19","499.99","499.99","STORE"
5892,"77615852","2717","2023-11-05","2023-11-19","499.99","499.99","STORE"
5893,"77615852","1752","2023-11-05","2023-11-19","499.99","499.99","STORE"
5894,"77615852","2544","2023-11-05","2023-11-19","499.99","499.99","STORE"
5895,"77615852","2346","2023-11-05","2023-11-19","499.99","499.99","STORE"
5896,"77615852","1063","2023-11-05","2023-11-19","499.99","499.99","STORE"
5897,"77615852","862","2023-11-05","2023-11-19","499.99","499.99","STORE"
5898,"77615852","1442","2023-11-05","2023-11-19","499.99","499.99","STORE"
5899,"77615852","1526","2023-11-05","2023-11-19","499.99","499.99","STORE"
5900,"77615852","1164","2023-11-05","2023-11-19","499.99","499.99","STORE"
5901,"77615852","1757","2023-11-05","2023-11-19","499.99","499.99","STORE"
5902,"77615852","1839","2023-11-05","2023-11-19","499.99","499.99","STORE"
5903,"77615852","2121","2023-11-05","2023-11-19","499.99","499.99","STORE"
5904,"77615852","2219","2023-11-05","2023-11-19","499.99","499.99","STORE"
5905,"77615852","2249","2023-11-05","2023-11-19","499.99","499.99","STORE"
5906,"77615852","365","2023-11-05","2023-11-19","499.99","499.99","STORE"
5907,"77615852","612","2023-11-05","2023-11-19","499.99","499.99","STORE"
5908,"77615852","685","2023-11-05","2023-11-19","499.99","499.99","STORE"
5909,"77615852","695","2023-11-05","2023-11-19","499.99","499.99","STORE"
5910,"77615852","1269","2023-11-05","2023-11-19","499.99","499.99","STORE"
5911,"77615852","1295","2023-11-05","2023-11-19","499.99","499.99","STORE"
5912,"77615852","2581","2023-11-05","2023-11-19","499.99","499.99","STORE"
5913,"77615852","2803","2023-11-05","2023-11-19","499.99","499.99","STORE"
5914,"77615852","2830","2023-11-05","2023-11-19","499.99","499.99","STORE"
5915,"77615852","1310","2023-11-05","2023-11-19","499.99","499.99","STORE"
5916,"77615852","1530","2023-11-05","2023-11-19","499.99","499.99","STORE"
5917,"77615852","220","2023-11-05","2023-11-19","499.99","499.99","STORE"
5918,"77615852","675","2023-11-05","2023-11-19","499.99","499.99","STORE"
5919,"77615852","688","2023-11-05","2023-11-19","499.99","499.99","STORE"
5920,"77615852","1026","2023-11-05","2023-11-19","499.99","499.99","STORE"
5921,"77615852","1165","2023-11-05","2023-11-19","499.99","499.99","STORE"
5922,"77615852","1300","2023-11-05","2023-11-19","499.99","499.99","STORE"
5923,"77615852","1835","2023-11-05","2023-11-19","499.99","499.99","STORE"
5924,"77615852","2233","2023-11-05","2023-11-19","499.99","499.99","STORE"
5925,"77615852","2363","2023-11-05","2023-11-19","499.99","499.99","STORE"
5926,"77615852","2407","2023-11-05","2023-11-19","499.99","499.99","STORE"
5927,"77615852","2829","2023-11-05","2023-11-19","499.99","499.99","STORE"
5928,"77615852","3226","2023-11-05","2023-11-19","499.99","499.99","STORE"
5929,"77615852","3424","2023-11-05","2023-11-19","499.99","499.99","STORE"
5930,"77615852","641","2023-11-05","2023-11-19","499.99","499.99","STORE"
5931,"77615852","1134","2023-11-05","2023-11-19","499.99","499.99","STORE"
5932,"77615852","1348","2023-11-05","2023-11-19","499.99","499.99","STORE"
5933,"77615852","1467","2023-11-05","2023-11-19","499.99","499.99","STORE"
5934,"77615852","1495","2023-11-05","2023-11-19","499.99","499.99","STORE"
5935,"77615852","1961","2023-11-05","2023-11-19","499.99","499.99","STORE"
5936,"77615852","2766","2023-11-05","2023-11-19","499.99","499.99","STORE"
