lno,tcin,location_id,effective_d,expiry_d,regular_retail_a,current_retail_a,channel_n
4304,"77615852","1960","2023-10-29","2023-11-05","499.99","399.99","STORE"
4305,"77615852","2091","2023-10-29","2023-11-05","499.99","399.99","STORE"
4306,"77615852","152","2023-10-29","2023-11-05","499.99","399.99","STORE"
4307,"77615852","1775","2023-10-29","2023-11-05","499.99","399.99","STORE"
4308,"77615852","612","2023-10-29","2023-11-05","499.99","399.99","STORE"
4309,"77615852","1370","2023-10-29","2023-11-05","499.99","399.99","STORE"
4310,"77615852","1380","2023-10-29","2023-11-05","499.99","399.99","STORE"
4311,"77615852","1403","2023-10-29","2023-11-05","499.99","399.99","STORE"
4312,"77615852","2149","2023-10-29","2023-11-05","499.99","399.99","STORE"
4313,"77615852","2609","2023-10-29","2023-11-05","499.99","399.99","STORE"
4314,"77615852","2813","2023-10-29","2023-11-05","499.99","399.99","STORE"
4315,"77615852","2898","2023-10-29","2023-11-05","499.99","399.99","STORE"
4316,"77615852","1406","2023-10-29","2023-11-05","499.99","399.99","STORE"
4317,"77615852","215","2023-10-29","2023-11-05","499.99","399.99","STORE"
4318,"77615852","967","2023-10-29","2023-11-05","499.99","399.99","STORE"
4319,"77615852","1073","2023-10-29","2023-11-05","499.99","399.99","STORE"
4320,"77615852","1496","2023-10-29","2023-11-05","499.99","399.99","STORE"
4321,"77615852","2067","2023-10-29","2023-11-05","499.99","399.99","STORE"
4322,"77615852","2231","2023-10-29","2023-11-05","499.99","399.99","STORE"
4323,"77615852","3338","2023-10-29","2023-11-05","499.99","399.99","STORE"
4324,"77615852","2697","2023-10-29","2023-11-05","499.99","399.99","STORE"
4325,"77615852","1356","2023-10-29","2023-11-05","499.99","399.99","STORE"
4326,"77615852","1467","2023-10-29","2023-11-05","499.99","399.99","STORE"
4327,"77615852","1057","2023-10-29","2023-11-05","499.99","399.99","STORE"
4328,"77615852","1815","2023-10-29","2023-11-05","499.99","399.99","STORE"
4329,"77615852","67","2023-10-29","2023-11-05","499.99","399.99","STORE"
4330,"77615852","2422","2023-10-29","2023-11-05","499.99","399.99","STORE"
4331,"77615852","1428","2023-10-29","2023-11-05","499.99","399.99","STORE"
4332,"77615852","171","2023-10-29","2023-11-05","499.99","399.99","STORE"
4333,"77615852","255","2023-10-29","2023-11-05","499.99","399.99","STORE"
4334,"77615852","336","2023-10-29","2023-11-05","499.99","399.99","STORE"
4335,"77615852","907","2023-10-29","2023-11-05","499.99","399.99","STORE"
4336,"77615852","1158","2023-10-29","2023-11-05","499.99","399.99","STORE"
4337,"77615852","1516","2023-10-29","2023-11-05","499.99","399.99","STORE"
4338,"77615852","1927","2023-10-29","2023-11-05","499.99","399.99","STORE"
4339,"77615852","2081","2023-10-29","2023-11-05","499.99","399.99","STORE"
4340,"77615852","2179","2023-10-29","2023-11-05","499.99","399.99","STORE"
4341,"77615852","3313","2023-10-29","2023-11-05","499.99","399.99","STORE"
4342,"77615852","3372","2023-10-29","2023-11-05","499.99","399.99","STORE"
4343,"77615852","842","2023-10-29","2023-11-05","499.99","399.99","STORE"
4344,"77615852","774","2023-10-29","2023-11-05","499.99","399.99","STORE"
4345,"77615852","3405","2023-10-29","2023-11-05","499.99","399.99","STORE"
4346,"77615852","1183","2023-10-29","2023-11-05","499.99","399.99","STORE"
4347,"77615852","1181","2023-10-29","2023-11-05","499.99","399.99","STORE"
4348,"77615852","2233","2023-10-29","2023-11-05","499.99","399.99","STORE"
4349,"77615852","2252","2023-10-29","2023-11-05","499.99","399.99","STORE"
4350,"77615852","2261","2023-10-29","2023-11-05","499.99","399.99","STORE"
4351,"77615852","1161","2023-10-29","2023-11-05","499.99","399.99","STORE"
4352,"77615852","684","2023-10-29","2023-11-05","499.99","399.99","STORE"
4353,"77615852","808","2023-10-29","2023-11-05","499.99","399.99","STORE"
4354,"77615852","873","2023-10-29","2023-11-05","499.99","399.99","STORE"
4355,"77615852","1194","2023-10-29","2023-11-05","499.99","399.99","STORE"
4356,"77615852","2135","2023-10-29","2023-11-05","499.99","399.99","STORE"
4357,"77615852","2244","2023-10-29","2023-11-05","499.99","399.99","STORE"
4358,"77615852","2875","2023-10-29","2023-11-05","499.99","399.99","STORE"
4359,"77615852","3394","2023-10-29","2023-11-05","499.99","399.99","STORE"
4360,"77615852","813","2023-10-29","2023-11-05","499.99","399.99","STORE"
4361,"77615852","758","2023-10-29","2023-11-05","499.99","399.99","STORE"
4362,"77615852","958","2023-10-29","2023-11-05","499.99","399.99","STORE"
4363,"77615852","1048","2023-10-29","2023-11-05","499.99","399.99","STORE"
4364,"77615852","1774","2023-10-29","2023-11-05","499.99","399.99","STORE"
4365,"77615852","2143","2023-10-29","2023-11-05","499.99","399.99","STORE"
4366,"77615852","2776","2023-10-29","2023-11-05","499.99","399.99","STORE"
4367,"77615852","906","2023-10-29","2023-11-05","499.99","399.99","STORE"
4368,"77615852","245","2023-10-29","2023-11-05","499.99","399.99","STORE"
4369,"77615852","301","2023-10-29","2023-11-05","499.99","399.99","STORE"
4370,"77615852","613","2023-10-29","2023-11-05","499.99","399.99","STORE"
4371,"77615852","654","2023-10-29","2023-11-05","499.99","399.99","STORE"
4372,"77615852","2184","2023-10-29","2023-11-05","499.99","399.99","STORE"
4373,"77615852","2239","2023-10-29","2023-11-05","499.99","399.99","STORE"
4374,"77615852","2649","2023-10-29","2023-11-05","499.99","399.99","STORE"
4375,"77615852","3414","2023-10-29","2023-11-05","499.99","399.99","STORE"
4376,"77615852","1490","2023-10-29","2023-11-05","499.99","399.99","STORE"
4377,"77615852","299","2023-10-29","2023-11-05","499.99","399.99","STORE"
4378,"77615852","831","2023-10-29","2023-11-05","499.99","399.99","STORE"
4379,"77615852","905","2023-10-29","2023-11-05","499.99","399.99","STORE"
4380,"77615852","1169","2023-10-29","2023-11-05","499.99","399.99","STORE"
4381,"77615852","1368","2023-10-29","2023-11-05","499.99","399.99","STORE"
4382,"77615852","1445","2023-10-29","2023-11-05","499.99","399.99","STORE"
4383,"77615852","1546","2023-10-29","2023-11-05","499.99","399.99","STORE"
4384,"77615852","2080","2023-10-29","2023-11-05","499.99","399.99","STORE"
4385,"77615852","2857","2023-10-29","2023-11-05","499.99","399.99","STORE"
4386,"77615852","3415","2023-10-29","2023-11-05","499.99","399.99","STORE"
4387,"77615852","323","2023-10-29","2023-11-05","499.99","399.99","STORE"
4388,"77615852","1081","2023-10-29","2023-11-05","499.99","399.99","STORE"
4389,"77615852","1109","2023-10-29","2023-11-05","499.99","399.99","STORE"
4390,"77615852","1897","2023-10-29","2023-11-05","499.99","399.99","STORE"
4391,"77615852","858","2023-10-29","2023-11-05","499.99","399.99","STORE"
4392,"77615852","312","2023-10-29","2023-11-05","499.99","399.99","STORE"
4393,"77615852","850","2023-10-29","2023-11-05","499.99","399.99","STORE"
4394,"77615852","963","2023-10-29","2023-11-05","499.99","399.99","STORE"
4395,"77615852","1004","2023-10-29","2023-11-05","499.99","399.99","STORE"
4396,"77615852","1848","2023-10-29","2023-11-05","499.99","399.99","STORE"
4397,"77615852","911","2023-10-29","2023-11-05","499.99","399.99","STORE"
4398,"77615852","938","2023-10-29","2023-11-05","499.99","399.99","STORE"
4399,"77615852","1058","2023-10-29","2023-11-05","499.99","399.99","STORE"
4400,"77615852","2213","2023-10-29","2023-11-05","499.99","399.99","STORE"
4401,"77615852","2355","2023-10-29","2023-11-05","499.99","399.99","STORE"
4402,"77615852","895","2023-10-29","2023-11-05","499.99","399.99","STORE"
4403,"77615852","1917","2023-10-29","2023-11-05","499.99","399.99","STORE"
4404,"77615852","2088","2023-10-29","2023-11-05","499.99","399.99","STORE"
4405,"77615852","2451","2023-10-29","2023-11-05","499.99","399.99","STORE"
4406,"77615852","2721","2023-10-29","2023-11-05","499.99","399.99","STORE"
4407,"77615852","2870","2023-10-29","2023-11-05","499.99","399.99","STORE"
4408,"77615852","2882","2023-10-29","2023-11-05","499.99","399.99","STORE"
4409,"77615852","3236","2023-10-29","2023-11-05","499.99","399.99","STORE"
4410,"77615852","3345","2023-10-29","2023-11-05","499.99","399.99","STORE"
4411,"77615852","3351","2023-10-29","2023-11-05","499.99","399.99","STORE"
4412,"77615852","1527","2023-10-29","2023-11-05","499.99","399.99","STORE"
4413,"77615852","264","2023-10-29","2023-11-05","499.99","399.99","STORE"
4414,"77615852","1054","2023-10-29","2023-11-05","499.99","399.99","STORE"
4415,"77615852","2276","2023-10-29","2023-11-05","499.99","399.99","STORE"
4416,"77615852","2316","2023-10-29","2023-11-05","499.99","399.99","STORE"
4417,"77615852","1415","2023-11-05","2023-11-19","499.99","499.99","STORE"
4418,"77615852","1472","2023-11-05","2023-11-19","499.99","499.99","STORE"
4419,"77615852","1096","2023-11-05","2023-11-19","499.99","499.99","STORE"
4420,"77615852","1906","2023-11-05","2023-11-19","499.99","499.99","STORE"
4421,"77615852","2098","2023-11-05","2023-11-19","499.99","499.99","STORE"
4422,"77615852","2228","2023-11-05","2023-11-19","499.99","499.99","STORE"
4423,"77615852","2337","2023-11-05","2023-11-19","499.99","499.99","STORE"
4424,"77615852","2770","2023-11-05","2023-11-19","499.99","499.99","STORE"
4425,"77615852","1270","2023-11-05","2023-11-19","499.99","499.99","STORE"
4426,"77615852","1365","2023-11-05","2023-11-19","499.99","499.99","STORE"
4427,"77615852","2898","2023-11-05","2023-11-19","499.99","499.99","STORE"
4428,"77615852","1045","2023-11-05","2023-11-19","499.99","499.99","STORE"
4429,"77615852","1908","2023-11-05","2023-11-19","499.99","499.99","STORE"
4430,"77615852","2459","2023-11-05","2023-11-19","499.99","499.99","STORE"
4431,"77615852","1946","2023-11-05","2023-11-19","499.99","499.99","STORE"
4432,"77615852","2586","2023-11-05","2023-11-19","499.99","499.99","STORE"
4433,"77615852","2125","2023-11-05","2023-11-19","499.99","499.99","STORE"
4434,"77615852","762","2023-11-05","2023-11-19","499.99","499.99","STORE"
4435,"77615852","878","2023-11-05","2023-11-19","499.99","499.99","STORE"
4436,"77615852","2754","2023-11-05","2023-11-19","499.99","499.99","STORE"
4437,"77615852","2570","2023-11-05","2023-11-19","499.99","499.99","STORE"
4438,"77615852","2503","2023-11-05","2023-11-19","499.99","499.99","STORE"
4439,"77615852","217","2023-11-05","2023-11-19","499.99","499.99","STORE"
4440,"77615852","2158","2023-11-05","2023-11-19","499.99","499.99","STORE"
4441,"77615852","3421","2023-11-05","2023-11-19","499.99","499.99","STORE"
4442,"77615852","1038","2023-11-05","2023-11-19","499.99","499.99","STORE"
4443,"77615852","823","2023-11-05","2023-11-19","499.99","499.99","STORE"
4444,"77615852","2805","2023-11-05","2023-11-19","499.99","499.99","STORE"
4445,"77615852","1759","2023-11-05","2023-11-19","499.99","499.99","STORE"
4446,"77615852","1774","2023-11-05","2023-11-19","499.99","499.99","STORE"
4447,"77615852","1327","2023-11-05","2023-11-19","499.99","499.99","STORE"
4448,"77615852","1386","2023-11-05","2023-11-19","499.99","499.99","STORE"
4449,"77615852","2168","2023-11-05","2023-11-19","499.99","499.99","STORE"
4450,"77615852","2572","2023-11-05","2023-11-19","499.99","499.99","STORE"
4451,"77615852","3241","2023-11-05","2023-11-19","499.99","499.99","STORE"
4452,"77615852","1793","2023-11-05","2023-11-19","499.99","499.99","STORE"
4453,"77615852","1318","2023-11-05","2023-11-19","499.99","499.99","STORE"
4454,"77615852","1840","2023-11-05","2023-11-19","499.99","499.99","STORE"
4455,"77615852","2280","2023-11-05","2023-11-19","499.99","499.99","STORE"
4456,"77615852","2065","2023-11-05","2023-11-19","499.99","499.99","STORE"
4457,"77615852","1958","2023-11-05","2023-11-19","499.99","499.99","STORE"
4458,"77615852","2265","2023-11-05","2023-11-19","499.99","499.99","STORE"
4459,"77615852","2470","2023-11-05","2023-11-19","499.99","499.99","STORE"
4460,"77615852","2567","2023-11-05","2023-11-19","499.99","499.99","STORE"
4461,"77615852","1484","2023-11-05","2023-11-19","499.99","499.99","STORE"
4462,"77615852","1846","2023-11-05","2023-11-19","499.99","499.99","STORE"
4463,"77615852","2362","2023-11-05","2023-11-19","499.99","499.99","STORE"
4464,"77615852","2548","2023-11-05","2023-11-19","499.99","499.99","STORE"
4465,"77615852","3341","2023-11-05","2023-11-19","499.99","499.99","STORE"
4466,"77615852","3382","2023-11-05","2023-11-19","499.99","499.99","STORE"
4467,"77615852","1102","2023-11-05","2023-11-19","499.99","499.99","STORE"
4468,"77615852","1097","2023-11-05","2023-11-19","499.99","499.99","STORE"
4469,"77615852","2038","2023-11-05","2023-11-19","499.99","499.99","STORE"
4470,"77615852","55","2023-11-05","2023-11-19","499.99","499.99","STORE"
4471,"77615852","2364","2023-11-05","2023-11-19","499.99","499.99","STORE"
4472,"77615852","199","2023-11-05","2023-11-19","499.99","499.99","STORE"
4473,"77615852","663","2023-11-05","2023-11-19","499.99","499.99","STORE"
4474,"77615852","1328","2023-11-05","2023-11-19","499.99","499.99","STORE"
4475,"77615852","3302","2023-11-05","2023-11-19","499.99","499.99","STORE"
4476,"77615852","3321","2023-11-05","2023-11-19","499.99","499.99","STORE"
4477,"77615852","2199","2023-11-05","2023-11-19","499.99","499.99","STORE"
4478,"77615852","2028","2023-11-05","2023-11-19","499.99","499.99","STORE"
4479,"77615852","2569","2023-11-05","2023-11-19","499.99","499.99","STORE"
4480,"77615852","1218","2023-11-05","2023-11-19","499.99","499.99","STORE"
4481,"77615852","2457","2023-11-05","2023-11-19","499.99","499.99","STORE"
4482,"77615852","1108","2023-11-05","2023-11-19","499.99","499.99","STORE"
4483,"77615852","1419","2023-11-05","2023-11-19","499.99","499.99","STORE"
4484,"77615852","2737","2023-11-05","2023-11-19","499.99","499.99","STORE"
4485,"77615852","1548","2023-11-05","2023-11-19","499.99","499.99","STORE"
4486,"77615852","3244","2023-11-05","2023-11-19","499.99","499.99","STORE"
4487,"77615852","1807","2023-11-05","2023-11-19","499.99","499.99","STORE"
4488,"77615852","800","2023-11-05","2023-11-19","499.99","499.99","STORE"
4489,"77615852","1890","2023-11-05","2023-11-19","499.99","499.99","STORE"
4490,"77615852","1904","2023-11-05","2023-11-19","499.99","499.99","STORE"
4491,"77615852","1088","2023-11-05","2023-11-19","499.99","499.99","STORE"
4492,"77615852","1110","2023-11-05","2023-11-19","499.99","499.99","STORE"
4493,"77615852","1159","2023-11-05","2023-11-19","499.99","499.99","STORE"
4494,"77615852","1177","2023-11-05","2023-11-19","499.99","499.99","STORE"
4495,"77615852","1232","2023-11-05","2023-11-19","499.99","499.99","STORE"
4496,"77615852","1937","2023-11-05","2023-11-19","499.99","499.99","STORE"
4497,"77615852","666","2023-11-05","2023-11-19","499.99","499.99","STORE"
4498,"77615852","607","2023-11-05","2023-11-19","499.99","499.99","STORE"
4499,"77615852","636","2023-11-05","2023-11-19","499.99","499.99","STORE"
4500,"77615852","2721","2023-11-05","2023-11-19","499.99","499.99","STORE"
4501,"77615852","1493","2023-11-05","2023-11-19","499.99","499.99","STORE"
4502,"77615852","1815","2023-11-05","2023-11-19","499.99","499.99","STORE"
4503,"77615852","1880","2023-11-05","2023-11-19","499.99","499.99","STORE"
4504,"77615852","1905","2023-11-05","2023-11-19","499.99","499.99","STORE"
4505,"77615852","843","2023-11-05","2023-11-19","499.99","499.99","STORE"
4506,"77615852","1808","2023-11-05","2023-11-19","499.99","499.99","STORE"
4507,"77615852","2021","2023-11-05","2023-11-19","499.99","499.99","STORE"
4508,"77615852","1889","2023-11-05","2023-11-19","499.99","499.99","STORE"
4509,"77615852","373","2023-11-05","2023-11-19","499.99","499.99","STORE"
4510,"77615852","2631","2023-11-05","2023-11-19","499.99","499.99","STORE"
4511,"77615852","298","2023-11-05","2023-11-19","499.99","499.99","STORE"
4512,"77615852","3291","2023-11-05","2023-11-19","499.99","499.99","STORE"
4513,"77615852","3428","2023-11-05","2023-11-19","499.99","499.99","STORE"
4514,"77615852","1024","2023-11-05","2023-11-19","499.99","499.99","STORE"
4515,"77615852","318","2023-11-05","2023-11-19","499.99","499.99","STORE"
4516,"77615852","831","2023-11-05","2023-11-19","499.99","499.99","STORE"
4517,"77615852","1866","2023-11-05","2023-11-19","499.99","499.99","STORE"
4518,"77615852","2112","2023-11-05","2023-11-19","499.99","499.99","STORE"
4519,"77615852","3339","2023-11-05","2023-11-19","499.99","499.99","STORE"
4520,"77615852","818","2023-11-05","2023-11-19","499.99","499.99","STORE"
4521,"77615852","1137","2023-11-05","2023-11-19","499.99","499.99","STORE"
4522,"77615852","2258","2023-11-05","2023-11-19","499.99","499.99","STORE"
4523,"77615852","1392","2023-11-05","2023-11-19","499.99","499.99","STORE"
4524,"77615852","1832","2023-11-05","2023-11-19","499.99","499.99","STORE"
4525,"77615852","2295","2023-11-05","2023-11-19","499.99","499.99","STORE"
4526,"77615852","2327","2023-11-05","2023-11-19","499.99","499.99","STORE"
4527,"77615852","2329","2023-11-05","2023-11-19","499.99","499.99","STORE"
4528,"77615852","310","2023-11-05","2023-11-19","499.99","499.99","STORE"
4529,"77615852","805","2023-11-05","2023-11-19","499.99","499.99","STORE"
4530,"77615852","1185","2023-11-05","2023-11-19","499.99","499.99","STORE"
4531,"77615852","350","2023-11-05","2023-11-19","499.99","499.99","STORE"
4532,"77615852","1054","2023-11-05","2023-11-19","499.99","499.99","STORE"
4533,"77615852","1819","2023-11-05","2023-11-19","499.99","499.99","STORE"
4534,"77615852","2200","2023-11-05","2023-11-19","499.99","499.99","STORE"
4535,"77615852","2855","2023-11-05","2023-11-19","499.99","499.99","STORE"
4536,"77615852","3210","2023-11-05","2023-11-19","499.99","499.99","STORE"
4537,"77615852","969","2023-11-05","2023-11-19","499.99","499.99","STORE"
4538,"77615852","1357","2023-11-05","2023-11-19","499.99","499.99","STORE"
4539,"77615852","692","2023-11-05","2023-11-19","499.99","499.99","STORE"
4540,"77615852","2476","2023-11-05","2023-11-19","499.99","499.99","STORE"
4541,"77615852","215","2023-11-05","2023-11-19","499.99","499.99","STORE"
4542,"77615852","613","2023-11-05","2023-11-19","499.99","499.99","STORE"
4543,"77615852","901","2023-11-05","2023-11-19","499.99","499.99","STORE"
4544,"77615852","927","2023-11-05","2023-11-19","499.99","499.99","STORE"
4545,"77615852","947","2023-11-05","2023-11-19","499.99","499.99","STORE"
4546,"77615852","1004","2023-11-05","2023-11-19","499.99","499.99","STORE"
4547,"77615852","1146","2023-11-05","2023-11-19","499.99","499.99","STORE"
4548,"77615852","1935","2023-11-05","2023-11-19","499.99","499.99","STORE"
4549,"77615852","2149","2023-11-05","2023-11-19","499.99","499.99","STORE"
4550,"77615852","2381","2023-11-05","2023-11-19","499.99","499.99","STORE"
4551,"77615852","2411","2023-11-05","2023-11-19","499.99","499.99","STORE"
4552,"77615852","751","2023-11-05","2023-11-19","499.99","499.99","STORE"
4553,"77615852","1316","2023-11-05","2023-11-19","499.99","499.99","STORE"
4554,"77615852","1363","2023-11-05","2023-11-19","499.99","499.99","STORE"
4555,"77615852","1413","2023-11-05","2023-11-19","499.99","499.99","STORE"
4556,"77615852","1952","2023-11-05","2023-11-19","499.99","499.99","STORE"
4557,"77615852","2159","2023-11-05","2023-11-19","499.99","499.99","STORE"
4558,"77615852","2780","2023-11-05","2023-11-19","499.99","499.99","STORE"
4559,"77615852","3371","2023-11-05","2023-11-19","499.99","499.99","STORE"
4560,"77615852","311","2023-11-05","2023-11-19","499.99","499.99","STORE"
4561,"77615852","2152","2023-11-05","2023-11-19","499.99","499.99","STORE"
4562,"77615852","1161","2023-11-05","2023-11-19","499.99","499.99","STORE"
4563,"77615852","1355","2023-11-05","2023-11-19","499.99","499.99","STORE"
4564,"77615852","739","2023-11-05","2023-11-19","499.99","499.99","STORE"
4565,"77615852","2189","2023-11-05","2023-11-19","499.99","499.99","STORE"
4566,"77615852","807","2023-11-05","2023-11-19","499.99","499.99","STORE"
4567,"77615852","1851","2023-11-05","2023-11-19","499.99","499.99","STORE"
4568,"77615852","296","2023-11-05","2023-11-19","499.99","499.99","STORE"
4569,"77615852","1925","2023-11-05","2023-11-19","499.99","499.99","STORE"
4570,"77615852","1948","2023-11-05","2023-11-19","499.99","499.99","STORE"
4571,"77615852","1013","2023-11-05","2023-11-19","499.99","499.99","STORE"
4572,"77615852","1265","2023-11-05","2023-11-19","499.99","499.99","STORE"
4573,"77615852","1982","2023-11-05","2023-11-19","499.99","499.99","STORE"
4574,"77615852","2113","2023-11-05","2023-11-19","499.99","499.99","STORE"
4575,"77615852","2454","2023-11-05","2023-11-19","499.99","499.99","STORE"
4576,"77615852","3293","2023-11-05","2023-11-19","499.99","499.99","STORE"
4577,"77615852","2128","2023-11-05","2023-11-19","499.99","499.99","STORE"
4578,"77615852","2847","2023-11-05","2023-11-19","499.99","499.99","STORE"
4579,"77615852","1195","2023-11-05","2023-11-19","499.99","499.99","STORE"
4580,"77615852","1210","2023-11-05","2023-11-19","499.99","499.99","STORE"
4581,"77615852","2332","2023-11-05","2023-11-19","499.99","499.99","STORE"
4582,"77615852","309","2023-11-05","2023-11-19","499.99","499.99","STORE"
4583,"77615852","3343","2023-11-05","2023-11-19","499.99","499.99","STORE"
4584,"77615852","2088","2023-11-05","2023-11-19","499.99","499.99","STORE"
4585,"77615852","2142","2023-11-05","2023-11-19","499.99","499.99","STORE"
4586,"77615852","1184","2023-11-05","2023-11-19","499.99","499.99","STORE"
4587,"77615852","1444","2023-11-05","2023-11-19","499.99","499.99","STORE"
4588,"77615852","2164","2023-11-05","2023-11-19","499.99","499.99","STORE"
4589,"77615852","2396","2023-11-05","2023-11-19","499.99","499.99","STORE"
4590,"77615852","1158","2023-11-05","2023-11-19","499.99","499.99","STORE"
4591,"77615852","2111","2023-11-05","2023-11-19","499.99","499.99","STORE"
4592,"77615852","2395","2023-11-05","2023-11-19","499.99","499.99","STORE"
4593,"77615852","146","2023-11-05","2023-11-19","499.99","499.99","STORE"
4594,"77615852","1833","2023-11-05","2023-11-19","499.99","499.99","STORE"
4595,"77615852","1934","2023-11-05","2023-11-19","499.99","499.99","STORE"
4596,"77615852","1803","2023-11-05","2023-11-19","499.99","499.99","STORE"
4597,"77615852","664","2023-11-05","2023-11-19","499.99","499.99","STORE"
4598,"77615852","914","2023-11-05","2023-11-19","499.99","499.99","STORE"
4599,"77615852","2191","2023-11-05","2023-11-19","499.99","499.99","STORE"
4600,"77615852","1369","2023-11-05","2023-11-19","499.99","499.99","STORE"
4601,"77615852","1898","2023-11-05","2023-11-19","499.99","499.99","STORE"
4602,"77615852","1919","2023-11-05","2023-11-19","499.99","499.99","STORE"
4603,"77615852","2753","2023-11-05","2023-11-19","499.99","499.99","STORE"
4604,"77615852","654","2023-11-05","2023-11-19","499.99","499.99","STORE"
4605,"77615852","1047","2023-11-05","2023-11-19","499.99","499.99","STORE"
4606,"77615852","2183","2023-11-05","2023-11-19","499.99","499.99","STORE"
4607,"77615852","2238","2023-11-05","2023-11-19","499.99","499.99","STORE"
4608,"77615852","1311","2023-11-05","2023-11-19","499.99","499.99","STORE"
4609,"77615852","324","2023-11-05","2023-11-19","499.99","499.99","STORE"
4610,"77615852","3441","2023-11-05","2023-11-19","499.99","499.99","STORE"
4611,"77615852","1878","2023-11-05","2023-11-19","499.99","499.99","STORE"
4612,"77615852","2270","2023-11-05","2023-11-19","499.99","499.99","STORE"
4613,"77615852","1949","2023-11-05","2023-11-19","499.99","499.99","STORE"
4614,"77615852","2115","2023-11-05","2023-11-19","499.99","499.99","STORE"
4615,"77615852","824","2023-11-05","2023-11-19","499.99","499.99","STORE"
4616,"77615852","1048","2023-11-05","2023-11-19","499.99","499.99","STORE"
4617,"77615852","1178","2023-11-05","2023-11-19","499.99","499.99","STORE"
4618,"77615852","2230","2023-11-05","2023-11-19","499.99","499.99","STORE"
4619,"77615852","1314","2023-11-05","2023-11-19","499.99","499.99","STORE"
4620,"77615852","2240","2023-11-05","2023-11-19","499.99","499.99","STORE"
4621,"77615852","811","2023-11-05","2023-11-19","499.99","499.99","STORE"
4622,"77615852","2338","2023-11-05","2023-11-19","499.99","499.99","STORE"
4623,"77615852","1930","2023-11-05","2023-11-19","499.99","499.99","STORE"
4624,"77615852","359","2023-11-05","2023-11-19","499.99","499.99","STORE"
4625,"77615852","1182","2023-11-05","2023-11-19","499.99","499.99","STORE"
4626,"77615852","1763","2023-11-05","2023-11-19","499.99","499.99","STORE"
4627,"77615852","3206","2023-11-05","2023-11-19","499.99","499.99","STORE"
4628,"77615852","3314","2023-11-05","2023-11-19","499.99","499.99","STORE"
4629,"77615852","3411","2023-11-05","2023-11-19","499.99","499.99","STORE"
4630,"77615852","1874","2023-11-05","2023-11-19","499.99","499.99","STORE"
4631,"77615852","2456","2023-11-05","2023-11-19","499.99","499.99","STORE"
4632,"77615852","2867","2023-11-05","2023-11-19","499.99","499.99","STORE"
4633,"77615852","1452","2023-11-05","2023-11-19","499.99","499.99","STORE"
4634,"77615852","2218","2023-11-05","2023-11-19","499.99","499.99","STORE"
4635,"77615852","2247","2023-11-05","2023-11-19","499.99","499.99","STORE"
4636,"77615852","1180","2023-11-05","2023-11-19","499.99","499.99","STORE"
4637,"77615852","1190","2023-11-05","2023-11-19","499.99","499.99","STORE"
4638,"77615852","1248","2023-11-05","2023-11-19","499.99","499.99","STORE"
4639,"77615852","1255","2023-11-05","2023-11-19","499.99","499.99","STORE"
4640,"77615852","358","2023-11-05","2023-11-19","499.99","499.99","STORE"
4641,"77615852","2529","2023-11-05","2023-11-19","499.99","499.99","STORE"
4642,"77615852","3284","2023-11-05","2023-11-19","499.99","499.99","STORE"
4643,"77615852","2440","2023-11-05","2023-11-19","499.99","499.99","STORE"
4644,"77615852","2455","2023-11-05","2023-11-19","499.99","499.99","STORE"
4645,"77615852","1208","2023-11-05","2023-11-19","499.99","499.99","STORE"
4646,"77615852","1231","2023-11-05","2023-11-19","499.99","499.99","STORE"
4647,"77615852","1437","2023-11-05","2023-11-19","499.99","499.99","STORE"
4648,"77615852","1912","2023-11-05","2023-11-19","499.99","499.99","STORE"
4649,"77615852","1002","2023-11-05","2023-11-19","499.99","499.99","STORE"
4650,"77615852","2043","2023-11-05","2023-11-19","499.99","499.99","STORE"
4651,"77615852","1822","2023-11-05","2023-11-19","499.99","499.99","STORE"
4652,"77615852","229","2023-11-05","2023-11-19","499.99","499.99","STORE"
4653,"77615852","958","2023-11-05","2023-11-19","499.99","499.99","STORE"
4654,"77615852","1275","2023-11-05","2023-11-19","499.99","499.99","STORE"
4655,"77615852","1354","2023-11-05","2023-11-19","499.99","499.99","STORE"
4656,"77615852","1923","2023-11-05","2023-11-19","499.99","499.99","STORE"
4657,"77615852","2087","2023-11-05","2023-11-19","499.99","499.99","STORE"
4658,"77615852","2292","2023-11-05","2023-11-19","499.99","499.99","STORE"
4659,"77615852","2461","2023-11-05","2023-11-19","499.99","499.99","STORE"
4660,"77615852","2771","2023-11-05","2023-11-19","499.99","499.99","STORE"
4661,"77615852","2897","2023-11-05","2023-11-19","499.99","499.99","STORE"
4662,"77615852","3335","2023-11-05","2023-11-19","499.99","499.99","STORE"
4663,"77615852","3345","2023-11-05","2023-11-19","499.99","499.99","STORE"
4664,"77615852","3368","2023-11-05","2023-11-19","499.99","499.99","STORE"
4665,"77615852","3433","2023-11-05","2023-11-19","499.99","499.99","STORE"
4666,"77615852","1786","2023-11-05","2023-11-19","499.99","499.99","STORE"
4667,"77615852","345","2023-11-05","2023-11-19","499.99","499.99","STORE"
4668,"77615852","671","2023-11-05","2023-11-19","499.99","499.99","STORE"
4669,"77615852","1009","2023-11-05","2023-11-19","499.99","499.99","STORE"
4670,"77615852","1122","2023-11-05","2023-11-19","499.99","499.99","STORE"
4671,"77615852","1398","2023-11-05","2023-11-19","499.99","499.99","STORE"
4672,"77615852","1765","2023-11-05","2023-11-19","499.99","499.99","STORE"
